"location","Month","Tmax","Tmin","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
"MS",10,2.50769555061179,2.00532068965517,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",11,2.27358676307008,1.81484938820912,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",12,1.62637775305895,0.957598442714127,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",1,3.01887408231368,2.31610656284761,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",2,3.30026184649611,2.54108776418242,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",3,3.70102113459399,2.34199087875417,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",4,2.42625895439377,2.24059332591769,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",5,3.00073915461624,2.49764727474972,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",6,3.99130667408231,3.60457486095662,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",7,3.27719310344828,3.39123058954394,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",8,3.81353581757508,3.62270878754171,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",9,2.98286885428254,3.35559521690768,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",10,3.27400522803115,2.78044004449388,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",11,3.52215773081201,2.88355261401557,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",12,2.82579388209121,2.00898876529477,"ssp126",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",1,2.12027085650723,1.74373236929922,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",2,2.00546184649611,1.5619426028921,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",3,2.28633726362625,1.18466184649611,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",4,1.25578153503893,1.1238126807564,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",5,1.86490689655172,1.21175695216908,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",6,2.86102280311457,2.083549054505,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",7,2.16503181312569,1.92837575083426,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",8,3.21345194660734,2.50060556173526,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",9,2.80192046718576,2.03892424916574,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",10,2.50462780867631,1.94119810901001,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",11,2.25739966629588,1.50479454949944,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",12,2.35738420467186,1.71501779755284,"ssp245",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",1,3.26675150166852,2.62495172413793,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",2,4.17012636262514,3.18303292547275,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",3,3.79217597330367,2.64079087875417,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",4,2.63628476084538,2.40607074527253,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",5,4.26584883203559,3.11407953281424,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",6,4.21045183537264,3.67350066740823,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",7,5.49602536151279,4.303659621802,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",8,6.49143581757508,4.96989265850946,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",9,4.57611078976641,3.74928876529477,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",10,4.5404084538376,3.45217552836485,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",11,3.72018031145717,3.24506229143493,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",12,3.59235517241379,2.89396295884316,"ssp245",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",1,1.77116117908788,1.46200978865406,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",2,3.23382313681869,2.32076195773081,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",3,2.91038887652948,1.90298765294772,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",4,1.63120411568409,1.62859655172414,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",5,2.51572302558398,1.89195372636263,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",6,2.35414215795328,2.11061679644049,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",7,3.20178665183537,2.53188542825361,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",8,4.32381646273637,2.98809911012236,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",9,4.04658498331479,2.79251134593993,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",10,2.66189232480534,2.13510778642937,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",11,2.52971579532814,2.10146551724138,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",12,2.02051001112347,1.6873468298109,"ssp585",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",1,4.40603537263626,3.64947107897664,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",2,5.2735489432703,4.55037486095662,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",3,4.77886629588432,3.87012958843159,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",4,3.7520234705228,3.36436429365962,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",5,5.1429552836485,3.93652791991101,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",6,6.27552602892102,5.14494582869855,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",7,7.06816729699666,5.99722413793104,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",8,8.83189065628476,7.12244104560623,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",9,7.90875595105673,6.27918553948832,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",10,6.43569555061179,5.29492391546162,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",11,4.8405319243604,4.48420745272525,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",12,4.31224872080089,3.84012102335929,"ssp585",2070,2100,2085,2005,"relative","CMCC-ESM2"
"MS",1,1.36372780867631,1.43131946607341,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",2,0.658311345939933,1.11079610678532,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",3,0.458233147942156,0.46221468298109,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",4,0.514565406006675,0.395469076751947,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",5,1.23481312569522,1.01349288097887,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",6,1.79937041156841,1.74738464961068,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",7,2.07563437152392,1.98295483870968,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",8,1.370610567297,1.22697931034483,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",9,1.657470189099,1.36670567296997,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",10,0.645243381535039,0.911287986651836,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",11,0.873479644048943,0.885681979977753,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",12,1.24370689655172,0.975261846496107,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",1,1.15487619577308,1.032380756396,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",2,-0.0190241379310345,0.714283203559511,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",3,0.264433147942157,0.277321134593993,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",4,0.518917018909901,0.454891657397108,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",5,1.19850022246941,0.807809010011124,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",6,1.90776395995551,1.78728787541713,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",7,1.7005956618465,1.84422258064516,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",8,1.23422024471635,1.24960189098999,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",9,2.05413793103449,1.44801535038932,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",10,0.818107897664072,0.910355728587319,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",11,0.885760289210233,0.967759399332592,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",12,1.77462947719689,1.46680700778643,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",1,1.13381813125695,1.11139688542825,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",2,0.931721023359288,1.30984126807564,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",3,-0.220453948832036,-0.178930478309233,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",4,1.10738476084538,0.765462625139044,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",5,1.20593893214683,0.689338042269188,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",6,1.44383170189099,1.4333169076752,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",7,1.77716017797553,1.84629677419355,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",8,1.61764282536151,1.61286963292547,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",9,1.61000889877642,1.53221857619577,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",10,0.86238531701891,1.13101379310345,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",11,1.01151835372636,0.76599488320356,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",12,1.40562947719688,1.14842313681869,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",1,2.29871167964405,2.04822591768632,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",2,1.20972102335929,1.66135417130145,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",3,0.875120244716351,0.810340489432703,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",4,0.513529922135707,0.55949488320356,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",5,1.78824538375973,1.72766707452725,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",6,2.27997363737486,2.45848787541713,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",7,2.21696017797553,2.85850967741936,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",8,2.88870734149055,2.72115350389321,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",9,2.9177766407119,2.69852502780868,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",10,2.39176918798665,2.363810567297,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",11,1.80127964404894,1.75499810901001,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",12,1.67137141268076,1.59126507230256,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",1,2.15577296996663,1.83333559510567,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",2,1.3721532814238,1.56514449388209,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",3,0.00546540600667278,0.09081468298109,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",4,0.454871857619578,0.520623915461624,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",5,1.29669377085651,1.01764126807564,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",6,1.78198976640712,1.92148142380423,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",7,1.61428275862069,1.95655483870968,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",8,1.18434927697442,1.30940189098999,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",9,1.66333147942158,1.64003793103448,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",10,1.19699176863181,1.17381379310345,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",11,0.970295773081202,0.959465850945495,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",12,1.75550367074527,1.41801023359288,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",1,3.50201813125695,3.09220656284761,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",2,2.46383715239155,3.09424771968854,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",3,1.088110567297,1.28555016685206,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",4,2.42775572858732,2.31894327030033,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",5,3.58577119021135,3.2139638487208,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",6,4.01769299221357,3.90547174638487,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",7,4.34265372636263,4.44936774193548,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",8,5.25003314794216,4.9318147942158,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",9,4.48405083426029,4.18023793103448,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",10,3.18537886540601,3.35693314794216,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",11,3.07322157953281,2.81093359288098,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",12,3.53344560622914,3.37937474972191,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",1,2.25364393770857,2.11482914349277,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",2,1.16189521690768,1.82166062291435,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",3,0.557868631813125,0.558072747497219,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",4,1.02478798665184,0.937288431590656,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",5,1.61675506117909,1.5548703003337,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",6,2.31749621802002,2.23244916573971,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",7,2.73441824249166,2.95495483870968,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",8,2.26382992213571,2.29009221357063,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",9,2.970270189099,2.21340889877642,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",10,1.87731112347052,1.79857508342603,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",11,2.1206957730812,1.85981101223582,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",12,2.12214238042269,1.80056829810901,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",1,4.85423103448276,4.36549043381535,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",2,3.80911457174639,4.02467675194661,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",3,2.57613959955506,2.23405984427141,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",4,2.86109121245829,2.65499165739711,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",5,4.44300344827586,3.74512191323693,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",6,5.3531446051168,5.32078464961068,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",7,6.73983114571746,6.6541,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",8,6.92872669632926,6.45089866518354,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",9,5.89060244716352,5.77387341490545,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",10,4.37170789766407,4.63894605116796,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",11,4.22403448275862,4.15522391546162,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",12,4.68498431590656,4.33787474972191,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",1,0.272447163515017,-0.404357953281424,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",2,0.742001668520579,0.83572191323693,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",3,-0.0815120133481653,-0.385501446051168,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",4,1.68960088987764,0.399507786429366,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",5,2.02025506117909,0.88274126807564,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",6,2.37371557285873,1.616229810901,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",7,1.84925050055617,1.67820967741936,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",8,2.20876863181313,1.16795672969967,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",9,2.74788954393771,0.841266963292547,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",10,2.12210467185762,0.458252502780867,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",11,0.88737319243604,-0.280721245828699,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",12,0.360516573971079,-0.0908155728587317,"ssp126",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",1,1.32541813125695,0.650080756395996,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",2,0.387450055617353,0.077438042269188,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",3,1.18991379310345,0.400582424916574,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",4,0.862739599555063,0.185169076751947,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",5,2.07577764182425,0.891496106785318,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",6,2.64544783092325,1.70968464961068,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",7,2.92120533926585,2.19951935483871,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",8,2.27929766407119,1.11625995550612,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",9,2.4724766407119,0.740483092324805,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",10,1.39831112347052,-0.00850878754171269,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",11,1.33546351501669,0.357359399332592,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",12,0.864510122358175,0.402913459399333,"ssp126",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",1,0.681256840934372,0.207087208008899,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",2,0.691614571746385,0.590805784204672,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",3,0.40098153503893,-0.362440155728587,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",4,1.70580088987764,0.485430367074527,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",5,2.7056873192436,1.26845417130145,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",6,3.09217041156841,1.81467174638487,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",7,2.11053114571747,1.80054838709678,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",8,2.31791379310345,1.28100834260289,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",9,3.0225766407119,0.950444382647385,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",10,1.31871434927698,0.405868631813126,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",11,0.851163515016684,0.12073681868743,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",12,1.05671979977753,0.407510233592881,"ssp245",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",1,2.07625361512792,1.51356785317019,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",2,1.20492424916574,1.45094449388209,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",3,0.631087986651835,0.219821134593993,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",4,1.85040088987764,0.844101334816463,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",5,3.07186151279199,1.81908642936596,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",6,3.77989621802002,3.01793303670745,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",7,3.44551501668521,3.00915483870968,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",8,3.1314234705228,2.16995672969967,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",9,4.14523470522803,2.5594830923248,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",10,2.09024338153504,1.11588798665184,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",11,1.93579899888765,0.866072302558398,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",12,1.77257463848721,1.26659087875417,"ssp245",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",1,0.859382647385985,0.572658175750834,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",2,0.208588765294772,0.104628364849833,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",3,0.181846051167964,-0.315394994438265,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",4,1.20567830923248,0.236523915461624,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",5,2.0439808676307,0.75036062291435,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",6,2.12456395995551,1.49905239154616,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",7,2.70045695216908,2.30342580645161,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",8,1.60034282536152,0.900708342602893,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",9,2.59378954393771,0.841889543937707,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",10,1.63329822024472,0.503581535038932,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",11,0.50007319243604,0.110898109010011,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",12,1.18895850945495,0.675532814238042,"ssp370",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",1,3.38202458286986,2.66691301446051,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",2,2.50116941045606,2.39302513904338,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",3,1.46555572858732,1.0348275862069,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",4,3.17574282536151,1.93869165739711,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",5,4.21910667408231,2.73110255839822,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",6,4.70379299221357,3.76462013348165,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",7,4.91377630700779,4.32131290322581,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",8,4.58585250278087,3.57454060066741,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",9,4.44669276974416,2.92326696329255,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",10,3.80074660734149,2.61509766407119,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",11,2.40572480533927,1.38430456062291,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",12,3.20661334816463,2.31616184649611,"ssp370",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",1,1.44031167964405,0.710142046718576,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",2,1.14628876529477,0.902334816462736,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",3,1.01602024471635,0.323379199110122,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",4,1.46916863181313,0.518198109010011,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",5,3.42981957730812,1.90290255839822,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",6,3.31460912124583,2.44090723025584,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",7,3.46865050055618,2.81895806451613,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",8,1.97965895439377,1.32687608453838,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",9,3.16123470522803,1.43131535038932,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",10,2.01805628476085,0.739829922135707,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",11,1.24688609566185,0.684240044493882,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",12,1.37786496106785,0.857726362625139,"ssp585",2035,2065,2050,2005,"relative","CNRM-CM6-1"
"MS",1,3.93225361512792,3.5377872080089,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",2,3.0438468298109,2.94443481646274,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",3,2.27358798665183,1.75371468298109,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",4,2.88868153503893,2.16433359288098,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",5,5.25360022246941,3.69491546162403,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",6,6.74752202447164,5.57236206896552,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
"MS",7,6.3188085650723,5.78829677419355,"ssp585",2070,2100,2085,2005,"relative","CNRM-CM6-1"
