"Treatment","Month","Tmin","Tmax","Year","SSP_Time","month_name"
NA,3,-1.6190585559045,8.47222936009023,2096,"SSP1 2050","March"
NA,3,-1.35327884515805,9.63832415610331,2055,"SSP1 2050","March"
NA,3,-0.176862777450858,14.1291728924075,2051,"SSP1 2050","March"
NA,3,3.19902202393451,15.3823779439026,2091,"SSP1 2050","March"
NA,3,3.76244430575305,15.5050254735778,2097,"SSP1 2050","March"
NA,3,5.31900679128235,15.5395007368562,2086,"SSP1 2050","March"
NA,3,6.02016318554652,15.0354805434842,2042,"SSP1 2050","March"
NA,3,5.73554135372771,13.4436200921439,2082,"SSP1 2050","March"
NA,4,6.97032883767087,16.0072239528376,2100,"SSP1 2050","April"
NA,4,4.72789875922214,13.4757160939543,2056,"SSP1 2050","April"
NA,4,2.83952147993969,13.5525521773978,2020,"SSP1 2050","April"
NA,4,1.31489417916961,13.979618974134,2022,"SSP1 2050","April"
NA,4,1.22076753560699,14.8128877603244,2066,"SSP1 2050","April"
NA,4,5.27865056132643,19.7458764467989,2046,"SSP1 2050","April"
NA,4,6.61273552301434,20.8874545461363,2051,"SSP1 2050","April"
NA,4,9.9677922680628,22.0242379506063,2039,"SSP1 2050","April"
NA,4,9.96723957925146,21.657886834073,2015,"SSP1 2050","April"
NA,5,9.75372938638206,17.7792264261797,2038,"SSP1 2050","May"
NA,5,5.97336106883583,15.6663128230103,2027,"SSP1 2050","May"
NA,5,5.59489247034056,17.8893969996416,2039,"SSP1 2050","May"
NA,5,8.79159612224185,23.1806916118146,2033,"SSP1 2050","May"
NA,5,10.0965281102173,24.1661765339693,2007,"SSP1 2050","May"
NA,5,12.248829344348,24.6747109587616,2055,"SSP1 2050","May"
NA,5,12.5822307403276,23.4704815379923,2091,"SSP1 2050","May"
NA,5,12.505310275085,21.0849690920211,2040,"SSP1 2050","May"
NA,6,13.2003954211862,21.9814751397857,2009,"SSP1 2085","June"
NA,6,12.1933451761988,21.1679470328768,2066,"SSP1 2085","June"
NA,6,8.39279831560559,19.8189454904738,2079,"SSP1 2085","June"
NA,6,8.86890951249569,23.5442489068922,2008,"SSP1 2085","June"
NA,6,11.4483473935403,26.6668312536087,2037,"SSP1 2085","June"
NA,6,15.85064742926,29.4421139413415,2076,"SSP1 2085","June"
NA,6,16.0410699312198,28.8695839797807,2091,"SSP1 2085","June"
NA,6,15.4114142242128,26.3027476604237,2035,"SSP1 2085","June"
NA,6,15.0610531192576,25.0826014544846,2039,"SSP1 2085","June"
NA,7,16.1153241992849,25.0734282260972,2056,"SSP1 2085","July"
NA,7,13.7341254028466,22.876167310224,2088,"SSP1 2085","July"
NA,7,10.7507935161352,21.8849669676228,2048,"SSP1 2085","July"
NA,7,11.9012103622949,25.2932420434234,2037,"SSP1 2085","July"
NA,7,15.3390027184944,31.0629385348458,2001,"SSP1 2085","July"
NA,7,18.5985370148457,30.7789174699041,2075,"SSP1 2085","July"
NA,7,19.2170915583835,29.3853216816541,2021,"SSP1 2085","July"
NA,8,15.029914987772,24.1582916314656,2026,"SSP1 2085","August"
NA,8,12.8808460999687,21.5321315336931,2025,"SSP1 2085","August"
NA,8,11.6655185021375,20.4132792380729,2085,"SSP1 2085","August"
NA,8,9.91510387106093,22.0225280639156,2091,"SSP1 2085","August"
NA,8,10.0331263755287,23.3345056022469,2052,"SSP1 2085","August"
NA,8,13.4284575566404,28.0399337269474,2063,"SSP1 2085","August"
NA,8,14.4695789134235,29.166686302881,2076,"SSP1 2085","August"
NA,8,17.5789822806569,30.7485578340497,2089,"SSP1 2085","August"
NA,8,16.7066263936875,26.6990371257516,2074,"SSP1 2085","August"
NA,9,12.7303219563119,20.7269603246291,2041,"SSP1 2085","September"
NA,9,11.1686366190845,19.1016054675023,2094,"SSP1 2085","September"
NA,9,8.67617269477162,19.0515324224863,2080,"SSP1 2085","September"
NA,9,8.30822375293743,19.4603753545271,2091,"SSP1 2085","September"
NA,9,8.99877493986022,21.9185317684164,2058,"SSP1 2085","September"
NA,9,10.7083740773268,24.4031857866576,2025,"SSP1 2085","September"
NA,9,14.0147377595169,28.5721406835662,2012,"SSP1 2085","September"
NA,9,14.0852536723771,23.9437960156115,2028,"SSP1 2085","September"
NA,9,13.8419115902811,22.742564772356,2061,"SSP1 2085","September"
NA,10,8.61703988821047,15.7015804416355,2009,"SSP1 2085","October"
NA,10,7.52548076911408,14.4331568423375,2068,"SSP1 2085","October"
NA,10,5.26449121391236,12.4414088006998,2053,"SSP1 2085","October"
NA,10,4.4314983960817,14.2487942763039,2046,"SSP1 2085","October"
NA,10,4.53497148439097,14.9095026869864,2093,"SSP1 2085","October"
NA,10,6.19261293468059,17.6126499466935,2064,"SSP1 2085","October"
NA,10,9.72656814717861,20.8422725374201,2063,"SSP1 2085","October"
NA,10,12.0081130498217,21.9806458498873,2098,"SSP1 2085","October"
NA,10,11.5228530237482,19.7781132324598,2100,"SSP1 2085","October"
NA,10,9.57410078501974,17.0441661531322,2012,"SSP1 2085","October"
NA,11,4.59202092300573,9.21459761393366,2045,"SSP1 2085","November"
NA,11,-0.566508804822135,5.41110630905747,2074,"SSP1 2085","November"
NA,11,-0.176901709277048,6.51189084321622,2097,"SSP1 2085","November"
NA,11,0.868469563518199,8.42285518416534,2052,"SSP1 2085","November"
NA,11,3.11546954139849,11.095284787166,2024,"SSP1 2085","November"
NA,11,5.13983065027591,13.1954134885192,2079,"SSP1 2085","November"
NA,11,7.61922737792171,15.3750176366096,2064,"SSP1 2085","November"
NA,11,8.452939010956,15.7945389935388,2062,"SSP1 2085","November"
NA,11,6.57106891521288,11.9915677263289,2028,"SSP1 2085","November"
NA,11,6.32919357862682,11.541809803852,2033,"SSP1 2085","November"
NA,11,6.28873898781012,11.4782498205883,2021,"SSP1 2085","November"
NA,12,1.99527234492768,6.4785213054593,2085,"SSP1 2085","December"
NA,12,-0.646434396697729,4.15042388056746,2086,"SSP1 2085","December"
NA,12,-1.93839331386052,3.09444784970739,2081,"SSP1 2085","December"
NA,12,-1.19194691415957,5.54256297007911,2042,"SSP1 2085","December"
NA,12,0.132337246572365,7.77163239439535,2070,"SSP1 2085","December"
NA,12,3.42173515187999,10.8030314214492,2018,"SSP1 2085","December"
NA,12,7.70318048112492,12.7755049123296,2026,"SSP1 2085","December"
NA,1,-0.868610172139967,3.52962863254774,2005,"SSP1 2085","January"
NA,1,-2.69809336347007,1.95788922424982,2066,"SSP1 2085","January"
NA,1,-5.8226807214532,0.390224709278748,2069,"SSP1 2085","January"
NA,1,-4.94818630471944,1.77582537978368,2006,"SSP1 2085","January"
NA,1,-2.62960667362775,4.83492419214682,2081,"SSP1 2085","January"
NA,1,1.32333648606401,9.78354385936444,2072,"SSP1 2085","January"
NA,1,4.42011757070783,12.1096124385118,2022,"SSP1 2085","January"
NA,1,5.56582882988226,11.5221759483221,2015,"SSP1 2085","January"
NA,1,3.33284296368089,7.87838073940939,2004,"SSP1 2085","January"
NA,2,-2.6430040056993,2.80699484203388,2076,"SSP1 2085","February"
NA,2,-4.38729547433797,3.50235045630603,2040,"SSP1 2085","February"
NA,2,-1.18723368589871,8.23074381070814,2042,"SSP1 2085","February"
NA,2,-0.083411343344307,9.43877484433066,2011,"SSP1 2085","February"
NA,2,3.30419645010767,12.6589235782268,2062,"SSP1 2085","February"
NA,2,4.37735577570888,12.2540145397528,2079,"SSP1 2085","February"
NA,2,5.29977593289911,9.75382288828686,2068,"SSP1 2085","February"
NA,3,2.23678772842132,8.94244077666676,2035,"SSP1 2085","March"
NA,3,0.197470973170025,6.90206681523729,2081,"SSP1 2085","March"
NA,3,-1.42158259119985,8.781132721773,2096,"SSP1 2085","March"
NA,3,-1.16235015332779,9.95046893826173,2055,"SSP1 2085","March"
NA,3,0.00537171899859888,14.4500056202366,2051,"SSP1 2085","March"
NA,3,3.38547697063335,15.7027875974261,2091,"SSP1 2085","March"
NA,3,3.94937178221697,15.8246917813201,2097,"SSP1 2085","March"
NA,3,5.51379469889124,15.851515805131,2086,"SSP1 2085","March"
NA,3,6.22003051191967,15.3386968178244,2042,"SSP1 2085","March"
NA,3,5.94176644274468,13.7442128942761,2082,"SSP1 2085","March"
NA,4,7.08517560032658,16.0083595694645,2100,"SSP1 2085","April"
NA,4,4.83480718352129,13.4799369352273,2056,"SSP1 2085","April"
NA,4,2.96467370577536,13.5414082916703,2020,"SSP1 2085","April"
NA,4,1.45929023213678,13.9533926336539,2022,"SSP1 2085","April"
NA,4,1.36785375910461,14.7802993098896,2066,"SSP1 2085","April"
NA,4,5.43391701202984,19.7067588364357,2046,"SSP1 2085","April"
NA,4,6.7672151937839,20.8508896297103,2051,"SSP1 2085","April"
NA,4,10.1074807924704,22.0034880206797,2039,"SSP1 2085","April"
NA,4,10.1028889287121,21.6432556553722,2015,"SSP1 2085","April"
NA,5,9.87487758181843,17.8720187488189,2038,"SSP1 2085","May"
NA,5,6.09279508531863,15.7574248969687,2027,"SSP1 2085","May"
NA,5,5.71982291868158,17.9761128265058,2039,"SSP1 2085","May"
NA,5,8.92384437183522,23.2643130526407,2033,"SSP1 2085","May"
NA,5,10.2242027641904,24.2472160276483,2007,"SSP1 2085","May"
NA,5,12.3794355844168,24.7572189883614,2055,"SSP1 2085","May"
NA,5,12.7062959559798,23.5633373392363,2091,"SSP1 2085","May"
NA,5,12.6332583850422,21.1759252312478,2040,"SSP1 2085","May"
NA,6,13.3252069199278,21.8981793623335,2009,"SSP2 2050","June"
NA,6,12.3196381429631,21.0840484864426,2066,"SSP2 2050","June"
NA,6,8.54818471493501,19.7055830871767,2079,"SSP2 2050","June"
NA,6,9.06295516932721,23.3924263561134,2008,"SSP2 2050","June"
NA,6,11.6470526427602,26.5104346926244,2037,"SSP2 2050","June"
NA,6,16.031805424552,29.305156102811,2076,"SSP2 2050","June"
NA,6,16.2143368278467,28.7381496256462,2091,"SSP2 2050","June"
NA,6,15.5609284537661,26.1940243606911,2035,"SSP2 2050","June"
NA,6,15.1980717054519,24.9864845875558,2039,"SSP2 2050","June"
NA,7,16.3204312916323,25.0988615721057,2056,"SSP2 2050","July"
NA,7,13.9427516671406,22.9007178256947,2088,"SSP2 2050","July"
NA,7,10.978815363441,21.8867234372468,2048,"SSP2 2050","July"
NA,7,12.1483835832198,25.272334151716,2037,"SSP2 2050","July"
NA,7,15.6108349747457,31.0139726466158,2001,"SSP2 2050","July"
NA,7,18.8345002654225,30.7678954639154,2075,"SSP2 2050","July"
NA,7,19.4325703201577,29.3945952438,2021,"SSP2 2050","July"
NA,8,15.3595173231088,24.3712888391819,2026,"SSP2 2050","August"
NA,8,13.2069189970698,21.7499772074172,2025,"SSP2 2050","August"
NA,8,11.9932996006889,20.6335692822275,2085,"SSP2 2050","August"
NA,8,10.2635779322892,22.219788474156,2091,"SSP2 2050","August"
NA,8,10.3905872716526,23.5236776869301,2052,"SSP2 2050","August"
NA,8,13.7926545538895,28.2189196811861,2063,"SSP2 2050","August"
NA,8,14.8397773137346,29.3443131388674,2076,"SSP2 2050","August"
NA,8,17.9363433652145,30.9394670837384,2089,"SSP2 2050","August"
NA,8,17.0442716467589,26.906502120373,2074,"SSP2 2050","August"
NA,9,13.0185355789743,20.9626867184368,2041,"SSP2 2050","September"
NA,9,11.4563331895302,19.3366433741733,2094,"SSP2 2050","September"
NA,9,8.96855008842235,19.2788864049614,2080,"SSP2 2050","September"
NA,9,8.60713889376796,19.6864563347551,2091,"SSP2 2050","September"
NA,9,9.30511280219381,22.1368310172519,2058,"SSP2 2050","September"
NA,9,11.0154528165285,24.6212845799854,2025,"SSP2 2050","September"
NA,9,14.3251982262847,28.7858528811582,2012,"SSP2 2050","September"
NA,9,14.3808662250045,24.1711120765933,2028,"SSP2 2050","September"
NA,9,14.1329056913689,22.9739524934579,2061,"SSP2 2050","September"
NA,10,8.78050182368247,15.7222212859383,2009,"SSP2 2050","October"
NA,10,7.68456370304006,14.4491663786631,2068,"SSP2 2050","October"
NA,10,5.42973671802602,12.4555868502241,2053,"SSP2 2050","October"
NA,10,4.62326899087735,14.2399536998226,2046,"SSP2 2050","October"
NA,10,4.73128741952175,14.8879615346632,2093,"SSP2 2050","October"
NA,10,6.39730578075397,17.5834708453499,2064,"SSP2 2050","October"
NA,10,9.93404556381324,20.8186845268346,2063,"SSP2 2050","October"
NA,10,12.2015276995549,21.9642211203447,2098,"SSP2 2050","October"
NA,10,11.7011127634028,19.7825704911122,2100,"SSP2 2050","October"
NA,10,9.74331616630206,17.0559659528585,2012,"SSP2 2050","October"
NA,11,4.60102772378719,9.1698076267128,2045,"SSP2 2050","November"
NA,11,-0.549765936325288,5.3586333239133,2074,"SSP2 2050","November"
NA,11,-0.15556775569525,6.45409380436596,2097,"SSP2 2050","November"
NA,11,0.900702217398621,8.35544371896819,2052,"SSP2 2050","November"
NA,11,3.14874568491234,11.0263141159582,2024,"SSP2 2050","November"
NA,11,5.17166848051632,13.1274819858333,2079,"SSP2 2050","November"
NA,11,7.64939899162505,15.3098981489285,2064,"SSP2 2050","November"
NA,11,8.48083396402603,15.7307039079019,2062,"SSP2 2050","November"
NA,11,6.58457566520294,11.9424381276498,2028,"SSP2 2050","November"
NA,11,6.34272942412968,11.4922822666283,2033,"SSP2 2050","November"
NA,11,6.30146295480588,11.4293317208111,2021,"SSP2 2050","November"
NA,12,2.0680469654513,6.51456537664415,2085,"SSP2 2050","December"
NA,12,-0.572542783524626,4.18602827431206,2086,"SSP2 2050","December"
NA,12,-1.86253636305827,3.1275202375987,2081,"SSP2 2050","December"
NA,12,-1.10782735027035,5.56682071821557,2042,"SSP2 2050","December"
NA,12,0.220671207684477,7.79098177631655,2070,"SSP2 2050","December"
NA,12,3.50873677733096,10.824968003308,2018,"SSP2 2050","December"
NA,12,7.77828492059994,12.8091551972927,2026,"SSP2 2050","December"
NA,1,-0.928503515976218,3.43677832409672,2005,"SSP2 2050","January"
NA,1,-2.75774951445831,1.86325398454943,2066,"SSP2 2050","January"
NA,1,-5.87817620129695,0.290192491123803,2069,"SSP2 2050","January"
NA,1,-4.99963245737066,1.67567025273858,2006,"SSP2 2050","January"
NA,1,-2.68153496965323,4.729160841249,2081,"SSP2 2050","January"
NA,1,1.2781313191825,9.67650425720461,2072,"SSP2 2050","January"
NA,1,4.37383390197914,12.0035601916953,2022,"SSP2 2050","January"
NA,1,5.51291851611984,11.4242791626163,2015,"SSP2 2050","January"
NA,1,3.27530303065078,7.78689016117338,2004,"SSP2 2050","January"
NA,2,-2.6894348070145,2.78793414395676,2076,"SSP2 2050","February"
NA,2,-4.44002403630028,3.48576214424708,2040,"SSP2 2050","February"
NA,2,-1.24160909841057,8.21538458767962,2042,"SSP2 2050","February"
NA,2,-0.145361172029595,9.42494666056542,2011,"SSP2 2050","February"
NA,2,3.24752525450746,12.6479990811438,2062,"SSP2 2050","February"
NA,2,4.3256588707888,12.2371520760745,2079,"SSP2 2050","February"
NA,2,5.25468380900781,9.73257091684805,2068,"SSP2 2050","February"
NA,3,2.39401365096812,9.03107105175015,2035,"SSP2 2050","March"
NA,3,0.357488040500007,6.98982840992348,2081,"SSP2 2050","March"
NA,3,-1.24801278560811,8.85480210230311,2096,"SSP2 2050","March"
NA,3,-0.984636136602621,10.0185099431933,2055,"SSP2 2050","March"
NA,3,0.192951944155096,14.5082030516597,2051,"SSP2 2050","March"
NA,3,3.5701564323278,15.7663097477762,2091,"SSP2 2050","March"
NA,3,4.13285696695227,15.88878957497,2097,"SSP2 2050","March"
NA,3,5.69047733203723,15.922839756868,2086,"SSP2 2050","March"
NA,3,6.38811101847709,15.416289490076,2042,"SSP2 2050","March"
NA,3,6.10753525326961,13.8264903549433,2082,"SSP2 2050","March"
NA,4,7.04985299645299,16.0061598312314,2100,"SSP2 2050","April"
NA,4,4.80061782985652,13.4730811053182,2056,"SSP2 2050","April"
NA,4,2.92445745994757,13.5426717967149,2020,"SSP2 2050","April"
NA,4,1.41407192360376,13.9626699124607,2022,"SSP2 2050","April"
NA,4,1.32025407830566,14.7893012030775,2066,"SSP2 2050","April"
NA,4,5.38663010562951,19.7166438722756,2046,"SSP2 2050","April"
