"Treatment","Month","Tmin","Tmax","Year","SSP_Time","month_name"
NA,6,11.7033333333333,20.1166666666667,1979,"Past combined","June"
NA,6,10.5433333333333,17.7066666666667,1988,"Past combined","June"
NA,6,9.19666666666667,16.95,1991,"Past combined","June"
NA,6,7.87500375833333,20.63,1962,"Past combined","June"
NA,6,10.9,29.4966666666667,2003,"Past combined","June"
31,6,12.3844594252873,25.936487183908,31,"Past combined","June"
NA,6,12.7133333333333,22.28,2007,"Past combined","June"
NA,7,12.3,18.3935483870968,1965,"Past combined","July"
NA,7,10.3516129032258,19.5354838709677,1978,"Past combined","July"
NA,7,10.3709677419355,21.6935483870968,2000,"Past combined","July"
NA,7,10.9483870967742,24.5354838709677,2004,"Past combined","July"
NA,7,11.7774193548387,27.5354838709677,2001,"Past combined","July"
NA,7,13.9806451612903,31.1161290322581,2006,"Past combined","July"
NA,7,15.3225806451613,27.641935483871,1994,"Past combined","July"
NA,8,12.1,19.8387096774194,1987,"Past combined","August"
NA,8,11.5838709677419,19.4870967741935,1977,"Past combined","August"
NA,8,10.8645161290323,19.7129032258065,1978,"Past combined","August"
NA,8,10.7709677419355,19.8193548387097,1979,"Past combined","August"
NA,8,9.96451612903226,21.9064516129032,1993,"Past combined","August"
NA,8,10.0129032258065,23.4032258064516,2005,"Past combined","August"
NA,8,11.8548387096774,29.5032258064516,2003,"Past combined","August"
NA,8,14.2387096774194,26.3032258064516,1997,"Past combined","August"
NA,8,13.8903225806452,23.0645161290323,1992,"Past combined","August"
NA,9,11.0166666666667,18.0933333333333,1998,"Past combined","September"
NA,9,9.90666666666667,15.8033333333333,1984,"Past combined","September"
NA,9,6.08666666666667,16.4833333333333,1972,"Past combined","September"
NA,9,5.41,18.3566666666667,1971,"Past combined","September"
NA,9,5.48333333333333,22.5333333333333,1959,"Past combined","September"
NA,9,6.86333333333333,22.98,2002,"Past combined","September"
NA,9,12.1966666666667,24.51,2006,"Past combined","September"
NA,9,13.1766666666667,23.2866666666667,1999,"Past combined","September"
NA,10,7.99354838709677,13.5161290322581,1982,"Past combined","October"
NA,10,5.15483870967742,9.54193548387097,1974,"Past combined","October"
NA,10,1.53548387096774,12.4129032258065,2003,"Past combined","October"
NA,10,3.5258064516129,16.7387096774194,1959,"Past combined","October"
31,10,8.75251995794039,20.3769609290406,31,"Past combined","October"
NA,10,9.93870967741935,17.9741935483871,2001,"Past combined","October"
NA,11,2.905,6.795,1958,"Past combined","November"
NA,11,-0.463333333333334,4.62333333333333,1985,"Past combined","November"
NA,11,-0.87,4.45333333333333,1993,"Past combined","November"
30,11,4.21944444444444,18.5375,30,"Past combined","November"
NA,11,6.84,12.1266666666667,1994,"Past combined","November"
NA,12,0.206451612903226,3.96451612903226,1967,"Past combined","December"
NA,12,-4.31935483870968,-0.0387096774193546,1969,"Past combined","December"
NA,12,-5.09806451612903,0.463870967741935,2010,"Past combined","December"
NA,12,-4.90645161290323,1.11290322580645,1963,"Past combined","December"
30,12,3.20295698924731,15.8951612903226,30,"Past combined","December"
21,12,4.59144903225806,14.140705483871,21,"Past combined","December"
NA,12,5.60548387096774,11.7216129032258,2015,"Past combined","December"
NA,12,5.06774193548387,8.96774193548387,1974,"Past combined","December"
NA,12,4.13870967741935,7.54838709677419,1988,"Past combined","December"
NA,1,2.50967741935484,5.72258064516129,1976,"Past combined","January"
NA,1,-2.44838709677419,1.56451612903226,1996,"Past combined","January"
NA,1,-5.98709677419355,-1.23548387096774,1987,"Past combined","January"
NA,1,-10.258064516129,-3.62258064516129,1963,"Past combined","January"
24,1,2.79032258064516,16.8131720430107,24,"Past combined","January"
5,1,8.96538709677419,22.2033629032258,5,"Past combined","January"
NA,1,4.54838709677419,8.92258064516129,1975,"Past combined","January"
NA,2,4.15357142857143,9.6,1966,"Past combined","February"
NA,2,1.65172413793103,6.47931034482759,1988,"Past combined","February"
NA,2,0.482142857142857,5.08571428571429,1971,"Past combined","February"
NA,2,-2.23571428571429,1.93214285714286,1965,"Past combined","February"
NA,2,-9.50357142857143,-1.20357142857143,1986,"Past combined","February"
NA,2,-9.90357142857143,-1.33928571428571,1963,"Past combined","February"
10,2,2.808,19.9731428571429,10,"Past combined","February"
11,2,10.1868392857143,27.6404107142857,11,"Past combined","February"
5,2,10.7171160714286,27.9245803571429,5,"Past combined","February"
NA,3,5.74838709677419,11.8129032258065,1981,"Past combined","March"
NA,3,1.80967741935484,7.01935483870968,1988,"Past combined","March"
NA,3,0.0258064516129032,6.04193548387097,1970,"Past combined","March"
NA,3,-1.63548387096774,5.52903225806452,1971,"Past combined","March"
NA,3,-2.67741935483871,5.23870967741935,1958,"Past combined","March"
NA,3,-3.30322580645161,5.4258064516129,1962,"Past combined","March"
30,3,3.73756467741935,25.3244472580645,30,"Past combined","March"
24,3,9.29489247311828,25.5697311827957,24,"Past combined","March"
4,3,9.53001612903226,25.3816774193548,4,"Past combined","March"
NA,4,7.16,14.9533333333333,1961,"Past combined","April"
NA,4,3.68,9.49333333333333,1970,"Past combined","April"
NA,4,3.26333333333333,9.57333333333333,1986,"Past combined","April"
NA,4,1.72,10.0933333333333,1973,"Past combined","April"
NA,4,1.55666666666667,11.45,1958,"Past combined","April"
NA,4,2.13666666666667,17.0233333333333,2003,"Past combined","April"
30,4,5.46430266666667,31.3735305,30,"Past combined","April"
22,4,6.03175733333333,33.0426493333333,22,"Past combined","April"
18,4,7.66805555555556,34.2055555555556,18,"Past combined","April"
NA,5,7.17096774193548,14.1354838709677,1962,"Past combined","May"
NA,5,6.68064516129032,13.5935483870968,1984,"Past combined","May"
NA,5,5.7258064516129,13.8612903225806,1987,"Past combined","May"
NA,5,4.86451612903226,14.2677419354839,1991,"Past combined","May"
NA,5,4.64193548387097,17.4451612903226,1980,"Past combined","May"
24,5,6.68780153479559,29.2232771731191,24,"Past combined","May"
NA,5,9.89354838709678,20.2709677419355,2000,"Past combined","May"
NA,5,9.58064516129032,19.3709677419355,2007,"Past combined","May"
NA,6,12.9632570762181,21.7756463025558,2009,"SSP1 2050","June"
NA,6,11.9561401537298,20.9619702939466,2066,"SSP1 2050","June"
NA,6,8.15135765338807,19.6172893806431,2079,"SSP1 2050","June"
NA,6,8.6212355331814,23.3487794537573,2008,"SSP1 2050","June"
NA,6,11.1991713073034,26.4728445507036,2037,"SSP1 2050","June"
NA,6,15.6046402668634,29.2446333930191,2076,"SSP1 2050","June"
NA,6,15.7950529439731,28.6713100729667,2091,"SSP1 2050","June"
NA,6,15.1709913421277,26.1004149505256,2035,"SSP1 2050","June"
NA,6,14.8216303921641,24.8792341609152,2039,"SSP1 2050","June"
NA,7,15.9749573387047,24.9391171665448,2056,"SSP1 2050","July"
NA,7,13.5952927174592,22.7432660122761,2088,"SSP1 2050","July"
NA,7,10.6093031910312,21.7509875482065,2048,"SSP1 2050","July"
NA,7,11.7536338186322,25.1616964051388,2037,"SSP1 2050","July"
NA,7,15.189694213452,30.9295872336153,2001,"SSP1 2050","July"
NA,7,18.4525455581192,30.6444090634585,2075,"SSP1 2050","July"
NA,7,19.0722473583925,29.2494694061896,2021,"SSP1 2050","July"
NA,8,14.9949739644886,24.209573162511,2026,"SSP1 2050","August"
NA,8,12.847089494449,21.582711728846,2025,"SSP1 2050","August"
NA,8,11.6317426891729,20.4665012894692,2085,"SSP1 2050","August"
NA,8,9.86463129809873,22.0916778571705,2091,"SSP1 2050","August"
NA,8,9.97600183192717,23.409369093451,2052,"SSP1 2050","August"
NA,8,13.3655162854269,28.1194321094032,2063,"SSP1 2050","August"
NA,8,14.4085816011828,29.2457883571164,2076,"SSP1 2050","August"
NA,8,17.5233679946207,30.8236799574258,2089,"SSP1 2050","August"
NA,8,16.6695577802875,26.7533447301313,2074,"SSP1 2050","August"
NA,9,12.6360276491313,20.6839187248391,2041,"SSP1 2050","September"
NA,9,11.0736857648395,19.0568031816606,2094,"SSP1 2050","September"
NA,9,8.57053341441107,19.013889746091,2080,"SSP1 2050","September"
NA,9,8.20235790037181,19.4291728153197,2091,"SSP1 2050","September"
NA,9,8.886934538411,21.8938681092859,2058,"SSP1 2050","September"
NA,9,10.5937547265802,24.3819475641934,2025,"SSP1 2050","September"
NA,9,13.8973833217351,28.5524365770773,2012,"SSP1 2050","September"
NA,9,13.9822960947054,23.908214859513,2028,"SSP1 2050","September"
NA,9,13.7413077412428,22.7039815977513,2061,"SSP1 2050","September"
NA,10,8.37876851419439,15.5007356354703,2009,"SSP1 2050","October"
NA,10,7.28529936770506,14.2276747959815,2068,"SSP1 2050","October"
NA,10,5.02479190794882,12.2385804908414,2053,"SSP1 2050","October"
NA,10,4.18504555859562,14.0552736963067,2046,"SSP1 2050","October"
NA,10,4.28529233073464,14.7131805620564,2093,"SSP1 2050","October"
NA,10,5.93845273718131,17.4214507589655,2064,"SSP1 2050","October"
NA,10,9.47601492330272,20.6535535055104,2063,"SSP1 2050","October"
NA,10,11.7595231547971,21.7848358722967,2098,"SSP1 2050","October"
NA,10,11.2805796322808,19.5802576556992,2100,"SSP1 2050","October"
NA,10,9.33448331038356,16.842413725188,2012,"SSP1 2050","October"
NA,11,4.34814280935948,8.95751475849947,2045,"SSP1 2050","November"
NA,11,-0.809600423875815,5.15360766838144,2074,"SSP1 2050","November"
NA,11,-0.417083024177323,6.25468990034767,2097,"SSP1 2050","November"
NA,11,0.626436780190584,8.16803375983167,2052,"SSP1 2050","November"
NA,11,2.86981838491074,10.8405931187135,2024,"SSP1 2050","November"
NA,11,4.89630423363593,12.9357659235711,2079,"SSP1 2050","November"
NA,11,7.38034761146548,15.1185521391351,2064,"SSP1 2050","November"
NA,11,8.20872334709673,15.5366847633087,2062,"SSP1 2050","November"
NA,11,6.32870852875538,11.7340808638667,2028,"SSP1 2050","November"
NA,11,6.0844332239826,11.2841316956477,2033,"SSP1 2050","November"
NA,11,6.04402125079942,11.219060226102,2021,"SSP1 2050","November"
NA,12,1.95495046335504,6.41032899401167,2085,"SSP1 2050","December"
NA,12,-0.684487509412891,4.08388516651375,2086,"SSP1 2050","December"
NA,12,-1.97606562458553,3.0242405132292,2081,"SSP1 2050","December"
NA,12,-1.22287945938544,5.46830095598105,2042,"SSP1 2050","December"
NA,12,0.105209117959394,7.68937190915972,2070,"SSP1 2050","December"
NA,12,3.39587952443916,10.7271820245939,2018,"SSP1 2050","December"
NA,12,7.66729564521145,12.708532396536,2026,"SSP1 2050","December"
NA,1,-1.37346676614776,3.02370094050936,2005,"SSP1 2050","January"
NA,1,-3.20550749283342,1.4544620155255,2066,"SSP1 2050","January"
NA,1,-6.33187534382339,-0.111269219481638,2069,"SSP1 2050","January"
NA,1,-5.45601727749832,1.27307485376324,2006,"SSP1 2050","January"
NA,1,-3.14520939029028,4.33082612828847,2081,"SSP1 2050","January"
NA,1,0.815799290430352,9.28036934106961,2072,"SSP1 2050","January"
NA,1,3.91237919112222,11.6066239633914,2022,"SSP1 2050","January"
NA,1,5.0592275610947,11.0184108862838,2015,"SSP1 2050","January"
NA,1,2.82691399801092,7.37462813523891,2004,"SSP1 2050","January"
NA,2,-2.83347896382931,2.65903541945821,2076,"SSP1 2050","February"
NA,2,-4.58407533690681,3.3566762839022,2040,"SSP1 2050","February"
NA,2,-1.38319670485577,8.08878193923551,2042,"SSP1 2050","February"
NA,2,-0.289819554484016,9.30047786647737,2011,"SSP1 2050","February"
NA,2,3.10137779966718,12.5260783356139,2062,"SSP1 2050","February"
NA,2,4.18374215969781,12.1109544320198,2079,"SSP1 2050","February"
NA,2,5.11187949872182,9.60240840208896,2068,"SSP1 2050","February"
NA,3,2.02481167106335,8.65138930654538,2035,"SSP1 2050","March"
NA,3,-0.0149642695236645,6.60780200889037,2081,"SSP1 2050","March"
