"","YEARMODA","DATE","Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec","Tmin_source","Tmax_source","no_Tmin","no_Tmax"
"9951",20000330,2000-03-30 12:00:00,2000-03-30 12:00:00,2000,3,30,6.22183326351068,6.67562463343109,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9952",20000331,2000-03-31 12:00:00,2000-03-31 12:00:00,2000,3,31,3.62183326351068,7.67562463343109,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9953",20000401,2000-04-01 12:00:00,2000-04-01 12:00:00,2000,4,1,3.02183326351068,9.07562463343108,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9954",20000402,2000-04-02 12:00:00,2000-04-02 12:00:00,2000,4,2,5.72183326351068,13.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9955",20000403,2000-04-03 12:00:00,2000-04-03 12:00:00,2000,4,3,5.72183326351068,15.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9956",20000404,2000-04-04 12:00:00,2000-04-04 12:00:00,2000,4,4,7.92183326351068,16.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9957",20000405,2000-04-05 12:00:00,2000-04-05 12:00:00,2000,4,5,4.22183326351068,8.67562463343108,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9958",20000406,2000-04-06 12:00:00,2000-04-06 12:00:00,2000,4,6,-0.878166736489317,10.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9959",20000407,2000-04-07 12:00:00,2000-04-07 12:00:00,2000,4,7,-0.378166736489317,13.0756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9960",20000408,2000-04-08 12:00:00,2000-04-08 12:00:00,2000,4,8,0.221833263510683,13.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9961",20000409,2000-04-09 12:00:00,2000-04-09 12:00:00,2000,4,9,6.02183326351068,13.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9962",20000410,2000-04-10 12:00:00,2000-04-10 12:00:00,2000,4,10,1.32183326351068,14.0756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9963",20000411,2000-04-11 12:00:00,2000-04-11 12:00:00,2000,4,11,2.12183326351068,14.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9964",20000412,2000-04-12 12:00:00,2000-04-12 12:00:00,2000,4,12,4.22183326351068,9.67562463343108,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9965",20000413,2000-04-13 12:00:00,2000-04-13 12:00:00,2000,4,13,3.62183326351068,11.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9966",20000414,2000-04-14 12:00:00,2000-04-14 12:00:00,2000,4,14,5.62183326351068,10.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9967",20000415,2000-04-15 12:00:00,2000-04-15 12:00:00,2000,4,15,6.52183326351068,13.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9968",20000416,2000-04-16 12:00:00,2000-04-16 12:00:00,2000,4,16,6.32183326351068,15.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9969",20000417,2000-04-17 12:00:00,2000-04-17 12:00:00,2000,4,17,9.22183326351068,13.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9970",20000418,2000-04-18 12:00:00,2000-04-18 12:00:00,2000,4,18,8.02183326351068,14.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9971",20000419,2000-04-19 12:00:00,2000-04-19 12:00:00,2000,4,19,7.12183326351068,17.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9972",20000420,2000-04-20 12:00:00,2000-04-20 12:00:00,2000,4,20,5.12183326351068,20.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9973",20000421,2000-04-21 12:00:00,2000-04-21 12:00:00,2000,4,21,11.9218332635107,20.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9974",20000422,2000-04-22 12:00:00,2000-04-22 12:00:00,2000,4,22,8.52183326351068,24.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9975",20000423,2000-04-23 12:00:00,2000-04-23 12:00:00,2000,4,23,10.9218332635107,19.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9976",20000424,2000-04-24 12:00:00,2000-04-24 12:00:00,2000,4,24,8.42183326351068,15.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9977",20000425,2000-04-25 12:00:00,2000-04-25 12:00:00,2000,4,25,6.52183326351068,19.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9978",20000426,2000-04-26 12:00:00,2000-04-26 12:00:00,2000,4,26,9.62183326351068,24.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9979",20000427,2000-04-27 12:00:00,2000-04-27 12:00:00,2000,4,27,13.4218332635107,25.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9980",20000428,2000-04-28 12:00:00,2000-04-28 12:00:00,2000,4,28,10.5218332635107,22.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9981",20000429,2000-04-29 12:00:00,2000-04-29 12:00:00,2000,4,29,12.7218332635107,17.0756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9982",20000430,2000-04-30 12:00:00,2000-04-30 12:00:00,2000,4,30,12.4218332635107,18.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9983",20000501,2000-05-01 12:00:00,2000-05-01 12:00:00,2000,5,1,12.9218332635107,19.0756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9984",20000502,2000-05-02 12:00:00,2000-05-02 12:00:00,2000,5,2,13.4218332635107,15.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9985",20000503,2000-05-03 12:00:00,2000-05-03 12:00:00,2000,5,3,11.7218332635107,12.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9986",20000504,2000-05-04 12:00:00,2000-05-04 12:00:00,2000,5,4,12.9218332635107,19.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9987",20000505,2000-05-05 12:00:00,2000-05-05 12:00:00,2000,5,5,10.3218332635107,24.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9988",20000506,2000-05-06 12:00:00,2000-05-06 12:00:00,2000,5,6,12.4218332635107,25.0756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9989",20000507,2000-05-07 12:00:00,2000-05-07 12:00:00,2000,5,7,10.2218332635107,23.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9990",20000508,2000-05-08 12:00:00,2000-05-08 12:00:00,2000,5,8,12.5218332635107,25.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9991",20000509,2000-05-09 12:00:00,2000-05-09 12:00:00,2000,5,9,11.4218332635107,26.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9992",20000510,2000-05-10 12:00:00,2000-05-10 12:00:00,2000,5,10,12.2218332635107,27.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9993",20000511,2000-05-11 12:00:00,2000-05-11 12:00:00,2000,5,11,12.5218332635107,27.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9994",20000512,2000-05-12 12:00:00,2000-05-12 12:00:00,2000,5,12,15.6218332635107,24.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9995",20000513,2000-05-13 12:00:00,2000-05-13 12:00:00,2000,5,13,11.2218332635107,24.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9996",20000514,2000-05-14 12:00:00,2000-05-14 12:00:00,2000,5,14,10.2218332635107,26.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9997",20000515,2000-05-15 12:00:00,2000-05-15 12:00:00,2000,5,15,9.52183326351068,27.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9998",20000516,2000-05-16 12:00:00,2000-05-16 12:00:00,2000,5,16,14.3218332635107,28.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"9999",20000517,2000-05-17 12:00:00,2000-05-17 12:00:00,2000,5,17,12.5218332635107,19.0756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10000",20000518,2000-05-18 12:00:00,2000-05-18 12:00:00,2000,5,18,9.22183326351068,15.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10001",20000519,2000-05-19 12:00:00,2000-05-19 12:00:00,2000,5,19,7.32183326351068,15.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10002",20000520,2000-05-20 12:00:00,2000-05-20 12:00:00,2000,5,20,6.82183326351068,14.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10003",20000521,2000-05-21 12:00:00,2000-05-21 12:00:00,2000,5,21,5.82183326351068,14.5756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10004",20000522,2000-05-22 12:00:00,2000-05-22 12:00:00,2000,5,22,9.22183326351068,13.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10005",20000523,2000-05-23 12:00:00,2000-05-23 12:00:00,2000,5,23,9.62183326351068,18.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10006",20000524,2000-05-24 12:00:00,2000-05-24 12:00:00,2000,5,24,12.4218332635107,18.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10007",20000525,2000-05-25 12:00:00,2000-05-25 12:00:00,2000,5,25,9.42183326351068,17.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10008",20000526,2000-05-26 12:00:00,2000-05-26 12:00:00,2000,5,26,7.02183326351068,19.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10009",20000527,2000-05-27 12:00:00,2000-05-27 12:00:00,2000,5,27,10.5218332635107,17.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10010",20000528,2000-05-28 12:00:00,2000-05-28 12:00:00,2000,5,28,8.02183326351068,16.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10011",20000529,2000-05-29 12:00:00,2000-05-29 12:00:00,2000,5,29,7.82183326351068,13.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10012",20000530,2000-05-30 12:00:00,2000-05-30 12:00:00,2000,5,30,7.12183326351068,14.5756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10013",20000531,2000-05-31 12:00:00,2000-05-31 12:00:00,2000,5,31,9.52183326351068,18.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10014",20000601,2000-06-01 12:00:00,2000-06-01 12:00:00,2000,6,1,10.7218332635107,22.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10015",20000602,2000-06-02 12:00:00,2000-06-02 12:00:00,2000,6,2,10.4218332635107,28.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10016",20000603,2000-06-03 12:00:00,2000-06-03 12:00:00,2000,6,3,14.6218332635107,26.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10017",20000604,2000-06-04 12:00:00,2000-06-04 12:00:00,2000,6,4,17.0218332635107,21.5756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10018",20000605,2000-06-05 12:00:00,2000-06-05 12:00:00,2000,6,5,11.7218332635107,22.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10019",20000606,2000-06-06 12:00:00,2000-06-06 12:00:00,2000,6,6,11.2218332635107,17.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10020",20000607,2000-06-07 12:00:00,2000-06-07 12:00:00,2000,6,7,8.72183326351068,17.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10021",20000608,2000-06-08 12:00:00,2000-06-08 12:00:00,2000,6,8,6.52183326351068,21.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10022",20000609,2000-06-09 12:00:00,2000-06-09 12:00:00,2000,6,9,14.8218332635107,29.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10023",20000610,2000-06-10 12:00:00,2000-06-10 12:00:00,2000,6,10,16.9218332635107,23.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10024",20000611,2000-06-11 12:00:00,2000-06-11 12:00:00,2000,6,11,14.1218332635107,20.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10025",20000612,2000-06-12 12:00:00,2000-06-12 12:00:00,2000,6,12,10.1218332635107,23.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10026",20000613,2000-06-13 12:00:00,2000-06-13 12:00:00,2000,6,13,11.9218332635107,28.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10027",20000614,2000-06-14 12:00:00,2000-06-14 12:00:00,2000,6,14,15.9218332635107,23.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10028",20000615,2000-06-15 12:00:00,2000-06-15 12:00:00,2000,6,15,10.8218332635107,18.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10029",20000616,2000-06-16 12:00:00,2000-06-16 12:00:00,2000,6,16,8.72183326351068,18.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10030",20000617,2000-06-17 12:00:00,2000-06-17 12:00:00,2000,6,17,5.42183326351068,22.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10031",20000618,2000-06-18 12:00:00,2000-06-18 12:00:00,2000,6,18,10.1218332635107,29.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10032",20000619,2000-06-19 12:00:00,2000-06-19 12:00:00,2000,6,19,14.1218332635107,32.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10033",20000620,2000-06-20 12:00:00,2000-06-20 12:00:00,2000,6,20,18.5218332635107,32.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10034",20000621,2000-06-21 12:00:00,2000-06-21 12:00:00,2000,6,21,18.0218332635107,29.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10035",20000622,2000-06-22 12:00:00,2000-06-22 12:00:00,2000,6,22,15.1218332635107,21.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10036",20000623,2000-06-23 12:00:00,2000-06-23 12:00:00,2000,6,23,14.0218332635107,19.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10037",20000624,2000-06-24 12:00:00,2000-06-24 12:00:00,2000,6,24,11.7218332635107,16.5756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10038",20000625,2000-06-25 12:00:00,2000-06-25 12:00:00,2000,6,25,11.1218332635107,17.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10039",20000626,2000-06-26 12:00:00,2000-06-26 12:00:00,2000,6,26,9.42183326351068,15.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10040",20000627,2000-06-27 12:00:00,2000-06-27 12:00:00,2000,6,27,6.82183326351068,18.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10041",20000628,2000-06-28 12:00:00,2000-06-28 12:00:00,2000,6,28,7.62183326351068,17.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10042",20000629,2000-06-29 12:00:00,2000-06-29 12:00:00,2000,6,29,9.52183326351068,19.0756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10043",20000630,2000-06-30 12:00:00,2000-06-30 12:00:00,2000,6,30,13.0218332635107,19.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10044",20000701,2000-07-01 12:00:00,2000-07-01 12:00:00,2000,7,1,14.6218332635107,22.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10045",20000702,2000-07-02 12:00:00,2000-07-02 12:00:00,2000,7,2,16.0218332635107,25.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10046",20000703,2000-07-03 12:00:00,2000-07-03 12:00:00,2000,7,3,11.1218332635107,26.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10047",20000704,2000-07-04 12:00:00,2000-07-04 12:00:00,2000,7,4,9.42183326351068,20.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10048",20000705,2000-07-05 12:00:00,2000-07-05 12:00:00,2000,7,5,11.1218332635107,23.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10049",20000706,2000-07-06 12:00:00,2000-07-06 12:00:00,2000,7,6,11.6218332635107,23.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10050",20000707,2000-07-07 12:00:00,2000-07-07 12:00:00,2000,7,7,11.6218332635107,19.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10051",20000708,2000-07-08 12:00:00,2000-07-08 12:00:00,2000,7,8,8.92183326351068,18.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10052",20000709,2000-07-09 12:00:00,2000-07-09 12:00:00,2000,7,9,9.42183326351068,16.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10053",20000710,2000-07-10 12:00:00,2000-07-10 12:00:00,2000,7,10,11.6218332635107,21.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10054",20000711,2000-07-11 12:00:00,2000-07-11 12:00:00,2000,7,11,9.42183326351068,16.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10055",20000712,2000-07-12 12:00:00,2000-07-12 12:00:00,2000,7,12,7.12183326351068,16.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10056",20000713,2000-07-13 12:00:00,2000-07-13 12:00:00,2000,7,13,8.42183326351068,16.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10057",20000714,2000-07-14 12:00:00,2000-07-14 12:00:00,2000,7,14,11.1218332635107,19.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10058",20000715,2000-07-15 12:00:00,2000-07-15 12:00:00,2000,7,15,9.92183326351068,18.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10059",20000716,2000-07-16 12:00:00,2000-07-16 12:00:00,2000,7,16,10.4218332635107,19.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10060",20000717,2000-07-17 12:00:00,2000-07-17 12:00:00,2000,7,17,11.6218332635107,23.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10061",20000718,2000-07-18 12:00:00,2000-07-18 12:00:00,2000,7,18,11.1218332635107,22.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10062",20000719,2000-07-19 12:00:00,2000-07-19 12:00:00,2000,7,19,11.4218332635107,18.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10063",20000720,2000-07-20 12:00:00,2000-07-20 12:00:00,2000,7,20,8.62183326351068,24.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10064",20000721,2000-07-21 12:00:00,2000-07-21 12:00:00,2000,7,21,11.6218332635107,22.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10065",20000722,2000-07-22 12:00:00,2000-07-22 12:00:00,2000,7,22,11.1218332635107,20.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10066",20000723,2000-07-23 12:00:00,2000-07-23 12:00:00,2000,7,23,8.12183326351068,25.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10067",20000724,2000-07-24 12:00:00,2000-07-24 12:00:00,2000,7,24,10.8218332635107,26.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10068",20000725,2000-07-25 12:00:00,2000-07-25 12:00:00,2000,7,25,15.1218332635107,20.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10069",20000726,2000-07-26 12:00:00,2000-07-26 12:00:00,2000,7,26,12.6218332635107,20.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10070",20000727,2000-07-27 12:00:00,2000-07-27 12:00:00,2000,7,27,10.4218332635107,20.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10071",20000728,2000-07-28 12:00:00,2000-07-28 12:00:00,2000,7,28,12.6218332635107,23.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10072",20000729,2000-07-29 12:00:00,2000-07-29 12:00:00,2000,7,29,11.6218332635107,23.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10073",20000730,2000-07-30 12:00:00,2000-07-30 12:00:00,2000,7,30,11.1218332635107,24.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10074",20000731,2000-07-31 12:00:00,2000-07-31 12:00:00,2000,7,31,10.8218332635107,26.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10075",20000801,2000-08-01 12:00:00,2000-08-01 12:00:00,2000,8,1,13.6218332635107,28.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10076",20000802,2000-08-02 12:00:00,2000-08-02 12:00:00,2000,8,2,13.6218332635107,22.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10077",20000803,2000-08-03 12:00:00,2000-08-03 12:00:00,2000,8,3,11.6218332635107,23.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10078",20000804,2000-08-04 12:00:00,2000-08-04 12:00:00,2000,8,4,9.92183326351068,21.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10079",20000805,2000-08-05 12:00:00,2000-08-05 12:00:00,2000,8,5,10.1218332635107,24.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10080",20000806,2000-08-06 12:00:00,2000-08-06 12:00:00,2000,8,6,9.12183326351068,22.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10081",20000807,2000-08-07 12:00:00,2000-08-07 12:00:00,2000,8,7,16.1218332635107,24.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10082",20000808,2000-08-08 12:00:00,2000-08-08 12:00:00,2000,8,8,15.1218332635107,25.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10083",20000809,2000-08-09 12:00:00,2000-08-09 12:00:00,2000,8,9,10.8218332635107,26.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10084",20000810,2000-08-10 12:00:00,2000-08-10 12:00:00,2000,8,10,13.9218332635107,25.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10085",20000811,2000-08-11 12:00:00,2000-08-11 12:00:00,2000,8,11,11.4218332635107,27.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10086",20000812,2000-08-12 12:00:00,2000-08-12 12:00:00,2000,8,12,10.1218332635107,29.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10087",20000813,2000-08-13 12:00:00,2000-08-13 12:00:00,2000,8,13,10.6218332635107,29.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10088",20000814,2000-08-14 12:00:00,2000-08-14 12:00:00,2000,8,14,15.1218332635107,31.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10089",20000815,2000-08-15 12:00:00,2000-08-15 12:00:00,2000,8,15,14.4218332635107,27.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10090",20000816,2000-08-16 12:00:00,2000-08-16 12:00:00,2000,8,16,14.8218332635107,24.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10091",20000817,2000-08-17 12:00:00,2000-08-17 12:00:00,2000,8,17,13.8218332635107,24.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10092",20000818,2000-08-18 12:00:00,2000-08-18 12:00:00,2000,8,18,12.3218332635107,24.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10093",20000819,2000-08-19 12:00:00,2000-08-19 12:00:00,2000,8,19,17.0218332635107,24.3756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10094",20000820,2000-08-20 12:00:00,2000-08-20 12:00:00,2000,8,20,15.6218332635107,22.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10095",20000821,2000-08-21 12:00:00,2000-08-21 12:00:00,2000,8,21,13.8218332635107,17.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10096",20000822,2000-08-22 12:00:00,2000-08-22 12:00:00,2000,8,22,10.6218332635107,21.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10097",20000823,2000-08-23 12:00:00,2000-08-23 12:00:00,2000,8,23,8.82183326351068,23.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10098",20000824,2000-08-24 12:00:00,2000-08-24 12:00:00,2000,8,24,9.22183326351068,25.1756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10099",20000825,2000-08-25 12:00:00,2000-08-25 12:00:00,2000,8,25,8.42183326351068,24.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10100",20000826,2000-08-26 12:00:00,2000-08-26 12:00:00,2000,8,26,12.6218332635107,24.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10101",20000827,2000-08-27 12:00:00,2000-08-27 12:00:00,2000,8,27,12.9218332635107,18.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10102",20000828,2000-08-28 12:00:00,2000-08-28 12:00:00,2000,8,28,10.6218332635107,22.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10103",20000829,2000-08-29 12:00:00,2000-08-29 12:00:00,2000,8,29,11.9218332635107,20.6756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10104",20000830,2000-08-30 12:00:00,2000-08-30 12:00:00,2000,8,30,10.6218332635107,21.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10105",20000831,2000-08-31 12:00:00,2000-08-31 12:00:00,2000,8,31,9.92183326351068,21.7756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10106",20000901,2000-09-01 12:00:00,2000-09-01 12:00:00,2000,9,1,11.6218332635107,19.2756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10107",20000902,2000-09-02 12:00:00,2000-09-02 12:00:00,2000,9,2,12.7218332635107,17.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10108",20000903,2000-09-03 12:00:00,2000-09-03 12:00:00,2000,9,3,12.3218332635107,16.4756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10109",20000904,2000-09-04 12:00:00,2000-09-04 12:00:00,2000,9,4,11.2218332635107,14.8756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10110",20000905,2000-09-05 12:00:00,2000-09-05 12:00:00,2000,9,5,10.5218332635107,18.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
"10111",20000906,2000-09-06 12:00:00,2000-09-06 12:00:00,2000,9,6,11.1218332635107,14.9756246334311,NA,NA,"daily_records1","daily_records1",FALSE,FALSE
