"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,931.022212399733,188
"2001/2002",2002,46,46,100,125.985142565582,372
"2002/2003",2003,46,46,100,254.473512730008,213
"2003/2004",2004,46,46,100,132.709286616398,237
"2004/2005",2005,46,46,100,88.9621702538643,279
"2005/2006",2006,46,46,100,272.38139784777,330
"2006/2007",2007,46,46,100,558.440195875657,428
"2007/2008",2008,46,46,100,785.828564130417,262
"2008/2009",2009,46,46,100,561.583010520873,349
"2009/2010",2010,46,46,100,319.73360101632,125
"2010/2011",2011,46,46,100,695.155441079201,91
"2011/2012",2012,46,46,100,85.9116968058224,607
"2012/2013",2013,46,46,100,1207.20482208914,176
"2013/2014",2014,46,46,100,124.072080584257,386
"2014/2015",2015,46,46,100,71.0411285923765,460
"2015/2016",2016,46,46,100,134.898434259158,344
"2016/2017",2017,46,46,100,401.397126040305,128
"2017/2018",2018,46,46,100,92.6960724293167,254
"2018/2019",2019,46,46,100,722.169080248743,328
"2019/2020",2020,46,46,100,711.013637927128,73
"2020/2021",2021,46,46,100,1290.01159838363,393
"2021/2022",2022,46,46,100,750.195957206277,51
"2022/2023",2023,46,46,100,230.207605202566,280
"2023/2024",2024,46,46,100,430.534905736276,399
"2024/2025",2025,46,46,100,182.019519582711,225
"2025/2026",2026,46,46,100,704.254714961193,238
"2026/2027",2027,46,46,100,457.88954261702,158
"2027/2028",2028,46,46,100,930.774559607438,121
"2028/2029",2029,46,46,100,172.226003751683,200
"2029/2030",2030,46,46,100,464.73552531391,170
"2030/2031",2031,46,46,100,1086.70060420255,40
"2031/2032",2032,46,46,100,779.006016437663,4
"2032/2033",2033,46,46,100,348.695024239714,130
"2033/2034",2034,46,46,100,271.687932946777,252
"2034/2035",2035,46,46,100,112.4961561042,432
"2035/2036",2036,46,46,100,579.766718853585,95
"2036/2037",2037,46,46,100,251.5450997882,111
"2037/2038",2038,46,46,100,729.477852102427,366
"2038/2039",2039,46,46,100,351.630359807808,140
"2039/2040",2040,46,46,100,2049.9959629775,0
"2040/2041",2041,46,46,100,465.353363925533,399
"2041/2042",2042,46,46,100,449.856702174409,303
"2042/2043",2043,46,46,100,207.20488984487,263
"2043/2044",2044,46,46,100,1281.20400958415,120
"2044/2045",2045,46,46,100,332.81949608482,217
"2045/2046",2046,46,46,100,893.253402785165,68
"2046/2047",2047,46,46,100,395.883056967577,125
"2047/2048",2048,46,46,100,120.420507379575,341
"2048/2049",2049,46,46,100,166.000216110493,253
"2049/2050",2050,46,46,100,222.615491286269,357
"2050/2051",2051,46,46,100,1697.68467612733,0
"2051/2052",2052,46,46,100,437.191568363865,119
"2052/2053",2053,46,46,100,1277.37244270148,19
"2053/2054",2054,46,46,100,936.200546029955,0
"2054/2055",2055,46,46,100,1565.0203091873,19
"2055/2056",2056,46,46,100,512.906817916315,277
"2056/2057",2057,46,46,100,265.596856027434,265
"2057/2058",2058,46,46,100,131.695332558069,457
"2058/2059",2059,46,46,100,215.439393038861,292
"2059/2060",2060,46,46,100,345.849664392881,29
"2060/2061",2061,46,46,100,743.029007239908,165
"2061/2062",2062,46,46,100,715.74224602303,64
"2062/2063",2063,46,46,100,162.131426146603,430
"2063/2064",2064,46,46,100,551.317001452087,375
"2064/2065",2065,46,46,100,147.428275853919,300
"2065/2066",2066,46,46,100,984.291116661916,311
"2066/2067",2067,46,46,100,447.447640694678,112
"2067/2068",2068,46,46,100,652.718683175743,235
"2068/2069",2069,46,46,100,462.969565065752,322
"2069/2070",2070,46,46,100,187.042157108081,284
"2070/2071",2071,46,46,100,800.867011277762,214
"2071/2072",2072,46,46,100,411.733189392893,244
"2072/2073",2073,46,46,100,110.487600559252,382
"2073/2074",2074,46,46,100,1102.39099863142,227
"2074/2075",2075,46,46,100,477.600578675338,191
"2075/2076",2076,46,46,100,323.448854220391,361
"2076/2077",2077,46,46,100,104.60981922166,234
"2077/2078",2078,46,46,100,129.569348306977,172
"2078/2079",2079,46,46,100,162.742680795374,257
"2079/2080",2080,46,46,100,669.858753667737,374
"2080/2081",2081,46,46,100,447.21182711795,345
"2081/2082",2082,46,46,100,280.068703089957,615
"2082/2083",2083,46,46,100,621.803694688017,252
"2083/2084",2084,46,46,100,788.454717325978,66
"2084/2085",2085,46,46,100,570.05570959975,161
"2085/2086",2086,46,46,100,683.0461688129,305
"2086/2087",2087,46,46,100,908.929365707445,486
"2087/2088",2088,46,46,100,1256.85821760085,14
"2088/2089",2089,46,46,100,95.5409078043886,262
"2089/2090",2090,46,46,100,345.898142388789,23
"2090/2091",2091,46,46,100,565.321718496503,117
"2091/2092",2092,46,46,100,622.877114341129,146
"2092/2093",2093,46,46,100,170.93328439747,165
"2093/2094",2094,46,46,100,200.768832765403,200
"2094/2095",2095,46,46,100,219.006038954598,515
"2095/2096",2096,46,46,100,1051.73562927311,210
"2096/2097",2097,46,46,100,295.612564991112,126
"2097/2098",2098,46,46,100,449.116369012627,25
"2098/2099",2099,46,46,100,100.514112123055,185
"2099/2100",2100,46,46,100,126.839701097109,523
