"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,561.790118233595,140
"2001/2002",2002,46,46,100,130.744346234451,315
"2002/2003",2003,46,46,100,209.677197374425,225
"2003/2004",2004,46,46,100,247.699229469974,199
"2004/2005",2005,46,46,100,97.5113521723397,314
"2005/2006",2006,46,46,100,222.443932315779,273
"2006/2007",2007,46,46,100,313.883825074154,337
"2007/2008",2008,46,46,100,922.753600650249,223
"2008/2009",2009,46,46,100,442.489513957567,344
"2009/2010",2010,46,46,100,404.271379483696,117
"2010/2011",2011,46,46,100,897.403859544844,109
"2011/2012",2012,46,46,100,25.6362918482773,529
"2012/2013",2013,46,46,100,1470.91311688458,186
"2013/2014",2014,46,46,100,302.012794399619,385
"2014/2015",2015,46,46,100,57.5336905928561,478
"2015/2016",2016,46,46,100,99.2318811712466,301
"2016/2017",2017,46,46,100,414.058049533895,152
"2017/2018",2018,46,46,100,209.903263653687,271
"2018/2019",2019,46,46,100,1378.93284005571,349
"2019/2020",2020,46,46,100,1070.15542150261,130
"2020/2021",2021,46,46,100,1158.7390873879,305
"2021/2022",2022,46,46,100,724.055460449803,19
"2022/2023",2023,46,46,100,114.320811676444,165
"2023/2024",2024,46,46,100,483.787282093399,413
"2024/2025",2025,46,46,100,79.545735273452,124
"2025/2026",2026,46,46,100,725.751641548675,232
"2026/2027",2027,46,46,100,777.249809584406,197
"2027/2028",2028,46,46,100,1126.99984062585,155
"2028/2029",2029,46,46,100,222.116579168884,178
"2029/2030",2030,46,46,100,575.984489013645,185
"2030/2031",2031,46,46,100,1248.3328089655,95
"2031/2032",2032,46,46,100,1159.77924410065,17
"2032/2033",2033,46,46,100,469.40642103157,145
"2033/2034",2034,46,46,100,244.993063257658,237
"2034/2035",2035,46,46,100,71.4758914847334,403
"2035/2036",2036,46,46,100,785.158522859594,90
"2036/2037",2037,46,46,100,371.362966232176,166
"2037/2038",2038,46,46,100,653.12143275293,377
"2038/2039",2039,46,46,100,720.446058564412,202
"2039/2040",2040,46,46,100,2589.19884260496,0
"2040/2041",2041,46,46,100,622.670123369317,372
"2041/2042",2042,46,46,100,283.28146551142,264
"2042/2043",2043,46,46,100,126.86283009738,211
"2043/2044",2044,46,46,100,1108.3652081819,55
"2044/2045",2045,46,46,100,302.159345420136,267
"2045/2046",2046,46,46,100,777.434896504623,35
"2046/2047",2047,46,46,100,483.367719950853,96
"2047/2048",2048,46,46,100,374.522552432085,398
"2048/2049",2049,46,46,100,80.1587987425737,211
"2049/2050",2050,46,46,100,153.665552703547,375
"2050/2051",2051,46,46,100,2255.59560169425,14
"2051/2052",2052,46,46,100,768.29392867157,125
"2052/2053",2053,46,46,100,1343.41494712367,18
"2053/2054",2054,46,46,100,1175.18445934728,3
"2054/2055",2055,46,46,100,1788.69289634784,50
"2055/2056",2056,46,46,100,1165.697509463,326
"2056/2057",2057,46,46,100,393.371317284124,268
"2057/2058",2058,46,46,100,209.170747087628,427
"2058/2059",2059,46,46,100,176.899890847679,237
"2059/2060",2060,46,46,100,488.528115454537,44
"2060/2061",2061,46,46,100,1224.91911101405,161
"2061/2062",2062,46,46,100,884.447365808883,76
"2062/2063",2063,46,46,100,70.2798532890738,353
"2063/2064",2064,46,46,100,311.073000754986,263
"2064/2065",2065,46,46,100,82.1722373980447,259
"2065/2066",2066,46,46,100,654.781791905232,167
"2066/2067",2067,46,46,100,656.325596932264,137
"2067/2068",2068,46,46,100,838.120019492519,220
"2068/2069",2069,46,46,100,378.322999106138,300
"2069/2070",2070,46,46,100,365.022307679988,325
"2070/2071",2071,46,46,100,625.778152636427,227
"2071/2072",2072,46,46,100,449.703579130757,218
"2072/2073",2073,46,46,100,208.411258301465,367
"2073/2074",2074,46,46,100,1016.78050873935,205
"2074/2075",2075,46,46,100,611.734525110514,204
"2075/2076",2076,46,46,100,205.156812778907,342
"2076/2077",2077,46,46,100,70.2353109332034,129
"2077/2078",2078,46,46,100,189.161013260076,191
"2078/2079",2079,46,46,100,478.446181398875,320
"2079/2080",2080,46,46,100,582.770575359522,303
"2080/2081",2081,46,46,100,225.589976869931,348
"2081/2082",2082,46,46,100,116.271540458547,570
"2082/2083",2083,46,46,100,1209.38485388347,326
"2083/2084",2084,46,46,100,833.493848649203,90
"2084/2085",2085,46,46,100,519.899351531407,142
"2085/2086",2086,46,46,100,506.149411364575,179
"2086/2087",2087,46,46,100,969.302748120273,460
"2087/2088",2088,46,46,100,1352.79519340908,42
"2088/2089",2089,46,46,100,321.226842172211,297
"2089/2090",2090,46,46,100,356.248723241733,44
"2090/2091",2091,46,46,100,636.175951260142,120
"2091/2092",2092,46,46,100,712.846092147753,162
"2092/2093",2093,46,46,100,176.334230702138,208
"2093/2094",2094,46,46,100,381.677016737754,248
"2094/2095",2095,46,46,100,86.4718678646022,411
"2095/2096",2096,46,46,100,1423.00623473583,243
"2096/2097",2097,46,46,100,680.750085456762,197
"2097/2098",2098,46,46,100,667.33031098661,57
"2098/2099",2099,46,46,100,185.215186434449,151
"2099/2100",2100,46,46,100,315.829571567941,537
