"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,1016.46441781746,182
"2001/2002",2002,46,46,100,177.79758419225,368
"2002/2003",2003,46,46,100,291.895024032365,197
"2003/2004",2004,46,46,100,166.064139119002,224
"2004/2005",2005,46,46,100,135.163699544395,245
"2005/2006",2006,46,46,100,337.362792080272,285
"2006/2007",2007,46,46,100,645.828205826627,402
"2007/2008",2008,46,46,100,920.465840986355,258
"2008/2009",2009,46,46,100,588.224725541957,312
"2009/2010",2010,46,46,100,375.9299015383,118
"2010/2011",2011,46,46,100,766.935265821907,78
"2011/2012",2012,46,46,100,111.825560274279,566
"2012/2013",2013,46,46,100,1301.56440093659,176
"2013/2014",2014,46,46,100,127.679341561408,333
"2014/2015",2015,46,46,100,105.437738051245,433
"2015/2016",2016,46,46,100,198.721197658087,324
"2016/2017",2017,46,46,100,479.322676619508,118
"2017/2018",2018,46,46,100,112.286727644379,215
"2018/2019",2019,46,46,100,723.963426182585,290
"2019/2020",2020,46,46,100,832.272987555843,55
"2020/2021",2021,46,46,100,1504.67954229216,362
"2021/2022",2022,46,46,100,903.809444013255,73
"2022/2023",2023,46,46,100,275.449869424498,272
"2023/2024",2024,46,46,100,479.336137774866,360
"2024/2025",2025,46,46,100,230.225986415913,186
"2025/2026",2026,46,46,100,845.323626694546,227
"2026/2027",2027,46,46,100,478.189607240347,123
"2027/2028",2028,46,46,100,1072.68263906261,95
"2028/2029",2029,46,46,100,192.717547661072,169
"2029/2030",2030,46,46,100,540.42204329987,126
"2030/2031",2031,46,46,100,1270.57219399692,14
"2031/2032",2032,46,46,100,875.189944230733,0
"2032/2033",2033,46,46,100,438.39968513562,114
"2033/2034",2034,46,46,100,312.204497195402,215
"2034/2035",2035,46,46,100,170.897228828369,400
"2035/2036",2036,46,46,100,650.432440401142,86
"2036/2037",2037,46,46,100,300.917165267834,98
"2037/2038",2038,46,46,100,785.800417025632,330
"2038/2039",2039,46,46,100,394.706168046221,132
"2039/2040",2040,46,46,100,2186.40904031356,16
"2040/2041",2041,46,46,100,503.207701769628,397
"2041/2042",2042,46,46,100,564.885153856012,297
"2042/2043",2043,46,46,100,272.332538599439,264
"2043/2044",2044,46,46,100,1483.84712143426,112
"2044/2045",2045,46,46,100,408.985747811646,200
"2045/2046",2046,46,46,100,1077.54067370488,51
"2046/2047",2047,46,46,100,483.450197610393,134
"2047/2048",2048,46,46,100,123.388275742647,285
"2048/2049",2049,46,46,100,196.712186814315,258
"2049/2050",2050,46,46,100,235.447656831035,305
"2050/2051",2051,46,46,100,1836.87945329308,0
"2051/2052",2052,46,46,100,506.050263326528,103
"2052/2053",2053,46,46,100,1487.84820653847,29
"2053/2054",2054,46,46,100,1045.39694494387,31
"2054/2055",2055,46,46,100,1721.18619978541,9
"2055/2056",2056,46,46,100,513.51295464806,263
"2056/2057",2057,46,46,100,333.39621842964,274
"2057/2058",2058,46,46,100,158.796446772496,437
"2058/2059",2059,46,46,100,290.429798074911,260
"2059/2060",2060,46,46,100,430.14190189197,14
"2060/2061",2061,46,46,100,764.739639342471,160
"2061/2062",2062,46,46,100,773.679526906577,36
"2062/2063",2063,46,46,100,224.326122873346,399
"2063/2064",2064,46,46,100,647.224345816969,322
"2064/2065",2065,46,46,100,188.39966844063,273
"2065/2066",2066,46,46,100,1167.49502485414,313
"2066/2067",2067,46,46,100,557.929875395377,109
"2067/2068",2068,46,46,100,700.273491614673,228
"2068/2069",2069,46,46,100,515.447611115058,296
"2069/2070",2070,46,46,100,220.051434347231,214
"2070/2071",2071,46,46,100,927.920069225424,205
"2071/2072",2072,46,46,100,494.321582514618,249
"2072/2073",2073,46,46,100,110.709891255014,379
"2073/2074",2074,46,46,100,1269.33867226477,230
"2074/2075",2075,46,46,100,562.417392002884,168
"2075/2076",2076,46,46,100,418.045289998176,354
"2076/2077",2077,46,46,100,152.132573115639,221
"2077/2078",2078,46,46,100,142.609151669836,165
"2078/2079",2079,46,46,100,161.977470190439,229
"2079/2080",2080,46,46,100,750.27184251463,358
"2080/2081",2081,46,46,100,517.789968981873,351
"2081/2082",2082,46,46,100,337.523007533571,591
"2082/2083",2083,46,46,100,596.381752720161,223
"2083/2084",2084,46,46,100,887.786360184837,88
"2084/2085",2085,46,46,100,678.544856261404,166
"2085/2086",2086,46,46,100,809.583919290395,294
"2086/2087",2087,46,46,100,978.684217306378,476
"2087/2088",2088,46,46,100,1438.08670031157,13
"2088/2089",2089,46,46,100,99.5998004185967,199
"2089/2090",2090,46,46,100,406.621281252941,24
"2090/2091",2091,46,46,100,648.242128750368,89
"2091/2092",2092,46,46,100,694.795756418316,120
"2092/2093",2093,46,46,100,232.894050542847,165
"2093/2094",2094,46,46,100,246.993630478391,182
"2094/2095",2095,46,46,100,278.750165491947,486
"2095/2096",2096,46,46,100,1176.91425259464,209
"2096/2097",2097,46,46,100,328.368163342704,104
"2097/2098",2098,46,46,100,479.873428165331,22
"2098/2099",2099,46,46,100,106.242874572345,127
"2099/2100",2100,46,46,100,124.444929158723,474
