"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,899.954254141487,219
"2001/2002",2002,46,46,100,118.86060983875,379
"2002/2003",2003,46,46,100,234.617216184772,227
"2003/2004",2004,46,46,100,120.3912219186,242
"2004/2005",2005,46,46,100,88.117610728259,281
"2005/2006",2006,46,46,100,260.736417864773,342
"2006/2007",2007,46,46,100,538.403232674056,420
"2007/2008",2008,46,46,100,752.824500494851,260
"2008/2009",2009,46,46,100,534.73012052448,352
"2009/2010",2010,46,46,100,288.712507788558,154
"2010/2011",2011,46,46,100,646.493475869065,96
"2011/2012",2012,46,46,100,76.6356112368449,643
"2012/2013",2013,46,46,100,1158.82520613232,177
"2013/2014",2014,46,46,100,108.057554230611,367
"2014/2015",2015,46,46,100,70.1469478434447,455
"2015/2016",2016,46,46,100,124.760014986859,334
"2016/2017",2017,46,46,100,381.630069070976,124
"2017/2018",2018,46,46,100,80.4222342756912,260
"2018/2019",2019,46,46,100,677.212210592734,324
"2019/2020",2020,46,46,100,680.28671726516,67
"2020/2021",2021,46,46,100,1275.4416833737,392
"2021/2022",2022,46,46,100,716.045594553114,72
"2022/2023",2023,46,46,100,212.40169702479,295
"2023/2024",2024,46,46,100,417.208011911367,400
"2024/2025",2025,46,46,100,167.606717213625,212
"2025/2026",2026,46,46,100,676.987773689136,236
"2026/2027",2027,46,46,100,421.7136765795,157
"2027/2028",2028,46,46,100,907.895833090093,117
"2028/2029",2029,46,46,100,148.637360828259,185
"2029/2030",2030,46,46,100,434.937443150979,168
"2030/2031",2031,46,46,100,1059.65840068735,35
"2031/2032",2032,46,46,100,729.0107297707,7
"2032/2033",2033,46,46,100,324.649280625163,117
"2033/2034",2034,46,46,100,238.860096191653,246
"2034/2035",2035,46,46,100,109.501734470352,491
"2035/2036",2036,46,46,100,545.145331283784,88
"2036/2037",2037,46,46,100,232.344416238149,105
"2037/2038",2038,46,46,100,704.427140036976,359
"2038/2039",2039,46,46,100,337.923914874846,151
"2039/2040",2040,46,46,100,1970.19181633095,19
"2040/2041",2041,46,46,100,436.465558178868,409
"2041/2042",2042,46,46,100,425.372032802727,330
"2042/2043",2043,46,46,100,181.932524424396,286
"2043/2044",2044,46,46,100,1252.81886473365,116
"2044/2045",2045,46,46,100,310.970234702225,208
"2045/2046",2046,46,46,100,862.134645201266,57
"2046/2047",2047,46,46,100,363.836903898366,142
"2047/2048",2048,46,46,100,105.740094113105,355
"2048/2049",2049,46,46,100,149.418278056255,281
"2049/2050",2050,46,46,100,200.159424670128,353
"2050/2051",2051,46,46,100,1638.90291258533,0
"2051/2052",2052,46,46,100,418.584618857509,105
"2052/2053",2053,46,46,100,1239.20974263965,29
"2053/2054",2054,46,46,100,879.83244795035,28
"2054/2055",2055,46,46,100,1507.20243608521,15
"2055/2056",2056,46,46,100,478.394749097351,270
"2056/2057",2057,46,46,100,243.74475525305,303
"2057/2058",2058,46,46,100,120.916490303964,497
"2058/2059",2059,46,46,100,201.987816559005,272
"2059/2060",2060,46,46,100,315.196696982952,19
"2060/2061",2061,46,46,100,687.816561766842,170
"2061/2062",2062,46,46,100,671.361357931804,69
"2062/2063",2063,46,46,100,143.105118874431,407
"2063/2064",2064,46,46,100,535.014223266451,366
"2064/2065",2065,46,46,100,128.107005207596,311
"2065/2066",2066,46,46,100,945.031917897257,318
"2066/2067",2067,46,46,100,427.966286289418,127
"2067/2068",2068,46,46,100,602.854301051266,244
"2068/2069",2069,46,46,100,434.267205390002,316
"2069/2070",2070,46,46,100,173.179240019235,293
"2070/2071",2071,46,46,100,788.252157586219,227
"2071/2072",2072,46,46,100,398.112361192703,275
"2072/2073",2073,46,46,100,90.2108944665524,399
"2073/2074",2074,46,46,100,1070.24860461545,253
"2074/2075",2075,46,46,100,456.015112010122,187
"2075/2076",2076,46,46,100,312.815052579506,363
"2076/2077",2077,46,46,100,85.7650352427736,231
"2077/2078",2078,46,46,100,121.598717915302,188
"2078/2079",2079,46,46,100,139.272516978963,257
"2079/2080",2080,46,46,100,619.713820126024,376
"2080/2081",2081,46,46,100,412.384431549523,354
"2081/2082",2082,46,46,100,264.310362201475,622
"2082/2083",2083,46,46,100,577.898670130176,245
"2083/2084",2084,46,46,100,741.797276904806,91
"2084/2085",2085,46,46,100,556.77434974158,172
"2085/2086",2086,46,46,100,655.384672574757,318
"2086/2087",2087,46,46,100,862.555609014002,484
"2087/2088",2088,46,46,100,1213.42755830608,13
"2088/2089",2089,46,46,100,88.23550931504,249
"2089/2090",2090,46,46,100,322.308488220151,28
"2090/2091",2091,46,46,100,538.80388996395,131
"2091/2092",2092,46,46,100,590.401539264189,131
"2092/2093",2093,46,46,100,162.319839134288,175
"2093/2094",2094,46,46,100,183.051018187369,207
"2094/2095",2095,46,46,100,205.902854656626,505
"2095/2096",2096,46,46,100,1015.14825993974,218
"2096/2097",2097,46,46,100,284.703330798948,120
"2097/2098",2098,46,46,100,407.768055646971,23
"2098/2099",2099,46,46,100,88.4138773060986,164
"2099/2100",2100,46,46,100,117.224878719077,545
