"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,733.818319178652,164
"2001/2002",2002,46,46,100,78.411965934868,347
"2002/2003",2003,46,46,100,189.292530722173,245
"2003/2004",2004,46,46,100,114.556623508921,218
"2004/2005",2005,46,46,100,67.7390669415781,329
"2005/2006",2006,46,46,100,206.397222772197,321
"2006/2007",2007,46,46,100,399.376191530557,441
"2007/2008",2008,46,46,100,745.244779809003,253
"2008/2009",2009,46,46,100,471.442151182502,364
"2009/2010",2010,46,46,100,275.208277225898,138
"2010/2011",2011,46,46,100,646.966791636041,108
"2011/2012",2012,46,46,100,42.8141614479173,644
"2012/2013",2013,46,46,100,1237.55334849124,179
"2013/2014",2014,46,46,100,146.430888123403,410
"2014/2015",2015,46,46,100,44.9788792141626,469
"2015/2016",2016,46,46,100,80.2345872505248,309
"2016/2017",2017,46,46,100,325.371014991208,122
"2017/2018",2018,46,46,100,98.0732418166008,259
"2018/2019",2019,46,46,100,886.535625032862,347
"2019/2020",2020,46,46,100,724.020017645526,89
"2020/2021",2021,46,46,100,1110.48700613538,368
"2021/2022",2022,46,46,100,612.154982602944,37
"2022/2023",2023,46,46,100,145.758812447923,222
"2023/2024",2024,46,46,100,417.804340326831,454
"2024/2025",2025,46,46,100,109.537963830197,178
"2025/2026",2026,46,46,100,585.102170222861,238
"2026/2027",2027,46,46,100,525.036315751277,197
"2027/2028",2028,46,46,100,881.532819765765,134
"2028/2029",2029,46,46,100,129.303912156218,203
"2029/2030",2030,46,46,100,426.971427494122,164
"2030/2031",2031,46,46,100,997.279160754493,61
"2031/2032",2032,46,46,100,791.84443425489,19
"2032/2033",2033,46,46,100,306.730971795943,137
"2033/2034",2034,46,46,100,214.959571196945,252
"2034/2035",2035,46,46,100,64.9844375230168,450
"2035/2036",2036,46,46,100,579.932987181499,109
"2036/2037",2037,46,46,100,250.757718321474,124
"2037/2038",2038,46,46,100,640.175648183664,384
"2038/2039",2039,46,46,100,427.687435155982,172
"2039/2040",2040,46,46,100,2079.41636256398,0
"2040/2041",2041,46,46,100,478.520784927256,409
"2041/2042",2042,46,46,100,307.786387723376,318
"2042/2043",2043,46,46,100,124.058016930197,259
"2043/2044",2044,46,46,100,1069.20595023637,88
"2044/2045",2045,46,46,100,265.229144370809,259
"2045/2046",2046,46,46,100,702.953998048033,55
"2046/2047",2047,46,46,100,343.514594878652,121
"2047/2048",2048,46,46,100,170.012453522912,393
"2048/2049",2049,46,46,100,98.8905071120244,230
"2049/2050",2050,46,46,100,171.865155022562,386
"2050/2051",2051,46,46,100,1768.67388744696,0
"2051/2052",2052,46,46,100,509.018276572722,130
"2052/2053",2053,46,46,100,1118.50549317326,23
"2053/2054",2054,46,46,100,889.828103716602,0
"2054/2055",2055,46,46,100,1475.66751689167,24
"2055/2056",2056,46,46,100,684.694442159525,298
"2056/2057",2057,46,46,100,227.725997288042,282
"2057/2058",2058,46,46,100,128.299064080988,487
"2058/2059",2059,46,46,100,146.785266216524,287
"2059/2060",2060,46,46,100,298.950005281658,35
"2060/2061",2061,46,46,100,835.052014301997,166
"2061/2062",2062,46,46,100,685.083048614004,69
"2062/2063",2063,46,46,100,80.5688503735291,419
"2063/2064",2064,46,46,100,398.915881210094,342
"2064/2065",2065,46,46,100,83.2134775749291,301
"2065/2066",2066,46,46,100,740.493795593764,281
"2066/2067",2067,46,46,100,428.069621324626,120
"2067/2068",2068,46,46,100,629.584088393836,244
"2068/2069",2069,46,46,100,357.242627263535,310
"2069/2070",2070,46,46,100,203.799440602103,342
"2070/2071",2071,46,46,100,644.568444713805,240
"2071/2072",2072,46,46,100,347.817818675452,254
"2072/2073",2073,46,46,100,111.41936054267,392
"2073/2074",2074,46,46,100,954.770052672073,254
"2074/2075",2075,46,46,100,456.706121147668,194
"2075/2076",2076,46,46,100,213.5822857694,394
"2076/2077",2077,46,46,100,51.3900761200639,159
"2077/2078",2078,46,46,100,117.348947557359,193
"2078/2079",2079,46,46,100,241.807769177511,297
"2079/2080",2080,46,46,100,531.661054036493,389
"2080/2081",2081,46,46,100,304.406875006767,345
"2081/2082",2082,46,46,100,176.189836915466,634
"2082/2083",2083,46,46,100,782.341516560322,280
"2083/2084",2084,46,46,100,696.149288468558,79
"2084/2085",2085,46,46,100,473.413467605278,155
"2085/2086",2086,46,46,100,534.207217479532,297
"2086/2087",2087,46,46,100,822.470194680936,485
"2087/2088",2088,46,46,100,1152.30130681625,9
"2088/2089",2089,46,46,100,130.980559470074,318
"2089/2090",2090,46,46,100,278.04074787593,27
"2090/2091",2091,46,46,100,489.082492583897,126
"2091/2092",2092,46,46,100,580.810596008028,155
"2092/2093",2093,46,46,100,121.076459862583,185
"2093/2094",2094,46,46,100,194.181066396239,226
"2094/2095",2095,46,46,100,125.000564978051,470
"2095/2096",2096,46,46,100,1105.40246807633,223
"2096/2097",2097,46,46,100,388.272195267549,159
"2097/2098",2098,46,46,100,451.049090447428,30
"2098/2099",2099,46,46,100,97.8616276981193,189
"2099/2100",2100,46,46,100,160.513613728108,575
