"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,1098.69597394893,134
"2001/2002",2002,46,46,100,203.305571534045,308
"2002/2003",2003,46,46,100,343.27899435683,160
"2003/2004",2004,46,46,100,211.35648218339,177
"2004/2005",2005,46,46,100,145.357941246592,218
"2005/2006",2006,46,46,100,349.832189269426,245
"2006/2007",2007,46,46,100,705.71275253169,388
"2007/2008",2008,46,46,100,1022.78864397337,246
"2008/2009",2009,46,46,100,697.152811849104,293
"2009/2010",2010,46,46,100,438.811711002243,68
"2010/2011",2011,46,46,100,920.121703067423,54
"2011/2012",2012,46,46,100,116.802241580575,541
"2012/2013",2013,46,46,100,1502.83891802205,165
"2013/2014",2014,46,46,100,185.970669309143,296
"2014/2015",2015,46,46,100,103.509128448306,414
"2015/2016",2016,46,46,100,204.455537081049,272
"2016/2017",2017,46,46,100,535.719402457878,108
"2017/2018",2018,46,46,100,154.351222342113,182
"2018/2019",2019,46,46,100,960.305621490101,290
"2019/2020",2020,46,46,100,957.291546849388,40
"2020/2021",2021,46,46,100,1507.35536049688,297
"2021/2022",2022,46,46,100,964.889296698733,43
"2022/2023",2023,46,46,100,306.423709324692,207
"2023/2024",2024,46,46,100,575.037923328986,361
"2024/2025",2025,46,46,100,258.986201654727,112
"2025/2026",2026,46,46,100,896.45831618362,220
"2026/2027",2027,46,46,100,642.867649212116,118
"2027/2028",2028,46,46,100,1172.67346791027,92
"2028/2029",2029,46,46,100,245.531546653321,149
"2029/2030",2030,46,46,100,627.180393024173,108
"2030/2031",2031,46,46,100,1408.70959314238,0
"2031/2032",2032,46,46,100,1086.06269646682,0
"2032/2033",2033,46,46,100,498.795258672064,113
"2033/2034",2034,46,46,100,378.837224981689,170
"2034/2035",2035,46,46,100,164.876486534311,256
"2035/2036",2036,46,46,100,795.854370679008,83
"2036/2037",2037,46,46,100,357.773995508614,58
"2037/2038",2038,46,46,100,910.276136260451,280
"2038/2039",2039,46,46,100,516.930003628397,128
"2039/2040",2040,46,46,100,2511.49916289418,0
"2040/2041",2041,46,46,100,603.52156319737,356
"2041/2042",2042,46,46,100,573.189867942303,247
"2042/2043",2043,46,46,100,280.698613360437,192
"2043/2044",2044,46,46,100,1561.53477970776,77
"2044/2045",2045,46,46,100,441.978265881306,168
"2045/2046",2046,46,46,100,1179.57880034629,37
"2046/2047",2047,46,46,100,548.783944301307,96
"2047/2048",2048,46,46,100,195.193868432398,262
"2048/2049",2049,46,46,100,221.259398630646,177
"2049/2050",2050,46,46,100,285.557899857522,274
"2050/2051",2051,46,46,100,2132.46684303851,0
"2051/2052",2052,46,46,100,623.8277022806,65
"2052/2053",2053,46,46,100,1655.60084001851,17
"2053/2054",2054,46,46,100,1241.37179435414,0
"2054/2055",2055,46,46,100,1971.49811434178,0
"2055/2056",2056,46,46,100,729.869134263776,264
"2056/2057",2057,46,46,100,381.609728622629,251
"2057/2058",2058,46,46,100,189.998765400902,388
"2058/2059",2059,46,46,100,295.428897345264,228
"2059/2060",2060,46,46,100,507.854595024488,11
"2060/2061",2061,46,46,100,1026.92329132813,155
"2061/2062",2062,46,46,100,926.803716311231,31
"2062/2063",2063,46,46,100,226.455612692924,358
"2063/2064",2064,46,46,100,693.093945003813,294
"2064/2065",2065,46,46,100,199.297231371573,217
"2065/2066",2066,46,46,100,1222.62643312803,272
"2066/2067",2067,46,46,100,630.165918174782,92
"2067/2068",2068,46,46,100,856.234239874291,206
"2068/2069",2069,46,46,100,618.607273055066,271
"2069/2070",2070,46,46,100,279.630480865133,183
"2070/2071",2071,46,46,100,987.394753031374,166
"2071/2072",2072,46,46,100,577.339736839174,227
"2072/2073",2073,46,46,100,178.057261156267,342
"2073/2074",2074,46,46,100,1362.49256202392,199
"2074/2075",2075,46,46,100,623.291185295326,148
"2075/2076",2076,46,46,100,420.083527636307,323
"2076/2077",2077,46,46,100,160.358367673121,159
"2077/2078",2078,46,46,100,177.576675398217,115
"2078/2079",2079,46,46,100,268.64916775946,213
"2079/2080",2080,46,46,100,856.854127050843,358
"2080/2081",2081,46,46,100,596.338812503614,332
"2081/2082",2082,46,46,100,357.259763496579,560
"2082/2083",2083,46,46,100,806.709382713656,213
"2083/2084",2084,46,46,100,1036.64870731899,68
"2084/2085",2085,46,46,100,759.628564314975,139
"2085/2086",2086,46,46,100,887.073517300247,264
"2086/2087",2087,46,46,100,1134.68413331889,479
"2087/2088",2088,46,46,100,1574.50749589188,2
"2088/2089",2089,46,46,100,168.066911437782,176
"2089/2090",2090,46,46,100,475.180005591596,20
"2090/2091",2091,46,46,100,770.225755989202,74
"2091/2092",2092,46,46,100,820.954877242562,114
"2092/2093",2093,46,46,100,249.658290209423,123
"2093/2094",2094,46,46,100,296.976518060139,172
"2094/2095",2095,46,46,100,300.725565450848,451
"2095/2096",2096,46,46,100,1339.25951902638,203
"2096/2097",2097,46,46,100,442.984904153273,94
"2097/2098",2098,46,46,100,633.781814768096,19
"2098/2099",2099,46,46,100,149.076989098627,120
"2099/2100",2100,46,46,100,190.114532205334,440
