"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,762.904206740656,239
"2001/2002",2002,46,46,100,84.5984671400674,422
"2002/2003",2003,46,46,100,172.967408810021,248
"2003/2004",2004,46,46,100,75.709876412946,286
"2004/2005",2005,46,46,100,63.7798418233706,319
"2005/2006",2006,46,46,100,229.584489406365,421
"2006/2007",2007,46,46,100,440.348891477157,438
"2007/2008",2008,46,46,100,653.393614889224,265
"2008/2009",2009,46,46,100,423.471202829511,384
"2009/2010",2010,46,46,100,235.744799366083,185
"2010/2011",2011,46,46,100,526.377389351324,115
"2011/2012",2012,46,46,100,58.6761758810171,689
"2012/2013",2013,46,46,100,1018.59078424384,186
"2013/2014",2014,46,46,100,72.7433217452417,429
"2014/2015",2015,46,46,100,58.3510848456863,501
"2015/2016",2016,46,46,100,101.557907125934,386
"2016/2017",2017,46,46,100,312.881024805982,136
"2017/2018",2018,46,46,100,47.9402419642211,317
"2018/2019",2019,46,46,100,557.286698897311,337
"2019/2020",2020,46,46,100,589.623287921604,78
"2020/2021",2021,46,46,100,1211.97830573549,445
"2021/2022",2022,46,46,100,620.292274040046,77
"2022/2023",2023,46,46,100,166.632210900942,348
"2023/2024",2024,46,46,100,327.71920119883,446
"2024/2025",2025,46,46,100,123.407056484793,263
"2025/2026",2026,46,46,100,599.63749115153,251
"2026/2027",2027,46,46,100,330.321444538291,175
"2027/2028",2028,46,46,100,819.936964379973,128
"2028/2029",2029,46,46,100,103.027061196233,199
"2029/2030",2030,46,46,100,361.332752097485,217
"2030/2031",2031,46,46,100,916.96841104544,66
"2031/2032",2032,46,46,100,581.086386182171,16
"2032/2033",2033,46,46,100,262.707572064668,122
"2033/2034",2034,46,46,100,175.829722079012,300
"2034/2035",2035,46,46,100,92.4278908499837,537
"2035/2036",2036,46,46,100,433.014507379339,95
"2036/2037",2037,46,46,100,185.223152642706,134
"2037/2038",2038,46,46,100,575.098614911592,421
"2038/2039",2039,46,46,100,259.954679538932,159
"2039/2040",2040,46,46,100,1735.30440500824,18
"2040/2041",2041,46,46,100,376.573281333156,424
"2041/2042",2042,46,46,100,373.145979844645,368
"2042/2043",2043,46,46,100,152.208887565241,330
"2043/2044",2044,46,46,100,1125.6979106488,159
"2044/2045",2045,46,46,100,266.083969320389,263
"2045/2046",2046,46,46,100,717.424103416997,68
"2046/2047",2047,46,46,100,308.577302825724,163
"2047/2048",2048,46,46,100,72.6298130620271,391
"2048/2049",2049,46,46,100,110.944415030273,326
"2049/2050",2050,46,46,100,150.264322915958,389
"2050/2051",2051,46,46,100,1438.12404262446,0
"2051/2052",2052,46,46,100,345.783013042965,121
"2052/2053",2053,46,46,100,1051.83582867173,29
"2053/2054",2054,46,46,100,725.664834910829,38
"2054/2055",2055,46,46,100,1293.89056235761,28
"2055/2056",2056,46,46,100,369.52568320962,277
"2056/2057",2057,46,46,100,201.819269557716,306
"2057/2058",2058,46,46,100,96.0361959674337,513
"2058/2059",2059,46,46,100,176.26471398733,307
"2059/2060",2060,46,46,100,238.609880109027,43
"2060/2061",2061,46,46,100,519.28696603654,175
"2061/2062",2062,46,46,100,547.104291972937,79
"2062/2063",2063,46,46,100,114.943648137589,485
"2063/2064",2064,46,46,100,442.471673046617,415
"2064/2065",2065,46,46,100,102.516112563724,364
"2065/2066",2066,46,46,100,819.929699919332,326
"2066/2067",2067,46,46,100,366.663057139143,140
"2067/2068",2068,46,46,100,483.906648358534,257
"2068/2069",2069,46,46,100,326.986050255713,333
"2069/2070",2070,46,46,100,137.077505399444,358
"2070/2071",2071,46,46,100,679.798770297406,243
"2071/2072",2072,46,46,100,299.874775357544,288
"2072/2073",2073,46,46,100,46.9754790451552,409
"2073/2074",2074,46,46,100,949.60091308158,282
"2074/2075",2075,46,46,100,411.145406126685,228
"2075/2076",2076,46,46,100,271.139325588912,415
"2076/2077",2077,46,46,100,65.039853195427,283
"2077/2078",2078,46,46,100,90.419816382433,231
"2078/2079",2079,46,46,100,97.5183544946485,284
"2079/2080",2080,46,46,100,500.088959474728,389
"2080/2081",2081,46,46,100,303.035923923366,352
"2081/2082",2082,46,46,100,213.82712718501,657
"2082/2083",2083,46,46,100,479.472733638686,275
"2083/2084",2084,46,46,100,603.880951079773,107
"2084/2085",2085,46,46,100,444.240858744015,181
"2085/2086",2086,46,46,100,541.729138622788,329
"2086/2087",2087,46,46,100,718.672166592267,485
"2087/2088",2088,46,46,100,1083.3962076407,23
"2088/2089",2089,46,46,100,46.7326255858934,271
"2089/2090",2090,46,46,100,252.627852098492,30
"2090/2091",2091,46,46,100,408.912345306249,132
"2091/2092",2092,46,46,100,477.884027602209,193
"2092/2093",2093,46,46,100,128.554101763468,194
"2093/2094",2094,46,46,100,148.192515477771,235
"2094/2095",2095,46,46,100,160.026883405517,563
"2095/2096",2096,46,46,100,909.593314918864,239
"2096/2097",2097,46,46,100,221.15437963116,129
"2097/2098",2098,46,46,100,290.685411299812,23
"2098/2099",2099,46,46,100,58.3709243333433,182
"2099/2100",2100,46,46,100,79.4300660602166,576
