"SSP_Time","GCM","Year","Pheno"
"SSP1 2050","INM-CM5-0",2036,110.958333333333
"SSP1 2050","INM-CM5-0",2037,86
"SSP1 2050","INM-CM5-0",2038,97
"SSP1 2050","INM-CM5-0",2039,93.0833333333333
"SSP1 2050","INM-CM5-0",2040,105.041666666667
"SSP1 2050","INM-CM5-0",2041,102.166666666667
"SSP1 2050","INM-CM5-0",2042,87
"SSP1 2050","INM-CM5-0",2043,99.0416666666667
"SSP1 2050","INM-CM5-0",2044,112.041666666667
"SSP1 2050","INM-CM5-0",2045,95.2083333333333
"SSP1 2050","INM-CM5-0",2046,88.1666666666667
"SSP1 2050","INM-CM5-0",2047,110.166666666667
"SSP1 2050","INM-CM5-0",2048,90.5
"SSP1 2050","INM-CM5-0",2049,95.9166666666667
"SSP1 2050","INM-CM5-0",2050,106.25
"SSP1 2050","INM-CM5-0",2051,93.2083333333333
"SSP1 2050","INM-CM5-0",2052,101.208333333333
"SSP1 2050","INM-CM5-0",2053,96.375
"SSP1 2050","INM-CM5-0",2054,100.333333333333
"SSP1 2050","INM-CM5-0",2055,110.208333333333
"SSP1 2050","INM-CM5-0",2056,114.208333333333
"SSP1 2050","INM-CM5-0",2057,96.0416666666667
"SSP1 2050","INM-CM5-0",2058,95.375
"SSP1 2050","INM-CM5-0",2059,101.291666666667
"SSP1 2050","INM-CM5-0",2060,99.2083333333333
"SSP1 2050","INM-CM5-0",2061,97
"SSP1 2050","INM-CM5-0",2062,99.9166666666667
"SSP1 2050","INM-CM5-0",2063,99.125
"SSP1 2050","INM-CM5-0",2064,94.3333333333333
"SSP1 2050","INM-CM5-0",2065,119.291666666667
"SSP1 2050","INM-CM5-0",2066,114.333333333333
"SSP1 2050","INM-CM5-0",2067,110.125
"SSP1 2050","INM-CM5-0",2068,103.291666666667
"SSP1 2050","INM-CM5-0",2069,116.166666666667
"SSP1 2050","INM-CM5-0",2070,100.041666666667
"SSP1 2050","INM-CM5-0",2071,98.2083333333333
"SSP1 2050","INM-CM5-0",2072,96.5
"SSP1 2050","INM-CM5-0",2073,108.541666666667
"SSP1 2050","INM-CM5-0",2074,91.2916666666667
"SSP1 2050","INM-CM5-0",2075,92.125
"SSP1 2050","INM-CM5-0",2076,96.4166666666667
"SSP1 2050","INM-CM5-0",2077,108.291666666667
"SSP1 2050","INM-CM5-0",2078,91.25
"SSP1 2050","INM-CM5-0",2079,105
"SSP1 2050","INM-CM5-0",2080,114.333333333333
"SSP1 2050","INM-CM5-0",2081,116.291666666667
"SSP1 2050","INM-CM5-0",2082,89.3333333333333
"SSP1 2050","INM-CM5-0",2083,91.3333333333333
"SSP1 2050","INM-CM5-0",2084,110.958333333333
"SSP1 2050","INM-CM5-0",2085,92.4583333333333
"SSP1 2050","INM-CM5-0",2086,84.125
"SSP1 2050","INM-CM5-0",2087,81.0416666666667
"SSP1 2050","INM-CM5-0",2088,112.083333333333
"SSP1 2050","INM-CM5-0",2089,107.166666666667
"SSP1 2050","INM-CM5-0",2090,100.166666666667
"SSP1 2050","INM-CM5-0",2091,81.3333333333333
"SSP1 2050","INM-CM5-0",2092,93.625
"SSP1 2050","INM-CM5-0",2093,99.1666666666667
"SSP1 2050","INM-CM5-0",2094,101.25
"SSP1 2050","INM-CM5-0",2095,89.0833333333333
"SSP1 2050","INM-CM5-0",2096,106.375
"SSP1 2050","INM-CM5-0",2097,90.25
"SSP1 2050","INM-CM5-0",2098,100.291666666667
"SSP1 2050","INM-CM5-0",2099,105.25
"SSP1 2050","INM-CM5-0",2100,100.125
"SSP1 2050","IPSL-CM6A-LR",2001,NA
"SSP1 2050","IPSL-CM6A-LR",2002,101.041666666667
"SSP1 2050","IPSL-CM6A-LR",2003,105.041666666667
"SSP1 2050","IPSL-CM6A-LR",2004,110
"SSP1 2050","IPSL-CM6A-LR",2005,114.75
"SSP1 2050","IPSL-CM6A-LR",2006,105.083333333333
"SSP1 2050","IPSL-CM6A-LR",2007,103.25
"SSP1 2050","IPSL-CM6A-LR",2008,109
"SSP1 2050","IPSL-CM6A-LR",2009,104.166666666667
"SSP1 2050","IPSL-CM6A-LR",2010,105.125
"SSP1 2050","IPSL-CM6A-LR",2011,117.25
"SSP1 2050","IPSL-CM6A-LR",2012,94.7916666666667
"SSP1 2050","IPSL-CM6A-LR",2013,117.125
"SSP1 2050","IPSL-CM6A-LR",2014,92.9583333333333
"SSP1 2050","IPSL-CM6A-LR",2015,100.125
"SSP1 2050","IPSL-CM6A-LR",2016,104.416666666667
"SSP1 2050","IPSL-CM6A-LR",2017,107.333333333333
"SSP1 2050","IPSL-CM6A-LR",2018,107.75
"SSP1 2050","IPSL-CM6A-LR",2019,94.625
"SSP1 2050","IPSL-CM6A-LR",2020,119.875
"SSP1 2050","IPSL-CM6A-LR",2021,108.083333333333
"SSP1 2050","IPSL-CM6A-LR",2022,110.125
"SSP1 2050","IPSL-CM6A-LR",2023,116.291666666667
"SSP1 2050","IPSL-CM6A-LR",2024,110.916666666667
"SSP1 2050","IPSL-CM6A-LR",2025,110.125
"SSP1 2050","IPSL-CM6A-LR",2026,115.208333333333
"SSP1 2050","IPSL-CM6A-LR",2027,103.083333333333
"SSP1 2050","IPSL-CM6A-LR",2028,110.208333333333
"SSP1 2050","IPSL-CM6A-LR",2029,121.375
"SSP1 2050","IPSL-CM6A-LR",2030,103.208333333333
"SSP1 2050","IPSL-CM6A-LR",2031,107.333333333333
"SSP1 2050","IPSL-CM6A-LR",2032,107.958333333333
"SSP1 2050","IPSL-CM6A-LR",2033,104.375
"SSP1 2050","IPSL-CM6A-LR",2034,102.25
"SSP1 2050","IPSL-CM6A-LR",2035,104.416666666667
"SSP1 2050","IPSL-CM6A-LR",2036,114.125
"SSP1 2050","IPSL-CM6A-LR",2037,88.2083333333333
"SSP1 2050","IPSL-CM6A-LR",2038,102.291666666667
"SSP1 2050","IPSL-CM6A-LR",2039,94.25
"SSP1 2050","IPSL-CM6A-LR",2040,109.375
"SSP1 2050","IPSL-CM6A-LR",2041,104.208333333333
"SSP1 2050","IPSL-CM6A-LR",2042,98.125
"SSP1 2050","IPSL-CM6A-LR",2043,100.333333333333
"SSP1 2050","IPSL-CM6A-LR",2044,112.375
"SSP1 2050","IPSL-CM6A-LR",2045,100.208333333333
"SSP1 2050","IPSL-CM6A-LR",2046,92.125
"SSP1 2050","IPSL-CM6A-LR",2047,112.291666666667
"SSP1 2050","IPSL-CM6A-LR",2048,91.375
"SSP1 2050","IPSL-CM6A-LR",2049,98.7083333333333
"SSP1 2050","IPSL-CM6A-LR",2050,109.208333333333
"SSP1 2050","IPSL-CM6A-LR",2051,97.3333333333333
"SSP1 2050","IPSL-CM6A-LR",2052,104.041666666667
"SSP1 2050","IPSL-CM6A-LR",2053,99.25
"SSP1 2050","IPSL-CM6A-LR",2054,103.166666666667
"SSP1 2050","IPSL-CM6A-LR",2055,111.125
"SSP1 2050","IPSL-CM6A-LR",2056,116
"SSP1 2050","IPSL-CM6A-LR",2057,103.125
"SSP1 2050","IPSL-CM6A-LR",2058,104.166666666667
"SSP1 2050","IPSL-CM6A-LR",2059,106.041666666667
"SSP1 2050","IPSL-CM6A-LR",2060,107.25
"SSP1 2050","IPSL-CM6A-LR",2061,98.0833333333333
"SSP1 2050","IPSL-CM6A-LR",2062,102.041666666667
"SSP1 2050","IPSL-CM6A-LR",2063,110.875
"SSP1 2050","IPSL-CM6A-LR",2064,98
"SSP1 2050","IPSL-CM6A-LR",2065,119.125
"SSP1 2050","IPSL-CM6A-LR",2066,120.916666666667
"SSP1 2050","IPSL-CM6A-LR",2067,111.041666666667
"SSP1 2050","IPSL-CM6A-LR",2068,112.166666666667
"SSP1 2050","IPSL-CM6A-LR",2069,118
"SSP1 2050","IPSL-CM6A-LR",2070,99.2083333333333
"SSP1 2050","IPSL-CM6A-LR",2071,100.25
"SSP1 2050","IPSL-CM6A-LR",2072,97.6666666666667
"SSP1 2050","IPSL-CM6A-LR",2073,109.375
"SSP1 2050","IPSL-CM6A-LR",2074,101.041666666667
"SSP1 2050","IPSL-CM6A-LR",2075,95.25
"SSP1 2050","IPSL-CM6A-LR",2076,101.375
"SSP1 2050","IPSL-CM6A-LR",2077,111.125
"SSP1 2050","IPSL-CM6A-LR",2078,95.2083333333333
"SSP1 2050","IPSL-CM6A-LR",2079,104.208333333333
"SSP1 2050","IPSL-CM6A-LR",2080,114.166666666667
"SSP1 2050","IPSL-CM6A-LR",2081,115.541666666667
"SSP1 2050","IPSL-CM6A-LR",2082,100.041666666667
"SSP1 2050","IPSL-CM6A-LR",2083,93.125
"SSP1 2050","IPSL-CM6A-LR",2084,112.125
"SSP1 2050","IPSL-CM6A-LR",2085,94.125
"SSP1 2050","IPSL-CM6A-LR",2086,86.9583333333333
"SSP1 2050","IPSL-CM6A-LR",2087,84.2916666666667
"SSP1 2050","IPSL-CM6A-LR",2088,113
"SSP1 2050","IPSL-CM6A-LR",2089,110.25
"SSP1 2050","IPSL-CM6A-LR",2090,104.041666666667
"SSP1 2050","IPSL-CM6A-LR",2091,82.0833333333333
"SSP1 2050","IPSL-CM6A-LR",2092,96.0833333333333
"SSP1 2050","IPSL-CM6A-LR",2093,100.416666666667
"SSP1 2050","IPSL-CM6A-LR",2094,106.208333333333
"SSP1 2050","IPSL-CM6A-LR",2095,91.375
"SSP1 2050","IPSL-CM6A-LR",2096,107.583333333333
"SSP1 2050","IPSL-CM6A-LR",2097,92.4583333333333
"SSP1 2050","IPSL-CM6A-LR",2098,106.166666666667
"SSP1 2050","IPSL-CM6A-LR",2099,106.833333333333
"SSP1 2050","IPSL-CM6A-LR",2100,104.125
"SSP1 2050","MIROC6",2001,NA
"SSP1 2050","MIROC6",2002,89.2916666666667
"SSP1 2050","MIROC6",2003,99.9583333333333
"SSP1 2050","MIROC6",2004,105.208333333333
"SSP1 2050","MIROC6",2005,111.833333333333
"SSP1 2050","MIROC6",2006,101.083333333333
"SSP1 2050","MIROC6",2007,98.1666666666667
"SSP1 2050","MIROC6",2008,99.2916666666667
"SSP1 2050","MIROC6",2009,91.4583333333333
"SSP1 2050","MIROC6",2010,94.0833333333333
"SSP1 2050","MIROC6",2011,111.125
"SSP1 2050","MIROC6",2012,91
"SSP1 2050","MIROC6",2013,110
"SSP1 2050","MIROC6",2014,90.2083333333333
"SSP1 2050","MIROC6",2015,100.25
"SSP1 2050","MIROC6",2016,95.2916666666667
"SSP1 2050","MIROC6",2017,97.9583333333333
"SSP1 2050","MIROC6",2018,104.416666666667
"SSP1 2050","MIROC6",2019,91.1666666666667
"SSP1 2050","MIROC6",2020,115.125
"SSP1 2050","MIROC6",2021,96.2916666666667
"SSP1 2050","MIROC6",2022,99.1666666666667
"SSP1 2050","MIROC6",2023,112.208333333333
"SSP1 2050","MIROC6",2024,108.125
"SSP1 2050","MIROC6",2025,104.083333333333
"SSP1 2050","MIROC6",2026,111.916666666667
"SSP1 2050","MIROC6",2027,101.958333333333
"SSP1 2050","MIROC6",2028,108.458333333333
"SSP1 2050","MIROC6",2029,115.333333333333
"SSP1 2050","MIROC6",2030,97.9583333333333
"SSP1 2050","MIROC6",2031,96.2916666666667
"SSP1 2050","MIROC6",2032,105
"SSP1 2050","MIROC6",2033,94.9583333333333
"SSP1 2050","MIROC6",2034,96.2916666666667
"SSP1 2050","MIROC6",2035,101.375
"SSP1 2050","MIROC6",2036,107.333333333333
"SSP1 2050","MIROC6",2037,84.8333333333333
"SSP1 2050","MIROC6",2038,93.2083333333333
"SSP1 2050","MIROC6",2039,91.9166666666667
"SSP1 2050","MIROC6",2040,101.958333333333
"SSP1 2050","MIROC6",2041,100.666666666667
"SSP1 2050","MIROC6",2042,84.9583333333333
"SSP1 2050","MIROC6",2043,96.5
"SSP1 2050","MIROC6",2044,110.5
"SSP1 2050","MIROC6",2045,93.0833333333333
"SSP1 2050","MIROC6",2046,84.3333333333333
"SSP1 2050","MIROC6",2047,107.333333333333
"SSP1 2050","MIROC6",2048,88.5
"SSP1 2050","MIROC6",2049,93.4166666666667
"SSP1 2050","MIROC6",2050,103.958333333333
"SSP1 2050","MIROC6",2051,89.0416666666667
"SSP1 2050","MIROC6",2052,99.0833333333333
"SSP1 2050","MIROC6",2053,93.2083333333333
"SSP1 2050","MIROC6",2054,98.3333333333333
"SSP1 2050","MIROC6",2055,108.25
"SSP1 2050","MIROC6",2056,109.958333333333
"SSP1 2050","MIROC6",2057,93.2916666666667
"SSP1 2050","MIROC6",2058,93.2916666666667
"SSP1 2050","MIROC6",2059,99.2916666666667
"SSP1 2050","MIROC6",2060,93.2083333333333
"SSP1 2050","MIROC6",2061,95.125
"SSP1 2050","MIROC6",2062,96
"SSP1 2050","MIROC6",2063,95
"SSP1 2050","MIROC6",2064,92.9583333333333
"SSP1 2050","MIROC6",2065,117.875
"SSP1 2050","MIROC6",2066,108.25
"SSP1 2050","MIROC6",2067,108.083333333333
"SSP1 2050","MIROC6",2068,101.083333333333
"SSP1 2050","MIROC6",2069,112.333333333333
"SSP1 2050","MIROC6",2070,98.9583333333333
"SSP1 2050","MIROC6",2071,96.0416666666667
"SSP1 2050","MIROC6",2072,95.1666666666667
"SSP1 2050","MIROC6",2073,107.291666666667
"SSP1 2050","MIROC6",2074,88.375
"SSP1 2050","MIROC6",2075,87.0833333333333
"SSP1 2050","MIROC6",2076,93.125
"SSP1 2050","MIROC6",2077,105.25
"SSP1 2050","MIROC6",2078,89.5833333333333
"SSP1 2050","MIROC6",2079,103.375
"SSP1 2050","MIROC6",2080,110.041666666667
"SSP1 2050","MIROC6",2081,115.166666666667
"SSP1 2050","MIROC6",2082,84.1666666666667
"SSP1 2050","MIROC6",2083,89.875
"SSP1 2050","MIROC6",2084,108.166666666667
"SSP1 2050","MIROC6",2085,91.0416666666667
"SSP1 2050","MIROC6",2086,82.2916666666667
"SSP1 2050","MIROC6",2087,80.1666666666667
"SSP1 2050","MIROC6",2088,110.041666666667
"SSP1 2050","MIROC6",2089,102.333333333333
"SSP1 2050","MIROC6",2090,93
"SSP1 2050","MIROC6",2091,81
"SSP1 2050","MIROC6",2092,91.125
"SSP1 2050","MIROC6",2093,97.25
"SSP1 2050","MIROC6",2094,99.0416666666667
"SSP1 2050","MIROC6",2095,87.4166666666667
"SSP1 2050","MIROC6",2096,104.958333333333
"SSP1 2050","MIROC6",2097,88.0833333333333
"SSP1 2050","MIROC6",2098,96.25
"SSP1 2050","MIROC6",2099,102.083333333333
"SSP1 2050","MIROC6",2100,96.2083333333333
"SSP1 2050","MPI-ESM1-2-LR",2001,NA
"SSP1 2050","MPI-ESM1-2-LR",2002,100.416666666667
"SSP1 2050","MPI-ESM1-2-LR",2003,105.416666666667
"SSP1 2050","MPI-ESM1-2-LR",2004,110.458333333333
"SSP1 2050","MPI-ESM1-2-LR",2005,114.791666666667
"SSP1 2050","MPI-ESM1-2-LR",2006,104.083333333333
"SSP1 2050","MPI-ESM1-2-LR",2007,108.125
"SSP1 2050","MPI-ESM1-2-LR",2008,109.291666666667
"SSP1 2050","MPI-ESM1-2-LR",2009,98.2916666666667
"SSP1 2050","MPI-ESM1-2-LR",2010,106.041666666667
"SSP1 2050","MPI-ESM1-2-LR",2011,118.333333333333
"SSP1 2050","MPI-ESM1-2-LR",2012,93.9166666666667
"SSP1 2050","MPI-ESM1-2-LR",2013,117.333333333333
"SSP1 2050","MPI-ESM1-2-LR",2014,93.3333333333333
"SSP1 2050","MPI-ESM1-2-LR",2015,101.875
"SSP1 2050","MPI-ESM1-2-LR",2016,103.375
"SSP1 2050","MPI-ESM1-2-LR",2017,107.416666666667
"SSP1 2050","MPI-ESM1-2-LR",2018,107.041666666667
"SSP1 2050","MPI-ESM1-2-LR",2019,94.4166666666667
"SSP1 2050","MPI-ESM1-2-LR",2020,120.166666666667
"SSP1 2050","MPI-ESM1-2-LR",2021,104.208333333333
"SSP1 2050","MPI-ESM1-2-LR",2022,112.958333333333
"SSP1 2050","MPI-ESM1-2-LR",2023,117.5
"SSP1 2050","MPI-ESM1-2-LR",2024,111.25
"SSP1 2050","MPI-ESM1-2-LR",2025,110.25
"SSP1 2050","MPI-ESM1-2-LR",2026,116
"SSP1 2050","MPI-ESM1-2-LR",2027,103.5
"SSP1 2050","MPI-ESM1-2-LR",2028,111.333333333333
"SSP1 2050","MPI-ESM1-2-LR",2029,125.25
"SSP1 2050","MPI-ESM1-2-LR",2030,104
"SSP1 2050","MPI-ESM1-2-LR",2031,106.291666666667
"SSP1 2050","MPI-ESM1-2-LR",2032,108.958333333333
"SSP1 2050","MPI-ESM1-2-LR",2033,107.041666666667
"SSP1 2050","MPI-ESM1-2-LR",2034,103.25
"SSP1 2050","MPI-ESM1-2-LR",2035,104.458333333333
"SSP1 2050","MPI-ESM1-2-LR",2036,113.416666666667
"SSP1 2050","MPI-ESM1-2-LR",2037,87.2916666666667
"SSP1 2050","MPI-ESM1-2-LR",2038,104.083333333333
"SSP1 2050","MPI-ESM1-2-LR",2039,94.4583333333333
"SSP1 2050","MPI-ESM1-2-LR",2040,109.083333333333
"SSP1 2050","MPI-ESM1-2-LR",2041,103.541666666667
"SSP1 2050","MPI-ESM1-2-LR",2042,90.25
"SSP1 2050","MPI-ESM1-2-LR",2043,100.958333333333
"SSP1 2050","MPI-ESM1-2-LR",2044,115.083333333333
"SSP1 2050","MPI-ESM1-2-LR",2045,101.083333333333
"SSP1 2050","MPI-ESM1-2-LR",2046,92.1666666666667
"SSP1 2050","MPI-ESM1-2-LR",2047,113.125
"SSP1 2050","MPI-ESM1-2-LR",2048,92.3333333333333
"SSP1 2050","MPI-ESM1-2-LR",2049,97.9583333333333
"SSP1 2050","MPI-ESM1-2-LR",2050,110.333333333333
"SSP1 2050","MPI-ESM1-2-LR",2051,97.25
"SSP1 2050","MPI-ESM1-2-LR",2052,103.333333333333
"SSP1 2050","MPI-ESM1-2-LR",2053,99.1666666666667
"SSP1 2050","MPI-ESM1-2-LR",2054,102.208333333333
"SSP1 2050","MPI-ESM1-2-LR",2055,112.041666666667
"SSP1 2050","MPI-ESM1-2-LR",2056,118.25
"SSP1 2050","MPI-ESM1-2-LR",2057,101.291666666667
"SSP1 2050","MPI-ESM1-2-LR",2058,112.208333333333
"SSP1 2050","MPI-ESM1-2-LR",2059,104.208333333333
"SSP1 2050","MPI-ESM1-2-LR",2060,107.333333333333
"SSP1 2050","MPI-ESM1-2-LR",2061,98.3333333333333
"SSP1 2050","MPI-ESM1-2-LR",2062,103.25
"SSP1 2050","MPI-ESM1-2-LR",2063,110.166666666667
"SSP1 2050","MPI-ESM1-2-LR",2064,97.1666666666667
"SSP1 2050","MPI-ESM1-2-LR",2065,122.208333333333
"SSP1 2050","MPI-ESM1-2-LR",2066,119.166666666667
"SSP1 2050","MPI-ESM1-2-LR",2067,111.875
"SSP1 2050","MPI-ESM1-2-LR",2068,116.125
"SSP1 2050","MPI-ESM1-2-LR",2069,118.666666666667
"SSP1 2050","MPI-ESM1-2-LR",2070,101.208333333333
"SSP1 2050","MPI-ESM1-2-LR",2071,101.083333333333
"SSP1 2050","MPI-ESM1-2-LR",2072,98.2916666666667
"SSP1 2050","MPI-ESM1-2-LR",2073,109.625
"SSP1 2050","MPI-ESM1-2-LR",2074,95.125
"SSP1 2050","MPI-ESM1-2-LR",2075,104.291666666667
"SSP1 2050","MPI-ESM1-2-LR",2076,99.0416666666667
"SSP1 2050","MPI-ESM1-2-LR",2077,111.041666666667
"SSP1 2050","MPI-ESM1-2-LR",2078,92.9166666666667
"SSP1 2050","MPI-ESM1-2-LR",2079,106.083333333333
"SSP1 2050","MPI-ESM1-2-LR",2080,118.166666666667
"SSP1 2050","MPI-ESM1-2-LR",2081,117.291666666667
"SSP1 2050","MPI-ESM1-2-LR",2082,99.2083333333333
"SSP1 2050","MPI-ESM1-2-LR",2083,93.125
"SSP1 2050","MPI-ESM1-2-LR",2084,113
"SSP1 2050","MPI-ESM1-2-LR",2085,93.875
"SSP1 2050","MPI-ESM1-2-LR",2086,85.375
"SSP1 2050","MPI-ESM1-2-LR",2087,84.0833333333333
"SSP1 2050","MPI-ESM1-2-LR",2088,114
"SSP1 2050","MPI-ESM1-2-LR",2089,111.041666666667
"SSP1 2050","MPI-ESM1-2-LR",2090,103.291666666667
"SSP1 2050","MPI-ESM1-2-LR",2091,83.25
"SSP1 2050","MPI-ESM1-2-LR",2092,97.125
"SSP1 2050","MPI-ESM1-2-LR",2093,101.25
"SSP1 2050","MPI-ESM1-2-LR",2094,106.291666666667
"SSP1 2050","MPI-ESM1-2-LR",2095,90.2083333333333
"SSP1 2050","MPI-ESM1-2-LR",2096,108
"SSP1 2050","MPI-ESM1-2-LR",2097,91.9583333333333
"SSP1 2050","MPI-ESM1-2-LR",2098,106.041666666667
"SSP1 2050","MPI-ESM1-2-LR",2099,111.25
"SSP1 2050","MPI-ESM1-2-LR",2100,105.125
"SSP1 2050","MRI-ESM2-0",2001,NA
"SSP1 2050","MRI-ESM2-0",2002,102.375
"SSP1 2050","MRI-ESM2-0",2003,107.416666666667
"SSP1 2050","MRI-ESM2-0",2004,111.875
"SSP1 2050","MRI-ESM2-0",2005,115.833333333333
"SSP1 2050","MRI-ESM2-0",2006,107.333333333333
"SSP1 2050","MRI-ESM2-0",2007,111.166666666667
"SSP1 2050","MRI-ESM2-0",2008,111.958333333333
"SSP1 2050","MRI-ESM2-0",2009,108.125
"SSP1 2050","MRI-ESM2-0",2010,108.666666666667
"SSP1 2050","MRI-ESM2-0",2011,119.041666666667
"SSP1 2050","MRI-ESM2-0",2012,97.0416666666667
"SSP1 2050","MRI-ESM2-0",2013,120.041666666667
"SSP1 2050","MRI-ESM2-0",2014,97.3333333333333
"SSP1 2050","MRI-ESM2-0",2015,105.916666666667
"SSP1 2050","MRI-ESM2-0",2016,107.291666666667
"SSP1 2050","MRI-ESM2-0",2017,110
"SSP1 2050","MRI-ESM2-0",2018,109.041666666667
"SSP1 2050","MRI-ESM2-0",2019,97
"SSP1 2050","MRI-ESM2-0",2020,120.916666666667
"SSP1 2050","MRI-ESM2-0",2021,109.208333333333
"SSP1 2050","MRI-ESM2-0",2022,117.916666666667
"SSP1 2050","MRI-ESM2-0",2023,119.416666666667
"SSP1 2050","MRI-ESM2-0",2024,112.958333333333
"SSP1 2050","MRI-ESM2-0",2025,112
"SSP1 2050","MRI-ESM2-0",2026,116.916666666667
"SSP1 2050","MRI-ESM2-0",2027,106
"SSP1 2050","MRI-ESM2-0",2028,112.291666666667
"SSP1 2050","MRI-ESM2-0",2029,125.291666666667
"SSP1 2050","MRI-ESM2-0",2030,105.916666666667
"SSP1 2050","MRI-ESM2-0",2031,108.375
"SSP1 2050","MRI-ESM2-0",2032,111.958333333333
"SSP1 2050","MRI-ESM2-0",2033,110
"SSP1 2050","MRI-ESM2-0",2034,109.166666666667
"SSP1 2050","MRI-ESM2-0",2035,106.583333333333
"SSP1 2050","MRI-ESM2-0",2036,115.916666666667
"SSP1 2050","MRI-ESM2-0",2037,91.1666666666667
"SSP1 2050","MRI-ESM2-0",2038,107.041666666667
"SSP1 2050","MRI-ESM2-0",2039,97.875
"SSP1 2050","MRI-ESM2-0",2040,111.083333333333
"SSP1 2050","MRI-ESM2-0",2041,105.208333333333
"SSP1 2050","MRI-ESM2-0",2042,102.166666666667
"SSP1 2050","MRI-ESM2-0",2043,113.916666666667
"SSP1 2050","MRI-ESM2-0",2044,116.208333333333
"SSP1 2050","MRI-ESM2-0",2045,107.25
"SSP1 2050","MRI-ESM2-0",2046,96.2916666666667
"SSP1 2050","MRI-ESM2-0",2047,115.875
"SSP1 2050","MRI-ESM2-0",2048,98.4166666666667
"SSP1 2050","MRI-ESM2-0",2049,99.4166666666667
"SSP1 2050","MRI-ESM2-0",2050,112.041666666667
"SSP1 2050","MRI-ESM2-0",2051,100.416666666667
"SSP1 2050","MRI-ESM2-0",2052,105.958333333333
"SSP1 2050","MRI-ESM2-0",2053,105
"SSP1 2050","MRI-ESM2-0",2054,104.166666666667
"SSP1 2050","MRI-ESM2-0",2055,113.125
"SSP1 2050","MRI-ESM2-0",2056,120.375
"SSP1 2050","MRI-ESM2-0",2057,106.291666666667
"SSP1 2050","MRI-ESM2-0",2058,115.333333333333
"SSP1 2050","MRI-ESM2-0",2059,106.416666666667
"SSP1 2050","MRI-ESM2-0",2060,113.166666666667
"SSP1 2050","MRI-ESM2-0",2061,101.041666666667
"SSP1 2050","MRI-ESM2-0",2062,106
"SSP1 2050","MRI-ESM2-0",2063,112.916666666667
"SSP1 2050","MRI-ESM2-0",2064,99.5416666666667
"SSP1 2050","MRI-ESM2-0",2065,123.25
"SSP1 2050","MRI-ESM2-0",2066,121.166666666667
"SSP1 2050","MRI-ESM2-0",2067,112.541666666667
"SSP1 2050","MRI-ESM2-0",2068,118
"SSP1 2050","MRI-ESM2-0",2069,119.541666666667
"SSP1 2050","MRI-ESM2-0",2070,103.458333333333
"SSP1 2050","MRI-ESM2-0",2071,105.333333333333
"SSP1 2050","MRI-ESM2-0",2072,99.75
"SSP1 2050","MRI-ESM2-0",2073,110.5
"SSP1 2050","MRI-ESM2-0",2074,103.041666666667
"SSP1 2050","MRI-ESM2-0",2075,115.666666666667
"SSP1 2050","MRI-ESM2-0",2076,104.166666666667
"SSP1 2050","MRI-ESM2-0",2077,112.333333333333
"SSP1 2050","MRI-ESM2-0",2078,96.125
"SSP1 2050","MRI-ESM2-0",2079,107.875
"SSP1 2050","MRI-ESM2-0",2080,119.25
"SSP1 2050","MRI-ESM2-0",2081,118
"SSP1 2050","MRI-ESM2-0",2082,107.041666666667
"SSP1 2050","MRI-ESM2-0",2083,96.3333333333333
"SSP1 2050","MRI-ESM2-0",2084,115.166666666667
"SSP1 2050","MRI-ESM2-0",2085,99.0416666666667
"SSP1 2050","MRI-ESM2-0",2086,91.125
"SSP1 2050","MRI-ESM2-0",2087,96.125
"SSP1 2050","MRI-ESM2-0",2088,116.25
"SSP1 2050","MRI-ESM2-0",2089,112.541666666667
"SSP1 2050","MRI-ESM2-0",2090,106.375
"SSP1 2050","MRI-ESM2-0",2091,88.125
"SSP1 2050","MRI-ESM2-0",2092,109.166666666667
"SSP1 2050","MRI-ESM2-0",2093,104
"SSP1 2050","MRI-ESM2-0",2094,111.25
"SSP1 2050","MRI-ESM2-0",2095,93.2916666666667
"SSP1 2050","MRI-ESM2-0",2096,109.166666666667
"SSP1 2050","MRI-ESM2-0",2097,94.4166666666667
"SSP1 2050","MRI-ESM2-0",2098,108.458333333333
"SSP1 2050","MRI-ESM2-0",2099,115.125
"SSP1 2050","MRI-ESM2-0",2100,107.875
"SSP1 2050","NESM3",2001,NA
"SSP1 2050","NESM3",2002,99.5
"SSP1 2050","NESM3",2003,104
"SSP1 2050","NESM3",2004,108.166666666667
"SSP1 2050","NESM3",2005,113.125
"SSP1 2050","NESM3",2006,103.166666666667
"SSP1 2050","NESM3",2007,107
"SSP1 2050","NESM3",2008,108.333333333333
"SSP1 2050","NESM3",2009,96.1666666666667
"SSP1 2050","NESM3",2010,104.083333333333
"SSP1 2050","NESM3",2011,114.291666666667
"SSP1 2050","NESM3",2012,92.9166666666667
"SSP1 2050","NESM3",2013,114.916666666667
"SSP1 2050","NESM3",2014,93.0833333333333
"SSP1 2050","NESM3",2015,101.791666666667
"SSP1 2050","NESM3",2016,102.041666666667
"SSP1 2050","NESM3",2017,104.208333333333
"SSP1 2050","NESM3",2018,107.375
"SSP1 2050","NESM3",2019,95.0416666666667
"SSP1 2050","NESM3",2020,118.458333333333
"SSP1 2050","NESM3",2021,100.25
"SSP1 2050","NESM3",2022,112.083333333333
"SSP1 2050","NESM3",2023,115.333333333333
"SSP1 2050","NESM3",2024,109.541666666667
"SSP1 2050","NESM3",2025,106.125
"SSP1 2050","NESM3",2026,113.333333333333
