"SSP_Time","GCM","Year","Frost"
"SSP2 2085","MPI-ESM1-2-LR",2096,0
"SSP2 2085","MPI-ESM1-2-LR",2097,7
"SSP2 2085","MPI-ESM1-2-LR",2098,1
"SSP2 2085","MPI-ESM1-2-LR",2099,0
"SSP2 2085","MPI-ESM1-2-LR",2100,0
"SSP2 2085","MRI-ESM2-0",2002,2
"SSP2 2085","MRI-ESM2-0",2003,0
"SSP2 2085","MRI-ESM2-0",2004,4
"SSP2 2085","MRI-ESM2-0",2005,0
"SSP2 2085","MRI-ESM2-0",2006,7
"SSP2 2085","MRI-ESM2-0",2007,15
"SSP2 2085","MRI-ESM2-0",2008,26
"SSP2 2085","MRI-ESM2-0",2009,3
"SSP2 2085","MRI-ESM2-0",2010,24
"SSP2 2085","MRI-ESM2-0",2011,5
"SSP2 2085","MRI-ESM2-0",2012,0
"SSP2 2085","MRI-ESM2-0",2013,0
"SSP2 2085","MRI-ESM2-0",2014,0
"SSP2 2085","MRI-ESM2-0",2015,0
"SSP2 2085","MRI-ESM2-0",2016,3
"SSP2 2085","MRI-ESM2-0",2017,24
"SSP2 2085","MRI-ESM2-0",2018,0
"SSP2 2085","MRI-ESM2-0",2019,8
"SSP2 2085","MRI-ESM2-0",2020,0
"SSP2 2085","MRI-ESM2-0",2021,25
"SSP2 2085","MRI-ESM2-0",2022,14
"SSP2 2085","MRI-ESM2-0",2023,0
"SSP2 2085","MRI-ESM2-0",2024,1
"SSP2 2085","MRI-ESM2-0",2025,3
"SSP2 2085","MRI-ESM2-0",2026,1
"SSP2 2085","MRI-ESM2-0",2027,0
"SSP2 2085","MRI-ESM2-0",2028,0
"SSP2 2085","MRI-ESM2-0",2029,9
"SSP2 2085","MRI-ESM2-0",2030,8
"SSP2 2085","MRI-ESM2-0",2031,31
"SSP2 2085","MRI-ESM2-0",2032,0
"SSP2 2085","MRI-ESM2-0",2033,13
"SSP2 2085","MRI-ESM2-0",2034,9
"SSP2 2085","MRI-ESM2-0",2035,0
"SSP2 2085","MRI-ESM2-0",2036,9
"SSP2 2085","MRI-ESM2-0",2037,0
"SSP2 2085","MRI-ESM2-0",2038,0
"SSP2 2085","MRI-ESM2-0",2039,2
"SSP2 2085","MRI-ESM2-0",2040,8
"SSP2 2085","MRI-ESM2-0",2041,0
"SSP2 2085","MRI-ESM2-0",2042,7
"SSP2 2085","MRI-ESM2-0",2043,3
"SSP2 2085","MRI-ESM2-0",2044,7
"SSP2 2085","MRI-ESM2-0",2045,18
"SSP2 2085","MRI-ESM2-0",2046,4
"SSP2 2085","MRI-ESM2-0",2047,0
"SSP2 2085","MRI-ESM2-0",2048,8
"SSP2 2085","MRI-ESM2-0",2049,0
"SSP2 2085","MRI-ESM2-0",2050,0
"SSP2 2085","MRI-ESM2-0",2051,10
"SSP2 2085","MRI-ESM2-0",2052,0
"SSP2 2085","MRI-ESM2-0",2053,10
"SSP2 2085","MRI-ESM2-0",2054,5
"SSP2 2085","MRI-ESM2-0",2055,0
"SSP2 2085","MRI-ESM2-0",2056,5
"SSP2 2085","MRI-ESM2-0",2057,16
"SSP2 2085","MRI-ESM2-0",2058,37
"SSP2 2085","MRI-ESM2-0",2059,10
"SSP2 2085","MRI-ESM2-0",2060,7
"SSP2 2085","MRI-ESM2-0",2061,0
"SSP2 2085","MRI-ESM2-0",2062,0
"SSP2 2085","MRI-ESM2-0",2063,22
"SSP2 2085","MRI-ESM2-0",2064,0
"SSP2 2085","MRI-ESM2-0",2065,0
"SSP2 2085","MRI-ESM2-0",2066,18
"SSP2 2085","MRI-ESM2-0",2067,0
"SSP2 2085","MRI-ESM2-0",2068,50
"SSP2 2085","MRI-ESM2-0",2069,0
"SSP2 2085","MRI-ESM2-0",2070,0
"SSP2 2085","MRI-ESM2-0",2071,4
"SSP2 2085","MRI-ESM2-0",2072,0
"SSP2 2085","MRI-ESM2-0",2073,0
"SSP2 2085","MRI-ESM2-0",2074,28
"SSP2 2085","MRI-ESM2-0",2075,35
"SSP2 2085","MRI-ESM2-0",2076,0
"SSP2 2085","MRI-ESM2-0",2077,0
"SSP2 2085","MRI-ESM2-0",2078,0
"SSP2 2085","MRI-ESM2-0",2079,0
"SSP2 2085","MRI-ESM2-0",2080,9
"SSP2 2085","MRI-ESM2-0",2081,0
"SSP2 2085","MRI-ESM2-0",2082,2
"SSP2 2085","MRI-ESM2-0",2083,0
"SSP2 2085","MRI-ESM2-0",2084,0
"SSP2 2085","MRI-ESM2-0",2085,5
"SSP2 2085","MRI-ESM2-0",2086,14
"SSP2 2085","MRI-ESM2-0",2087,0
"SSP2 2085","MRI-ESM2-0",2088,2
"SSP2 2085","MRI-ESM2-0",2089,0
"SSP2 2085","MRI-ESM2-0",2090,13
"SSP2 2085","MRI-ESM2-0",2091,0
"SSP2 2085","MRI-ESM2-0",2092,2
"SSP2 2085","MRI-ESM2-0",2093,0
"SSP2 2085","MRI-ESM2-0",2094,9
"SSP2 2085","MRI-ESM2-0",2095,0
"SSP2 2085","MRI-ESM2-0",2096,0
"SSP2 2085","MRI-ESM2-0",2097,12
"SSP2 2085","MRI-ESM2-0",2098,2
"SSP2 2085","MRI-ESM2-0",2099,5
"SSP2 2085","MRI-ESM2-0",2100,0
"SSP2 2085","NESM3",2002,0
"SSP2 2085","NESM3",2003,0
"SSP2 2085","NESM3",2004,0
"SSP2 2085","NESM3",2005,0
"SSP2 2085","NESM3",2006,15
"SSP2 2085","NESM3",2007,1
"SSP2 2085","NESM3",2008,7
"SSP2 2085","NESM3",2009,0
"SSP2 2085","NESM3",2010,6
"SSP2 2085","NESM3",2011,4
"SSP2 2085","NESM3",2012,0
"SSP2 2085","NESM3",2013,0
"SSP2 2085","NESM3",2014,0
"SSP2 2085","NESM3",2015,0
"SSP2 2085","NESM3",2016,0
"SSP2 2085","NESM3",2017,5
"SSP2 2085","NESM3",2018,0
"SSP2 2085","NESM3",2019,0
"SSP2 2085","NESM3",2020,0
"SSP2 2085","NESM3",2021,23
"SSP2 2085","NESM3",2022,0
"SSP2 2085","NESM3",2023,0
"SSP2 2085","NESM3",2024,2
"SSP2 2085","NESM3",2025,0
"SSP2 2085","NESM3",2026,0
"SSP2 2085","NESM3",2027,0
"SSP2 2085","NESM3",2028,0
"SSP2 2085","NESM3",2029,2
"SSP2 2085","NESM3",2030,2
"SSP2 2085","NESM3",2031,16
"SSP2 2085","NESM3",2032,0
"SSP2 2085","NESM3",2033,6
"SSP2 2085","NESM3",2034,0
"SSP2 2085","NESM3",2035,0
"SSP2 2085","NESM3",2036,0
"SSP2 2085","NESM3",2037,0
"SSP2 2085","NESM3",2038,0
"SSP2 2085","NESM3",2039,0
"SSP2 2085","NESM3",2040,0
"SSP2 2085","NESM3",2041,0
"SSP2 2085","NESM3",2042,5
"SSP2 2085","NESM3",2043,0
"SSP2 2085","NESM3",2044,3
"SSP2 2085","NESM3",2045,9
"SSP2 2085","NESM3",2046,0
"SSP2 2085","NESM3",2047,0
"SSP2 2085","NESM3",2048,6
"SSP2 2085","NESM3",2049,0
"SSP2 2085","NESM3",2050,0
"SSP2 2085","NESM3",2051,8
"SSP2 2085","NESM3",2052,0
"SSP2 2085","NESM3",2053,5
"SSP2 2085","NESM3",2054,1
"SSP2 2085","NESM3",2055,0
"SSP2 2085","NESM3",2056,0
"SSP2 2085","NESM3",2057,1
"SSP2 2085","NESM3",2058,14
"SSP2 2085","NESM3",2059,3
"SSP2 2085","NESM3",2060,1
"SSP2 2085","NESM3",2061,0
"SSP2 2085","NESM3",2062,0
"SSP2 2085","NESM3",2063,3
"SSP2 2085","NESM3",2064,0
"SSP2 2085","NESM3",2065,0
"SSP2 2085","NESM3",2066,7
"SSP2 2085","NESM3",2067,0
"SSP2 2085","NESM3",2068,7
"SSP2 2085","NESM3",2069,0
"SSP2 2085","NESM3",2070,0
"SSP2 2085","NESM3",2071,0
"SSP2 2085","NESM3",2072,0
"SSP2 2085","NESM3",2073,0
"SSP2 2085","NESM3",2074,12
"SSP2 2085","NESM3",2075,20
"SSP2 2085","NESM3",2076,0
"SSP2 2085","NESM3",2077,0
"SSP2 2085","NESM3",2078,0
"SSP2 2085","NESM3",2079,0
"SSP2 2085","NESM3",2080,0
"SSP2 2085","NESM3",2081,0
"SSP2 2085","NESM3",2082,1
"SSP2 2085","NESM3",2083,0
"SSP2 2085","NESM3",2084,11
"SSP2 2085","NESM3",2085,0
"SSP2 2085","NESM3",2086,11
"SSP2 2085","NESM3",2087,0
"SSP2 2085","NESM3",2088,0
"SSP2 2085","NESM3",2089,0
"SSP2 2085","NESM3",2090,4
"SSP2 2085","NESM3",2091,0
"SSP2 2085","NESM3",2092,0
"SSP2 2085","NESM3",2093,0
"SSP2 2085","NESM3",2094,4
"SSP2 2085","NESM3",2095,0
"SSP2 2085","NESM3",2096,0
"SSP2 2085","NESM3",2097,6
"SSP2 2085","NESM3",2098,0
"SSP2 2085","NESM3",2099,0
"SSP2 2085","NESM3",2100,0
"SSP3 2050","ACCESS-CM2",2002,1
"SSP3 2050","ACCESS-CM2",2003,0
"SSP3 2050","ACCESS-CM2",2004,2
"SSP3 2050","ACCESS-CM2",2005,0
"SSP3 2050","ACCESS-CM2",2006,18
"SSP3 2050","ACCESS-CM2",2007,10
"SSP3 2050","ACCESS-CM2",2008,20
"SSP3 2050","ACCESS-CM2",2009,1
"SSP3 2050","ACCESS-CM2",2010,6
"SSP3 2050","ACCESS-CM2",2011,7
"SSP3 2050","ACCESS-CM2",2012,0
"SSP3 2050","ACCESS-CM2",2013,0
"SSP3 2050","ACCESS-CM2",2014,0
"SSP3 2050","ACCESS-CM2",2015,0
"SSP3 2050","ACCESS-CM2",2016,2
"SSP3 2050","ACCESS-CM2",2017,13
"SSP3 2050","ACCESS-CM2",2018,0
"SSP3 2050","ACCESS-CM2",2019,7
"SSP3 2050","ACCESS-CM2",2020,0
"SSP3 2050","ACCESS-CM2",2021,31
"SSP3 2050","ACCESS-CM2",2022,23
"SSP3 2050","ACCESS-CM2",2023,0
"SSP3 2050","ACCESS-CM2",2024,7
"SSP3 2050","ACCESS-CM2",2025,1
"SSP3 2050","ACCESS-CM2",2026,0
"SSP3 2050","ACCESS-CM2",2027,0
"SSP3 2050","ACCESS-CM2",2028,0
"SSP3 2050","ACCESS-CM2",2029,4
"SSP3 2050","ACCESS-CM2",2030,6
"SSP3 2050","ACCESS-CM2",2031,28
"SSP3 2050","ACCESS-CM2",2032,0
"SSP3 2050","ACCESS-CM2",2033,8
"SSP3 2050","ACCESS-CM2",2034,2
"SSP3 2050","ACCESS-CM2",2035,0
"SSP3 2050","ACCESS-CM2",2036,6
"SSP3 2050","ACCESS-CM2",2037,0
"SSP3 2050","ACCESS-CM2",2038,0
"SSP3 2050","ACCESS-CM2",2039,8
"SSP3 2050","ACCESS-CM2",2040,0
"SSP3 2050","ACCESS-CM2",2041,0
"SSP3 2050","ACCESS-CM2",2042,0
"SSP3 2050","ACCESS-CM2",2043,2
"SSP3 2050","ACCESS-CM2",2044,6
"SSP3 2050","ACCESS-CM2",2045,2
"SSP3 2050","ACCESS-CM2",2046,0
"SSP3 2050","ACCESS-CM2",2047,0
"SSP3 2050","ACCESS-CM2",2048,7
"SSP3 2050","ACCESS-CM2",2049,0
"SSP3 2050","ACCESS-CM2",2050,0
"SSP3 2050","ACCESS-CM2",2051,15
"SSP3 2050","ACCESS-CM2",2052,0
"SSP3 2050","ACCESS-CM2",2053,4
"SSP3 2050","ACCESS-CM2",2054,4
"SSP3 2050","ACCESS-CM2",2055,0
"SSP3 2050","ACCESS-CM2",2056,0
"SSP3 2050","ACCESS-CM2",2057,6
"SSP3 2050","ACCESS-CM2",2058,1
"SSP3 2050","ACCESS-CM2",2059,7
"SSP3 2050","ACCESS-CM2",2060,6
"SSP3 2050","ACCESS-CM2",2061,0
"SSP3 2050","ACCESS-CM2",2062,0
"SSP3 2050","ACCESS-CM2",2063,8
"SSP3 2050","ACCESS-CM2",2064,0
"SSP3 2050","ACCESS-CM2",2065,0
"SSP3 2050","ACCESS-CM2",2066,12
"SSP3 2050","ACCESS-CM2",2067,0
"SSP3 2050","ACCESS-CM2",2068,15
"SSP3 2050","ACCESS-CM2",2069,0
"SSP3 2050","ACCESS-CM2",2070,0
"SSP3 2050","ACCESS-CM2",2071,21
"SSP3 2050","ACCESS-CM2",2072,0
"SSP3 2050","ACCESS-CM2",2073,0
"SSP3 2050","ACCESS-CM2",2074,5
"SSP3 2050","ACCESS-CM2",2075,0
"SSP3 2050","ACCESS-CM2",2076,0
"SSP3 2050","ACCESS-CM2",2077,3
"SSP3 2050","ACCESS-CM2",2078,0
"SSP3 2050","ACCESS-CM2",2079,0
"SSP3 2050","ACCESS-CM2",2080,0
"SSP3 2050","ACCESS-CM2",2081,0
"SSP3 2050","ACCESS-CM2",2082,3
"SSP3 2050","ACCESS-CM2",2083,0
"SSP3 2050","ACCESS-CM2",2084,7
"SSP3 2050","ACCESS-CM2",2085,3
"SSP3 2050","ACCESS-CM2",2086,0
"SSP3 2050","ACCESS-CM2",2087,3
"SSP3 2050","ACCESS-CM2",2088,0
"SSP3 2050","ACCESS-CM2",2089,0
"SSP3 2050","ACCESS-CM2",2090,1
"SSP3 2050","ACCESS-CM2",2091,0
"SSP3 2050","ACCESS-CM2",2092,0
"SSP3 2050","ACCESS-CM2",2093,0
"SSP3 2050","ACCESS-CM2",2094,12
"SSP3 2050","ACCESS-CM2",2095,0
"SSP3 2050","ACCESS-CM2",2096,0
"SSP3 2050","ACCESS-CM2",2097,9
"SSP3 2050","ACCESS-CM2",2098,1
"SSP3 2050","ACCESS-CM2",2099,0
"SSP3 2050","ACCESS-CM2",2100,0
"SSP3 2050","AWI-CM-1-1-MR",2002,0
"SSP3 2050","AWI-CM-1-1-MR",2003,0
"SSP3 2050","AWI-CM-1-1-MR",2004,0
"SSP3 2050","AWI-CM-1-1-MR",2005,2
"SSP3 2050","AWI-CM-1-1-MR",2006,22
"SSP3 2050","AWI-CM-1-1-MR",2007,2
"SSP3 2050","AWI-CM-1-1-MR",2008,4
"SSP3 2050","AWI-CM-1-1-MR",2009,0
"SSP3 2050","AWI-CM-1-1-MR",2010,2
"SSP3 2050","AWI-CM-1-1-MR",2011,0
"SSP3 2050","AWI-CM-1-1-MR",2012,0
"SSP3 2050","AWI-CM-1-1-MR",2013,0
"SSP3 2050","AWI-CM-1-1-MR",2014,0
"SSP3 2050","AWI-CM-1-1-MR",2015,0
"SSP3 2050","AWI-CM-1-1-MR",2016,0
"SSP3 2050","AWI-CM-1-1-MR",2017,2
"SSP3 2050","AWI-CM-1-1-MR",2018,0
"SSP3 2050","AWI-CM-1-1-MR",2019,7
"SSP3 2050","AWI-CM-1-1-MR",2020,0
"SSP3 2050","AWI-CM-1-1-MR",2021,27
"SSP3 2050","AWI-CM-1-1-MR",2022,3
"SSP3 2050","AWI-CM-1-1-MR",2023,0
"SSP3 2050","AWI-CM-1-1-MR",2024,1
"SSP3 2050","AWI-CM-1-1-MR",2025,0
"SSP3 2050","AWI-CM-1-1-MR",2026,0
"SSP3 2050","AWI-CM-1-1-MR",2027,0
"SSP3 2050","AWI-CM-1-1-MR",2028,0
"SSP3 2050","AWI-CM-1-1-MR",2029,2
"SSP3 2050","AWI-CM-1-1-MR",2030,0
"SSP3 2050","AWI-CM-1-1-MR",2031,1
"SSP3 2050","AWI-CM-1-1-MR",2032,0
"SSP3 2050","AWI-CM-1-1-MR",2033,4
"SSP3 2050","AWI-CM-1-1-MR",2034,0
"SSP3 2050","AWI-CM-1-1-MR",2035,0
"SSP3 2050","AWI-CM-1-1-MR",2036,0
"SSP3 2050","AWI-CM-1-1-MR",2037,0
"SSP3 2050","AWI-CM-1-1-MR",2038,0
"SSP3 2050","AWI-CM-1-1-MR",2039,0
"SSP3 2050","AWI-CM-1-1-MR",2040,0
"SSP3 2050","AWI-CM-1-1-MR",2041,0
"SSP3 2050","AWI-CM-1-1-MR",2042,0
"SSP3 2050","AWI-CM-1-1-MR",2043,0
"SSP3 2050","AWI-CM-1-1-MR",2044,2
"SSP3 2050","AWI-CM-1-1-MR",2045,3
"SSP3 2050","AWI-CM-1-1-MR",2046,0
"SSP3 2050","AWI-CM-1-1-MR",2047,0
"SSP3 2050","AWI-CM-1-1-MR",2048,0
"SSP3 2050","AWI-CM-1-1-MR",2049,0
"SSP3 2050","AWI-CM-1-1-MR",2050,0
"SSP3 2050","AWI-CM-1-1-MR",2051,9
"SSP3 2050","AWI-CM-1-1-MR",2052,0
"SSP3 2050","AWI-CM-1-1-MR",2053,1
"SSP3 2050","AWI-CM-1-1-MR",2054,0
"SSP3 2050","AWI-CM-1-1-MR",2055,0
"SSP3 2050","AWI-CM-1-1-MR",2056,0
"SSP3 2050","AWI-CM-1-1-MR",2057,0
"SSP3 2050","AWI-CM-1-1-MR",2058,7
"SSP3 2050","AWI-CM-1-1-MR",2059,1
"SSP3 2050","AWI-CM-1-1-MR",2060,0
"SSP3 2050","AWI-CM-1-1-MR",2061,0
"SSP3 2050","AWI-CM-1-1-MR",2062,0
"SSP3 2050","AWI-CM-1-1-MR",2063,1
"SSP3 2050","AWI-CM-1-1-MR",2064,0
"SSP3 2050","AWI-CM-1-1-MR",2065,0
"SSP3 2050","AWI-CM-1-1-MR",2066,6
"SSP3 2050","AWI-CM-1-1-MR",2067,0
"SSP3 2050","AWI-CM-1-1-MR",2068,5
"SSP3 2050","AWI-CM-1-1-MR",2069,2
"SSP3 2050","AWI-CM-1-1-MR",2070,0
"SSP3 2050","AWI-CM-1-1-MR",2071,0
"SSP3 2050","AWI-CM-1-1-MR",2072,0
"SSP3 2050","AWI-CM-1-1-MR",2073,0
"SSP3 2050","AWI-CM-1-1-MR",2074,0
"SSP3 2050","AWI-CM-1-1-MR",2075,18
"SSP3 2050","AWI-CM-1-1-MR",2076,0
"SSP3 2050","AWI-CM-1-1-MR",2077,0
"SSP3 2050","AWI-CM-1-1-MR",2078,0
"SSP3 2050","AWI-CM-1-1-MR",2079,0
"SSP3 2050","AWI-CM-1-1-MR",2080,5
"SSP3 2050","AWI-CM-1-1-MR",2081,0
"SSP3 2050","AWI-CM-1-1-MR",2082,0
"SSP3 2050","AWI-CM-1-1-MR",2083,0
"SSP3 2050","AWI-CM-1-1-MR",2084,14
"SSP3 2050","AWI-CM-1-1-MR",2085,0
"SSP3 2050","AWI-CM-1-1-MR",2086,5
"SSP3 2050","AWI-CM-1-1-MR",2087,0
"SSP3 2050","AWI-CM-1-1-MR",2088,0
"SSP3 2050","AWI-CM-1-1-MR",2089,0
"SSP3 2050","AWI-CM-1-1-MR",2090,0
"SSP3 2050","AWI-CM-1-1-MR",2091,0
"SSP3 2050","AWI-CM-1-1-MR",2092,0
"SSP3 2050","AWI-CM-1-1-MR",2093,0
"SSP3 2050","AWI-CM-1-1-MR",2094,1
"SSP3 2050","AWI-CM-1-1-MR",2095,0
"SSP3 2050","AWI-CM-1-1-MR",2096,0
"SSP3 2050","AWI-CM-1-1-MR",2097,6
"SSP3 2050","AWI-CM-1-1-MR",2098,0
"SSP3 2050","AWI-CM-1-1-MR",2099,0
"SSP3 2050","AWI-CM-1-1-MR",2100,0
"SSP3 2050","CNRM-CM6-1-HR",2002,2
"SSP3 2050","CNRM-CM6-1-HR",2003,0
"SSP3 2050","CNRM-CM6-1-HR",2004,3
"SSP3 2050","CNRM-CM6-1-HR",2005,0
"SSP3 2050","CNRM-CM6-1-HR",2006,29
"SSP3 2050","CNRM-CM6-1-HR",2007,13
"SSP3 2050","CNRM-CM6-1-HR",2008,23
"SSP3 2050","CNRM-CM6-1-HR",2009,2
"SSP3 2050","CNRM-CM6-1-HR",2010,5
"SSP3 2050","CNRM-CM6-1-HR",2011,9
"SSP3 2050","CNRM-CM6-1-HR",2012,0
"SSP3 2050","CNRM-CM6-1-HR",2013,0
"SSP3 2050","CNRM-CM6-1-HR",2014,0
"SSP3 2050","CNRM-CM6-1-HR",2015,0
"SSP3 2050","CNRM-CM6-1-HR",2016,3
"SSP3 2050","CNRM-CM6-1-HR",2017,12
"SSP3 2050","CNRM-CM6-1-HR",2018,0
"SSP3 2050","CNRM-CM6-1-HR",2019,19
"SSP3 2050","CNRM-CM6-1-HR",2020,0
"SSP3 2050","CNRM-CM6-1-HR",2021,36
"SSP3 2050","CNRM-CM6-1-HR",2022,46
"SSP3 2050","CNRM-CM6-1-HR",2023,0
"SSP3 2050","CNRM-CM6-1-HR",2024,7
"SSP3 2050","CNRM-CM6-1-HR",2025,3
"SSP3 2050","CNRM-CM6-1-HR",2026,0
"SSP3 2050","CNRM-CM6-1-HR",2027,0
"SSP3 2050","CNRM-CM6-1-HR",2028,1
"SSP3 2050","CNRM-CM6-1-HR",2029,7
"SSP3 2050","CNRM-CM6-1-HR",2030,7
"SSP3 2050","CNRM-CM6-1-HR",2031,29
"SSP3 2050","CNRM-CM6-1-HR",2032,0
"SSP3 2050","CNRM-CM6-1-HR",2033,1
"SSP3 2050","CNRM-CM6-1-HR",2034,2
"SSP3 2050","CNRM-CM6-1-HR",2035,0
"SSP3 2050","CNRM-CM6-1-HR",2036,11
"SSP3 2050","CNRM-CM6-1-HR",2037,0
"SSP3 2050","CNRM-CM6-1-HR",2038,0
"SSP3 2050","CNRM-CM6-1-HR",2039,10
"SSP3 2050","CNRM-CM6-1-HR",2040,7
"SSP3 2050","CNRM-CM6-1-HR",2041,0
"SSP3 2050","CNRM-CM6-1-HR",2042,0
"SSP3 2050","CNRM-CM6-1-HR",2043,2
"SSP3 2050","CNRM-CM6-1-HR",2044,8
"SSP3 2050","CNRM-CM6-1-HR",2045,2
"SSP3 2050","CNRM-CM6-1-HR",2046,9
"SSP3 2050","CNRM-CM6-1-HR",2047,0
"SSP3 2050","CNRM-CM6-1-HR",2048,19
"SSP3 2050","CNRM-CM6-1-HR",2049,0
"SSP3 2050","CNRM-CM6-1-HR",2050,0
"SSP3 2050","CNRM-CM6-1-HR",2051,31
"SSP3 2050","CNRM-CM6-1-HR",2052,1
"SSP3 2050","CNRM-CM6-1-HR",2053,4
"SSP3 2050","CNRM-CM6-1-HR",2054,4
"SSP3 2050","CNRM-CM6-1-HR",2055,0
"SSP3 2050","CNRM-CM6-1-HR",2056,0
"SSP3 2050","CNRM-CM6-1-HR",2057,10
"SSP3 2050","CNRM-CM6-1-HR",2058,5
"SSP3 2050","CNRM-CM6-1-HR",2059,10
"SSP3 2050","CNRM-CM6-1-HR",2060,23
"SSP3 2050","CNRM-CM6-1-HR",2061,0
"SSP3 2050","CNRM-CM6-1-HR",2062,0
"SSP3 2050","CNRM-CM6-1-HR",2063,6
"SSP3 2050","CNRM-CM6-1-HR",2064,0
"SSP3 2050","CNRM-CM6-1-HR",2065,0
"SSP3 2050","CNRM-CM6-1-HR",2066,17
"SSP3 2050","CNRM-CM6-1-HR",2067,0
"SSP3 2050","CNRM-CM6-1-HR",2068,0
"SSP3 2050","CNRM-CM6-1-HR",2069,0
"SSP3 2050","CNRM-CM6-1-HR",2070,0
"SSP3 2050","CNRM-CM6-1-HR",2071,12
"SSP3 2050","CNRM-CM6-1-HR",2072,0
"SSP3 2050","CNRM-CM6-1-HR",2073,0
"SSP3 2050","CNRM-CM6-1-HR",2074,7
"SSP3 2050","CNRM-CM6-1-HR",2075,0
"SSP3 2050","CNRM-CM6-1-HR",2076,0
"SSP3 2050","CNRM-CM6-1-HR",2077,4
"SSP3 2050","CNRM-CM6-1-HR",2078,0
"SSP3 2050","CNRM-CM6-1-HR",2079,5
"SSP3 2050","CNRM-CM6-1-HR",2080,0
"SSP3 2050","CNRM-CM6-1-HR",2081,0
"SSP3 2050","CNRM-CM6-1-HR",2082,0
"SSP3 2050","CNRM-CM6-1-HR",2083,0
"SSP3 2050","CNRM-CM6-1-HR",2084,15
"SSP3 2050","CNRM-CM6-1-HR",2085,0
"SSP3 2050","CNRM-CM6-1-HR",2086,0
"SSP3 2050","CNRM-CM6-1-HR",2087,3
"SSP3 2050","CNRM-CM6-1-HR",2088,7
"SSP3 2050","CNRM-CM6-1-HR",2089,0
"SSP3 2050","CNRM-CM6-1-HR",2090,1
"SSP3 2050","CNRM-CM6-1-HR",2091,0
"SSP3 2050","CNRM-CM6-1-HR",2092,7
"SSP3 2050","CNRM-CM6-1-HR",2093,0
"SSP3 2050","CNRM-CM6-1-HR",2094,14
"SSP3 2050","CNRM-CM6-1-HR",2095,0
"SSP3 2050","CNRM-CM6-1-HR",2096,0
"SSP3 2050","CNRM-CM6-1-HR",2097,10
"SSP3 2050","CNRM-CM6-1-HR",2098,2
"SSP3 2050","CNRM-CM6-1-HR",2099,0
"SSP3 2050","CNRM-CM6-1-HR",2100,0
"SSP3 2050","CNRM-ESM2-1",2002,0
"SSP3 2050","CNRM-ESM2-1",2003,4
"SSP3 2050","CNRM-ESM2-1",2004,0
"SSP3 2050","CNRM-ESM2-1",2005,0
"SSP3 2050","CNRM-ESM2-1",2006,6
"SSP3 2050","CNRM-ESM2-1",2007,8
"SSP3 2050","CNRM-ESM2-1",2008,9
"SSP3 2050","CNRM-ESM2-1",2009,3
"SSP3 2050","CNRM-ESM2-1",2010,12
"SSP3 2050","CNRM-ESM2-1",2011,5
"SSP3 2050","CNRM-ESM2-1",2012,6
"SSP3 2050","CNRM-ESM2-1",2013,0
"SSP3 2050","CNRM-ESM2-1",2014,0
"SSP3 2050","CNRM-ESM2-1",2015,0
"SSP3 2050","CNRM-ESM2-1",2016,1
"SSP3 2050","CNRM-ESM2-1",2017,14
"SSP3 2050","CNRM-ESM2-1",2018,0
"SSP3 2050","CNRM-ESM2-1",2019,0
"SSP3 2050","CNRM-ESM2-1",2020,0
"SSP3 2050","CNRM-ESM2-1",2021,6
"SSP3 2050","CNRM-ESM2-1",2022,13
"SSP3 2050","CNRM-ESM2-1",2023,0
"SSP3 2050","CNRM-ESM2-1",2024,1
"SSP3 2050","CNRM-ESM2-1",2025,3
"SSP3 2050","CNRM-ESM2-1",2026,0
"SSP3 2050","CNRM-ESM2-1",2027,0
"SSP3 2050","CNRM-ESM2-1",2028,0
"SSP3 2050","CNRM-ESM2-1",2029,6
"SSP3 2050","CNRM-ESM2-1",2030,8
"SSP3 2050","CNRM-ESM2-1",2031,4
"SSP3 2050","CNRM-ESM2-1",2032,0
"SSP3 2050","CNRM-ESM2-1",2033,0
"SSP3 2050","CNRM-ESM2-1",2034,8
"SSP3 2050","CNRM-ESM2-1",2035,0
"SSP3 2050","CNRM-ESM2-1",2036,0
"SSP3 2050","CNRM-ESM2-1",2037,0
"SSP3 2050","CNRM-ESM2-1",2038,7
"SSP3 2050","CNRM-ESM2-1",2039,0
"SSP3 2050","CNRM-ESM2-1",2040,7
"SSP3 2050","CNRM-ESM2-1",2041,0
"SSP3 2050","CNRM-ESM2-1",2042,21
"SSP3 2050","CNRM-ESM2-1",2043,2
"SSP3 2050","CNRM-ESM2-1",2044,4
"SSP3 2050","CNRM-ESM2-1",2045,8
"SSP3 2050","CNRM-ESM2-1",2046,20
"SSP3 2050","CNRM-ESM2-1",2047,0
"SSP3 2050","CNRM-ESM2-1",2048,1
"SSP3 2050","CNRM-ESM2-1",2049,0
"SSP3 2050","CNRM-ESM2-1",2050,0
"SSP3 2050","CNRM-ESM2-1",2051,1
"SSP3 2050","CNRM-ESM2-1",2052,0
"SSP3 2050","CNRM-ESM2-1",2053,12
"SSP3 2050","CNRM-ESM2-1",2054,4
"SSP3 2050","CNRM-ESM2-1",2055,0
"SSP3 2050","CNRM-ESM2-1",2056,9
"SSP3 2050","CNRM-ESM2-1",2057,14
"SSP3 2050","CNRM-ESM2-1",2058,0
"SSP3 2050","CNRM-ESM2-1",2059,5
"SSP3 2050","CNRM-ESM2-1",2060,3
"SSP3 2050","CNRM-ESM2-1",2061,4
