"Month","Tmin","Tmax","Dynamic_Model","GDH"
10,-10,-5,0.0000071600799009476,0
10,-10,-4,0.0000353952795952203,0
10,-10,-3,0.00017465738343279,0
10,-10,-2,0.000855465170531871,0
10,-10,-1,0.00413412968965214,0
10,-10,0,0.0193988860451465,0
10,-10,1,0.0830695128099947,0
10,-10,2,0.266203045917996,0
10,-10,3,0.490659250814042,0
10,-10,4,0.53020620764942,0
10,-10,5,0.540856083184507,0.220317768382113
10,-10,6,0.591528166139867,1.17501082284809
10,-10,7,0.581133087227293,3.14773240588434
10,-10,8,0.604228973990481,6.18999497588941
10,-10,9,0.623624336202236,10.4339174018235
10,-10,10,0.607504281872647,15.8324747272668
10,-10,11,0.577197072965011,22.2856799355749
10,-10,12,0.584422672750361,29.7146185992686
10,-10,13,0.590274284197983,38.0324947742984
10,-10,14,0.581934967832721,47.1217964815669
10,-10,15,0.571131612144206,56.834490233739
10,-10,16,0.531457575437549,66.9953228241904
10,-10,17,0.512817710172864,77.4196872693777
10,-10,18,0.461226430875909,87.9282580541685
10,-10,19,0.440661148087969,98.3493701420885
10,-10,20,0.41130527727576,108.525314421467
10,-10,21,0.396905932221667,118.307017992443
10,-10,22,0.380533427034189,127.542170260219
10,-10,23,0.0322592980602252,136.084995625603
10,-10,24,0,143.805043869876
10,-10,25,0,150.587848401126
10,-10,26,0,152.347937901842
10,-10,27,0,148.919342244496
10,-10,28,0,145.29314170327
10,-10,29,0,138.525661455493
10,-10,30,0,129.872663876737
10,-9,-5,0.00000803569027608096,0
10,-9,-4,0.0000386965457262955,0
10,-9,-3,0.000187776861155978,0
10,-9,-2,0.000908893734900524,0
10,-9,-1,0.00435250020453568,0
10,-9,0,0.0202727735308446,0
10,-9,1,0.0862316996806141,0
10,-9,2,0.274710617368338,0
10,-9,3,0.50246698292827,0
10,-9,4,0.544395221868976,0
10,-9,5,0.536274001471298,0.227417393756555
10,-9,6,0.595898892504401,1.21787068308492
10,-9,7,0.564501832289149,3.2392279026994
10,-9,8,0.624927259331155,6.37551304760567
10,-9,9,0.602194899218059,10.7345396852779
10,-9,10,0.584673101283318,16.2435352091382
10,-9,11,0.615687784029421,22.8185598530497
10,-9,12,0.618395052748727,30.3929032332673
10,-9,13,0.620109939985087,38.8743654385066
10,-9,14,0.595826644143125,48.1329405032552
10,-9,15,0.548734115159743,58.0067829311907
10,-9,16,0.55841101543381,68.3146304027529
10,-9,17,0.524994550442996,78.8779336899767
10,-9,18,0.470531803196612,89.5233639927932
10,-9,19,0.451701060187861,100.089250328555
10,-9,20,0.43432825853747,110.41807468079
10,-9,21,0.42198421421714,120.343760116465
10,-9,22,0.409249452310126,129.705849236168
10,-9,23,0.0647490000786275,138.35578142529
10,-9,24,0,146.15988508687
10,-9,25,0,153.012721734814
10,-9,26,0,154.712275830626
10,-9,27,0,151.361868688452
10,-9,28,0,147.760259158241
10,-9,29,0,140.564897807138
10,-9,30,0,131.989975668052
10,-8,-5,0.00000941248823125439,0
10,-8,-4,0.0000432382596719047,0
10,-8,-3,0.000204399725702804,0
10,-8,-2,0.000973210546359433,0
10,-8,-1,0.00460541718380091,0
10,-8,0,0.0212639677007809,0
10,-8,1,0.0897745976874467,0
10,-8,2,0.28326434681872,0
10,-8,3,0.514339521094196,0
10,-8,4,0.557356402986306,0
10,-8,5,0.561243980111952,0.234755676202377
10,-8,6,0.611670898464311,1.26469650365857
10,-8,7,0.582315788542975,3.33949667726937
10,-8,8,0.635524108635474,6.58256087894744
10,-8,9,0.608259158108514,11.0561246794863
10,-8,10,0.620018824066256,16.6794217249681
10,-8,11,0.622121342767854,23.3918234094806
10,-8,12,0.64070714406702,31.1284837868844
10,-8,13,0.626226145790899,39.7843694318522
10,-8,14,0.587638731479109,49.2155414085729
10,-8,15,0.555077777921431,59.248498782602
10,-8,16,0.565116181477721,69.7082851322389
10,-8,17,0.508039385658435,80.4232509099672
10,-8,18,0.495268071195036,91.2311728091873
10,-8,19,0.476570915630646,101.96842193821
10,-8,20,0.467437274137256,112.458173317332
10,-8,21,0.438543167107738,122.527519971321
10,-8,22,0.406530428666416,132.011711576306
10,-8,23,0.0971733872216103,140.762525907252
10,-8,24,0,148.663549384003
10,-8,25,0,155.612881064246
10,-8,26,0,157.258333426305
10,-8,27,0,153.977971622517
10,-8,28,0,150.340623158516
10,-8,29,0,142.767032686345
10,-8,30,0,134.26594381651
10,-7,-5,0.0000120847474543083,0
10,-7,-4,0.0000504295004543675,0
10,-7,-3,0.000227454031179909,0
10,-7,-2,0.00105548152627183,0
10,-7,-1,0.00491212849724607,0
10,-7,0,0.0224264801425643,0
10,-7,1,0.0937555169585181,0
10,-7,2,0.293109905154344,0
10,-7,3,0.526593395233721,0
