"species","cultivar","location","repetition","split","year","pheno","measurement_type"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",1993,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",1995,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",1996,100,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",1997,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",1998,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",1999,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2000,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2009,84,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2010,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2011,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2015,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2016,92,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2017,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2018,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2019,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2021,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Calibration",2022,80,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Validation",1992,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Validation",1994,79,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Validation",2001,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Validation",2012,91,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Validation",2013,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",2,"Validation",2014,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",1992,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",1994,79,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",1995,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",1996,100,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",1997,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",1998,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",1999,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2001,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2009,84,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2010,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2012,91,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2013,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2014,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2015,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2017,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2018,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2019,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Calibration",2021,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Validation",1991,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Validation",1993,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Validation",2000,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Validation",2011,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Validation",2016,92,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",3,"Validation",2022,80,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",1991,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",1992,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",1994,79,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",1995,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",1997,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",1999,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2000,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2001,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2009,84,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2011,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2012,91,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2014,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2015,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2016,92,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2018,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2019,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2021,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Calibration",2022,80,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Validation",1993,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Validation",1996,100,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Validation",1998,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Validation",2010,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Validation",2013,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",4,"Validation",2017,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",1991,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",1992,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",1993,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",1994,79,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",1996,100,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",1997,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",1998,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",1999,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2000,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2001,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2009,84,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2010,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2011,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2013,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2016,92,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2017,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2018,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Calibration",2022,80,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Validation",1995,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Validation",2012,91,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Validation",2014,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Validation",2015,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Validation",2019,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",5,"Validation",2021,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",1991,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",1993,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",1995,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",1996,100,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",1997,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",1998,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",1999,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2000,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2001,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2010,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2013,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2014,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2015,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2016,92,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2017,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2018,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2021,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Calibration",2022,80,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Validation",1992,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Validation",1994,79,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Validation",2009,84,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Validation",2011,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Validation",2012,91,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",6,"Validation",2019,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",1991,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",1993,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",1995,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",1996,100,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",1997,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",1999,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2000,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2009,84,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2010,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2011,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2012,91,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2013,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2015,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2016,92,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2017,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2018,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2019,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Calibration",2022,80,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Validation",1992,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Validation",1994,79,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Validation",1998,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Validation",2001,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Validation",2014,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",7,"Validation",2021,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",1992,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",1993,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",1994,79,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",1995,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",1996,100,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",1997,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",1998,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",1999,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2000,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2001,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2010,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2011,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2012,91,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2014,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2015,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2017,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2021,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Calibration",2022,80,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Validation",1991,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Validation",2009,84,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Validation",2013,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Validation",2016,92,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Validation",2018,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",8,"Validation",2019,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",1991,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",1992,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",1993,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",1997,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2000,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2001,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2009,84,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2010,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2011,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2012,91,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2013,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2014,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2015,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2016,92,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2017,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2018,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2021,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Calibration",2022,80,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Validation",1994,79,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Validation",1995,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Validation",1996,100,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Validation",1998,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Validation",1999,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",9,"Validation",2019,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",1991,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",1992,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",1993,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",1994,79,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",1996,100,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",1997,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",1998,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2000,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2001,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2009,84,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2010,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2011,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2012,91,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2013,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2014,90,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2016,92,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2018,94,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Calibration",2021,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Validation",1995,83,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Validation",1999,89,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Validation",2015,93,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Validation",2017,76,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Validation",2019,81,"flowering_f50"
"Sweet Cherry","Early Van Compact","Zaragoza",10,"Validation",2022,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",1992,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",1994,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",1995,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",1996,94,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",1997,75,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",1998,85,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",1999,84,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",2000,73,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",2001,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",2009,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",2012,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",2013,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",2014,83,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Calibration",2022,84,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Validation",1991,91,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Validation",1993,93,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Validation",2010,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Validation",2011,86,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",1,"Validation",2021,81,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",1992,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",1993,93,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",1994,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",1995,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",1997,75,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",1998,85,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",1999,84,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",2000,73,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",2001,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",2009,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",2011,86,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",2012,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",2013,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Calibration",2022,84,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Validation",1991,91,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Validation",1996,94,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Validation",2010,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Validation",2014,83,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",2,"Validation",2021,81,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",1991,91,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",1992,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",1993,93,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",1994,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",1995,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",1996,94,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",1997,75,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",1998,85,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",1999,84,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",2000,73,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",2001,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",2010,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",2012,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Calibration",2022,84,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Validation",2009,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Validation",2011,86,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Validation",2013,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Validation",2014,83,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",3,"Validation",2021,81,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",1994,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",1995,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",1996,94,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",1997,75,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",1998,85,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",2001,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",2009,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",2010,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",2011,86,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",2012,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",2013,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",2014,83,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",2021,81,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Calibration",2022,84,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Validation",1991,91,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Validation",1992,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Validation",1993,93,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Validation",1999,84,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",4,"Validation",2000,73,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",1991,91,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",1992,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",1993,93,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",1994,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",1995,80,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",1996,94,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",1997,75,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",1998,85,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",1999,84,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",2009,82,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",2010,90,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",2011,86,"flowering_f50"
"Sweet Cherry","Garnet","Zaragoza",5,"Calibration",2013,90,"flowering_f50"
