"Month","Tmin","Tmax","Dynamic_Model","GDH"
10,-10,-5,0.00000741083542455839,0
10,-10,-4,0.0000366110084784864,0
10,-10,-3,0.000180504264458043,0
10,-10,-2,0.000883254471431271,0
10,-10,-1,0.00426368547069069,0
10,-10,0,0.0199737437013214,0
10,-10,1,0.085239312429621,0
10,-10,2,0.271129340198971,0
10,-10,3,0.493881403732252,0
10,-10,4,0.53613192602214,0
10,-10,5,0.526040990160854,0.22635897489722
10,-10,6,0.603375659725577,1.21267993663902
10,-10,7,0.545530926437965,3.23389540253416
10,-10,8,0.629439315662477,6.37058577948408
10,-10,9,0.622632754001317,10.7520565502477
10,-10,10,0.5669501889017,16.3001135087085
10,-10,11,0.587119221353837,22.9228235310135
10,-10,12,0.618023162506981,30.5736440402997
10,-10,13,0.592610874237534,39.16685504047
10,-10,14,0.603279395272004,48.5671801877599
10,-10,15,0.551092221106775,58.6012298564353
10,-10,16,0.49892667974707,69.0811448546856
10,-10,17,0.491078521663111,79.8226721675996
10,-10,18,0.44759905576733,90.6484176107848
10,-10,19,0.45280694399381,101.393980644302
10,-10,20,0.448427090900043,111.909048532931
10,-10,21,0.460872424585132,122.028723086424
10,-10,22,0.317993482754203,131.582882215291
10,-10,23,0,140.41564178523
10,-10,24,0,148.38843165495
10,-10,25,0,155.382398370756
10,-10,26,0,157.036472872967
10,-10,27,0,153.757854668234
10,-10,28,0,150.222452299449
10,-10,29,0,142.40910015401
10,-10,30,0,133.8636596601
10,-9,-5,0.00000831354802165826,0
10,-9,-4,0.0000400244970495811,0
10,-9,-3,0.000194078294537594,0
10,-9,-2,0.000938510290655528,0
10,-9,-1,0.00449010023098321,0
10,-9,0,0.0208745786696967,0
10,-9,1,0.0884822834541312,0
10,-9,2,0.279753738821733,0
10,-9,3,0.506404134897969,0
10,-9,4,0.549757591074901,0
10,-9,5,0.552041281504695,0.233247266820463
10,-9,6,0.602929811841796,1.25655869610775
10,-9,7,0.57815170171524,3.32551849133876
10,-9,8,0.629089149351939,6.56714154362348
10,-9,9,0.622968169714444,11.0591095532959
10,-9,10,0.577263809395116,16.7141512885516
10,-9,11,0.634146008610927,23.4716212737277
10,-9,12,0.626597972101727,31.2882740074768
10,-9,13,0.602257297733257,40.0571093032864
10,-9,14,0.604019985779618,49.6246168786972
10,-9,15,0.531073454604462,59.810374030524
10,-9,16,0.509247833322683,70.4321577489312
10,-9,17,0.487792298622114,81.3141096281005
10,-9,18,0.487789169711383,92.2906496858792
10,-9,19,0.472593224883837,103.207251468373
10,-9,20,0.486379339816618,113.88767977997
10,-9,21,0.48338270598411,124.149169893211
10,-9,22,0.357106316593342,133.820625479655
10,-9,23,0,142.745829096787
10,-9,24,0,150.787386227062
10,-9,25,0,157.842834230439
10,-9,26,0,159.437327381798
10,-9,27,0,156.22097511287
10,-9,28,0,152.636921309092
10,-9,29,0,144.479412376305
10,-9,30,0,135.999931732903
10,-8,-5,0.00000972185895256153,0
10,-8,-4,0.0000447039752070206,0
10,-8,-3,0.00021126233918342,0
10,-8,-2,0.00100504980357873,0
10,-8,-1,0.00475072139486766,0
10,-8,0,0.0218975508759653,0
10,-8,1,0.0921178733949032,0
10,-8,2,0.288441522444115,0
10,-8,3,0.518426859376713,0
10,-8,4,0.559522179998693,0
10,-8,5,0.577299757100346,0.240346809412698
10,-8,6,0.601844869707879,1.3039496047336
10,-8,7,0.612046314433645,3.42921800442843
10,-8,8,0.641207586547586,6.78308190815728
10,-8,9,0.613876033754483,11.3849665470809
10,-8,10,0.608967818315469,17.1564817440344
10,-8,11,0.655791990810795,24.0714623932943
10,-8,12,0.629877324815031,32.0657027427789
10,-8,13,0.603339927447745,41.0124923456622
10,-8,14,0.563056701687919,50.7439184361497
10,-8,15,0.530723594132381,61.0829229419977
10,-8,16,0.528692467609253,71.8580807589246
10,-8,17,0.531340517652294,82.9061636624851
10,-8,18,0.502429035380984,94.0715282772146
10,-8,19,0.51155958381719,105.169509288937
10,-8,20,0.508926487311057,116.007577113727
10,-8,21,0.441515938201734,126.401944088072
10,-8,22,0.39135238984793,136.180966233405
10,-8,23,0,145.195114987786
10,-8,24,0,153.328344369629
10,-8,25,0,160.46854718426
10,-8,26,0,162.002837276313
10,-8,27,0,158.844402455693
10,-8,28,0,155.127921355324
10,-8,29,0,146.706809786556
10,-8,30,0,138.294205899837
10,-7,-5,0.0000124205619907831,0
10,-7,-4,0.0000520542193196962,0
10,-7,-3,0.000235001931304302,0
10,-7,-2,0.00109004900330856,0
10,-7,-1,0.00506791065099209,0
10,-7,0,0.0230977374464741,0
10,-7,1,0.0962062398064324,0
10,-7,2,0.298441533866292,0
10,-7,3,0.529225293148062,0
10,-7,4,0.568236637363106,0
10,-7,5,0.597330012020592,0.24783740968522
10,-7,6,0.585910645262025,1.35484764324036
10,-7,7,0.63813248733019,3.55106399420916
10,-7,8,0.650012321649673,7.01832864074527
10,-7,9,0.594454651435632,11.7301811795501
10,-7,10,0.657447950345435,17.6396618304672
10,-7,11,0.654205721468378,24.7298634343694
10,-7,12,0.662525774605651,32.9099486673349
10,-7,13,0.597406109297008,42.0320116045927
10,-7,14,0.558842977679367,51.9274902444942
10,-7,15,0.574932462891561,62.4319861270419
10,-7,16,0.5806761596813,73.3882778761363
10,-7,17,0.543235686210223,84.6427285984163
10,-7,18,0.536021334812295,96.0053773389169
10,-7,19,0.534395180613606,107.276990870538
10,-7,20,0.466979216237488,118.263871987898
10,-7,21,0.354461671019099,128.78269173585
10,-7,22,0.37680529485861,138.679423869579
10,-7,23,0,147.812899321195
10,-7,24,0,156.047302203079
10,-7,25,0,163.268500942939
10,-7,26,0,164.74034113302
10,-7,27,0,161.636741020209
10,-7,28,0,157.706410905882
10,-7,29,0,149.134000256128
10,-7,30,0,140.825850997499
10,-6,-5,0.000019115292895771,0
10,-6,-4,0.0000662273149715304,0
10,-6,-3,0.000272591404268684,0
10,-6,-2,0.00120815013809542,0
10,-6,-1,0.00547478974139647,0
10,-6,0,0.0245433376354827,0
10,-6,1,0.100822822447757,0
10,-6,2,0.309179688840535,0
10,-6,3,0.538504505916899,0
10,-6,4,0.569055577393929,0
10,-6,5,0.603681931210146,0.256952402291678
10,-6,6,0.579875579091477,1.40924726272036
10,-6,7,0.664721041482794,3.69252634361039
10,-6,8,0.637957739957244,7.27279048804345
10,-6,9,0.624615706691089,12.1022687557809
10,-6,10,0.68378631112902,18.17595101103
10,-6,11,0.674181331794622,25.4547157538573
10,-6,12,0.626979190136291,33.8203620107539
10,-6,13,0.572595704625992,43.1167291048696
10,-6,14,0.596957222657218,53.1887560961679
10,-6,15,0.621141360696941,63.888922933973
10,-6,16,0.589869751715262,75.0686609022117
10,-6,17,0.5594446691839,86.5360510940451
10,-6,18,0.559067388606497,98.0883363246046
10,-6,19,0.495219754549409,109.524913812636
10,-6,20,0.427247625107649,120.658945330966
10,-6,21,0.337955660045208,131.328405731611
10,-6,22,0.438607891248244,141.366052316063
10,-6,23,0,150.619086667378
10,-6,24,0,158.952945170328
10,-6,25,0,166.253305865448
10,-6,26,0,167.668664885153
10,-6,27,0,164.647551046844
10,-6,28,0,160.450142425421
10,-6,29,0,151.834975907469
10,-6,30,0,143.627130273665
10,-5,-5,0.0000401687485410733,0
10,-5,-4,0.000101330846873266,0
10,-5,-3,0.000345303731367097,0
10,-5,-2,0.00139543373284169,0
10,-5,-1,0.00604033301217143,0
10,-5,0,0.0263685679358231,0
10,-5,1,0.106243931712738,0
10,-5,2,0.320950692744747,0
10,-5,3,0.546397180289928,0
10,-5,4,0.584685014720637,0
10,-5,5,0.635031795179659,0.269253467416855
10,-5,6,0.610720398559011,1.46752616805684
10,-5,7,0.680406259738539,3.85356100230653
10,-5,8,0.636541776053026,7.54649898087586
10,-5,9,0.672194396652511,12.5158600130122
10,-5,10,0.689667947725841,18.7745960636724
10,-5,11,0.647524798290596,26.2475044859155
10,-5,12,0.603707005470044,34.7970796776834
10,-5,13,0.598426745674604,44.2798038301442
10,-5,14,0.6599933217346,54.561432265009
10,-5,15,0.623549565279018,65.5014354632427
10,-5,16,0.576210772261329,76.9093931677741
10,-5,17,0.575187438647288,88.5822734288433
10,-5,18,0.503473934356146,100.317070343617
10,-5,19,0.452662055609021,111.932140332134
10,-5,20,0.411923790245931,123.245786495635
10,-5,21,0.288096344795867,134.07591470105
10,-5,22,0.489049519880616,144.253839217328
10,-5,23,0,153.626315235742
10,-5,24,0,162.069162685966
10,-5,25,0,169.480137886107
10,-5,26,0,170.875369248428
10,-5,27,0,167.949316189629
10,-5,28,0,163.384592927224
10,-5,29,0,154.817466428272
10,-5,30,0,146.704511594917
10,-4,-4,0.000210688648809307,0
10,-4,-3,0.000524947986994626,0
10,-4,-2,0.00175847478365031,0
10,-4,-1,0.00694056074084271,0
10,-4,0,0.0288958946616197,0
10,-4,1,0.113009703394394,0
10,-4,2,0.334460934030514,0
10,-4,3,0.553249684665088,0
10,-4,4,0.604161293609424,0
10,-4,5,0.630403668089909,0.285091083233331
10,-4,6,0.650347037781952,1.53498407843712
10,-4,7,0.642783909111558,4.0341107275124
10,-4,8,0.641097396222289,7.84516331511692
10,-4,9,0.689539090581538,12.9850615464583
10,-4,10,0.672931074052379,19.4421597897391
10,-4,11,0.632956829621484,27.1078428335407
10,-4,12,0.640618239381033,35.8522464843765
10,-4,13,0.677506665510329,45.5577289136973
10,-4,14,0.667818251564726,56.0947103415256
10,-4,15,0.608943510507855,67.2777059517504
10,-4,16,0.592277111519783,78.9067013360883
10,-4,17,0.547798915271464,90.7860061782262
10,-4,18,0.505016400860619,102.733295680439
10,-4,19,0.431708714326298,114.551049120516
10,-4,20,0.352305241282547,126.047488517056
10,-4,21,0.329805205141258,137.040243830672
10,-4,22,0.425084399780945,147.372501838382
10,-4,23,0.0322634349177114,156.900095568111
10,-4,24,0,165.487461338156
10,-4,25,0,173.020009659215
10,-4,26,0,174.389799456563
10,-4,27,0,171.552713148772
10,-4,28,0,166.575871610286
10,-4,29,0,158.126272875809
10,-4,30,0,150.128048717769
10,-3,-3,0.00107945512526319,0
10,-3,-2,0.00265410596978935,0
10,-3,-1,0.00869304079018998,0
10,-3,0,0.0329381691365175,0
10,-3,1,0.122445640758743,0
10,-3,2,0.350883135094351,0
10,-3,3,0.561052921542271,0
10,-3,4,0.613050032456322,0
10,-3,5,0.618589088522643,0.304463934789691
10,-3,6,0.669164219498073,1.62007792907832
10,-3,7,0.625547787223801,4.23410591843739
10,-3,8,0.694101275274971,8.18583739724097
10,-3,9,0.715974962345097,13.5208288168494
10,-3,10,0.637203366274533,20.1785891848632
10,-3,11,0.648539026224216,28.0461938187376
10,-3,12,0.70674311524942,37.025566215243
10,-3,13,0.702192366660621,47.0008932677976
10,-3,14,0.653564540956209,57.7949770308259
10,-3,15,0.559172688111576,69.2156465585296
10,-3,16,0.513517262079076,81.0832740188398
10,-3,17,0.513699071029549,93.2043480461632
10,-3,18,0.515372432168058,105.376872069402
10,-3,19,0.426002364795255,117.401761036443
10,-3,20,0.418644909701231,129.100311194342
10,-3,21,0.401358733902055,140.295968546849
10,-3,22,0.413105945133778,150.817568722522
10,-3,23,0.0322660158158384,160.510030502624
10,-3,24,0,169.23750986982
10,-3,25,0,176.895543089455
10,-3,26,0,178.254808109248
10,-3,27,0,175.527853393234
10,-3,28,0,170.148693725319
10,-3,29,0,161.807181740884
10,-3,30,0,153.904921397915
10,-2,-2,0.00538830265312238,0
10,-2,-1,0.0129947121245929,0
10,-2,0,0.0407916761493412,0
10,-2,1,0.137302484033067,0
10,-2,2,0.372435648364015,0
10,-2,3,0.569005568064025,0
10,-2,4,0.588477383276942,0
10,-2,5,0.605950078340712,0.327370173843954
10,-2,6,0.674428293624963,1.72487302832316
10,-2,7,0.66353828226333,4.45696759739551
10,-2,8,0.708992752194159,8.58561287590622
10,-2,9,0.651543839510071,14.1267283124097
10,-2,10,0.653813542503622,20.9921568544674
10,-2,11,0.720307636051298,29.10581151709
10,-2,12,0.710967217281541,38.3683533698334
10,-2,13,0.655241543629221,48.614082465943
10,-2,14,0.606016904767627,59.6695319130484
10,-2,15,0.527030988030056,71.3625691398956
10,-2,16,0.514121449989804,83.4960363325392
10,-2,17,0.53319804888584,95.8683307019477
10,-2,18,0.545280882509404,108.291373981067
10,-2,19,0.501526982092424,120.568591193201
10,-2,20,0.46612385947475,132.504101265755
10,-2,21,0.445853757259327,143.911583848902
10,-2,22,0.451638160107995,154.627493068229
10,-2,23,0.0322740190813428,164.499447076213
10,-2,24,0,173.389922031668
10,-2,25,0,181.183343233928
10,-2,26,0,182.525677832129
10,-2,27,0,179.895615729472
10,-2,28,0,174.113353020418
10,-2,29,0,165.886245510463
10,-2,30,0,158.0930472354
10,-1,-1,0.0258196998989195,0
10,-1,0,0.0596036411750566,0
10,-1,1,0.165063413340631,0
10,-1,2,0.403939815702561,0
10,-1,3,0.584336383066732,0
10,-1,4,0.627006996956268,0
10,-1,5,0.665099560956181,0.353807419144652
10,-1,6,0.644694584872039,1.84933333770856
10,-1,7,0.705146674197068,4.72216973168053
10,-1,8,0.681316134627893,9.05528958492366
10,-1,9,0.665641859203161,14.8086269772739
10,-1,10,0.725862369523301,21.9298464135929
10,-1,11,0.744265122359311,30.338696642192
10,-1,12,0.690135849781177,39.885958943932
10,-1,13,0.615561422654915,50.4245723170949
10,-1,14,0.602659495782788,61.7814986554481
10,-1,15,0.602204092414324,73.7674799710369
10,-1,16,0.627925174482504,86.198712620983
10,-1,17,0.612423894341761,98.8726525479915
10,-1,18,0.57811041181192,111.581278363745
10,-1,19,0.500522927734315,124.126052808432
10,-1,20,0.494963461684684,136.314867604286
10,-1,21,0.406687465293454,147.958940778992
10,-1,22,0.47408965295158,158.883807598074
10,-1,23,0,168.935872360891
10,-1,24,0,177.984818323879
10,-1,25,0,185.916079516034
10,-1,26,0,187.25339054472
10,-1,27,0,184.728170145523
10,-1,28,0,178.543577096173
10,-1,29,0,170.41825672653
10,-1,30,0,162.713128416024
10,0,0,0.111545869587366,0
10,0,1,0.225598013533278,0
10,0,2,0.456202873188671,0
10,0,3,0.593786490395297,0
10,0,4,0.643004546515832,0
10,0,5,0.673692034602378,0.385387286777545
10,0,6,0.709085362400271,1.99496824128787
10,0,7,0.67730775687979,5.0511344029879
10,0,8,0.687225142628777,9.59987265882142
10,0,9,0.720290246308564,15.6171357938236
10,0,10,0.720584912710124,23.0441596823694
10,0,11,0.66274423241818,31.7598103142157
10,0,12,0.633086034893181,41.6331468013912
10,0,13,0.65763741701144,52.5021745767796
10,0,14,0.685735690566958,64.2012184175356
10,0,15,0.537514520312856,76.5363307648224
10,0,16,0.634481595885412,89.305700832476
10,0,17,0.54332261856064,102.307167224204
10,0,18,0.527330282742643,115.328627420579
10,0,19,0.440476228180764,128.162787216826
10,0,20,0.386600295611093,140.616815195136
10,0,21,0.366012764627186,152.503088883266
10,0,22,0.450685474154875,163.646992287044
10,0,23,0,173.89174678816
10,0,24,0,183.101261257884
10,0,25,0,191.162032027862
10,0,26,0,192.478475954754
10,0,27,0,190.044604224576
10,0,28,0,183.454529976008
10,0,29,0,175.430865106986
10,0,30,0,167.819298280426
10,1,1,0.359080028334666,0
10,1,2,0.548621141507335,0
10,1,3,0.614570584254516,0
10,1,4,0.651533009461311,0
10,1,5,0.731972560815423,0.433054310322646
10,1,6,0.690511687703798,2.18333842654948
